hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
"MEAGHER, TYLER",Hero,51,26,12,312,0.16346153846153846
MEANY,Hero,2545,771,326,251346,0.010125484392033294
MEATMARKET,Hero,125,81,21,1701,0.07348618459729571
MECHADOOM,Hero,407,115,84,9660,0.04213250517598344
MECHAMAGE/,Hero,1301,388,237,91956,0.014148070816477445
MEDEA,Hero,1955,741,206,152646,0.012807410610169935
"MEDINA, ANALISA MARI",Hero,192,64,50,3200,0.06
MEDUSA II,Villain,1568,577,193,111361,0.014080333330340065
MEDUSA | MUTANT X-VE,Villain,87,30,28,840,0.10357142857142858
MEDUSA/MEDUSALITH AM,Villain,9589,3703,621,2299563,0.0041699227200994275
MEEK,Hero,1153,328,205,67240,0.017147531231409874
"MEER, MAX",Hero,2,2,1,2,1.0
MEGA MAX/,Hero,175,67,48,3216,0.05441542288557214
MEGATAK,Villain,248,93,65,6045,0.041025641025641026
MEGGAN,Hero,6900,2492,539,1343188,0.005137032195046412
MEGGAN 2013,Hero,2,1,2,2,1.0
"MELLACE, LUCY SANTIN",Hero,8,7,2,14,0.5714285714285714
"MELLACE, TONY",Hero,2,2,1,2,1.0
MELLENCAMP,Hero,2332,623,295,183785,0.012688739559811736
MELONIE,Hero,2,2,1,2,1.0
MELTER II/BRUNO HORG,Villain,869,270,170,45900,0.018932461873638343
MELTER/BRUNO HORGAN,Villain,6722,2412,541,1304892,0.0051513841758551665
"MELTON, LORRIE",Hero,160,60,58,3480,0.04597701149425287
MEMBRAIN/,Hero,89,32,28,896,0.09933035714285714
MEME,Hero,50,17,12,204,0.24509803921568626
"MENDELSON, DR. MACK",Hero,3,3,1,3,1.0
MENDICUS,Hero,733,196,94,18424,0.039785062961354756
"MENDOSA, EMILIO",Hero,62,21,26,546,0.11355311355311355
"MENGOCHAUZERAUS, GRI",Hero,187,59,50,2950,0.06338983050847458
"MENGOCHAUZERAUS, STA",Hero,187,59,50,2950,0.06338983050847458
"MENKEN, DONALD L.",Villain,1031,335,149,49915,0.020655113693278573
"MENNINGER, CLARA",Hero,1215,351,233,81783,0.014856388246946187
MENTALLO,Villain,4156,1306,446,582476,0.007135057925133396
MENTOR II,Hero,2012,712,282,200784,0.010020718782373098
MENTOR/ALARS [ETERNA,Hero,4741,1705,430,733150,0.006466616654163541
MENTUS,Hero,4,4,1,4,1.0
MEPHISITOID,Hero,984,384,214,82176,0.01197429906542056
MEPHISTA,Villain,500,224,88,19712,0.02536525974025974
MEPHISTO,Villain,9330,3669,603,2212407,0.0042171264148052326
"MERCADO, JOY",Hero,5442,1998,439,877122,0.006204382058596181
MERCURY,Villain,74,30,21,630,0.11746031746031746
MERCURY II,Villain,852,165,149,24585,0.034655277608297744
MERCURY III/,Villain,271,87,57,4959,0.054648114539221616
MERCY,Villain,300,97,95,9215,0.032555615843733045
"MERENGUES, SMOOTH MA",Hero,870,270,171,46170,0.018843404808317088
"MERIDIAN, DR. ROBERT",Hero,2,2,1,2,1.0
MERLIN,Hero,1214,412,209,86108,0.014098573883959678
MERLYN,Hero,921,251,175,43925,0.020967558338076266
MERREE,Hero,1,1,1,1,1.0
MERRIAN,Hero,63,23,20,460,0.13695652173913042
"MERRYWEATHER, IRENE",Hero,4168,1384,426,589584,0.007069391299628212
MESMERO,Villain,3109,986,337,332282,0.009356510433908548
"MESSENGER, TOBIAS",Hero,308,103,111,11433,0.026939560920143445
METABO,Hero,12,7,6,42,0.2857142857142857
METALSLASH/,Hero,871,270,171,46170,0.01886506389430366
METEORITE,Hero,2467,645,318,205110,0.012027692457705621
METEORITE III/VALERI,Hero,1757,457,262,119734,0.014674194464396079
METOXO,Hero,1,1,1,1,1.0
MEXXA RIEN,Hero,2,2,1,2,1.0
MIBA,Hero,1,1,1,1,1.0
"MICAWBER, TRISTRAM",Hero,679,198,110,21780,0.03117539026629936
"MICHAELS, DAWN",Hero,1,1,1,1,1.0
"MICHEL, RAFE",Hero,607,210,123,25830,0.023499806426635694
MICHELLE,Hero,1,1,1,1,1.0
"MICO, RODOLFO",Hero,88,37,25,925,0.09513513513513513
MICROCHIP/LINUS LIEB,Hero,4641,1582,431,681842,0.006806562224092972
MICROMAX/SCOTT WRIGH,Hero,926,256,175,44800,0.02066964285714286
MIDAS,Hero,3103,1059,389,411951,0.007532449247604691
MIDGARD SERPENT,Hero,1442,512,258,132096,0.010916303294573644
MIDGET,Hero,188,73,48,3504,0.05365296803652968
MIDNIGHT III/JEFFREY,Hero,1498,408,208,84864,0.017651772247360482
MIDNIGHT'S FIRE/,Villain,566,141,144,20304,0.027876280535855003
MIDNIGHT/M'NAI,Hero,944,302,127,38354,0.024612817437555404
MIDWIFE,Hero,2,2,1,2,1.0
MIESHO,Hero,367,106,93,9858,0.03722864678433759
"MIFUNE, DR.",Hero,2525,952,335,318920,0.00791734604289477
MIKHLO,Hero,7079,2579,523,1348817,0.005248302771984636
MILAN,Villain,2261,635,273,173355,0.013042600444175247
MILLENIUS,Hero,1,1,1,1,1.0
MILLENNIUM MONARCH,Hero,457,147,95,13965,0.03272466881489438
"MILLER, CHRIS",Hero,813,204,146,29784,0.027296535052377117
"MILLER, FRANK",Hero,1230,471,240,113040,0.010881104033970275
"MILLER, JENETTE",Hero,1,1,1,1,1.0
"MILLER, STACI MURPHY",Hero,727,172,135,23220,0.031309216192937125
"MILLER, TRACE",Hero,220,84,62,5208,0.042242703533026116
MIMIC/CALVIN RANKIN,Hero,2978,901,349,314449,0.00947053417247312
MIND'S EYE/MEACHAM,Hero,9,6,2,12,0.75
MINDBLAST,Villain,3880,1119,374,418506,0.009271073771941142
MINDMELD/,Hero,490,125,87,10875,0.045057471264367814
MINDSINGER/GREGOR,Hero,466,184,73,13432,0.034693269803454434
MINDSTORM/,Hero,1569,577,194,111938,0.014016687809323018
MINDWAVE,Hero,1119,280,172,48160,0.023235049833887043
MINDWORM/WILLIAM TUR,Hero,2,2,1,2,1.0
MINERVA [KREE],Villain,2989,1103,384,423552,0.0070569847385917196
MINI MAX/,Hero,175,67,48,3216,0.05441542288557214
MINISTER BLOOD,Hero,866,271,146,39566,0.02188747914876409
MINISTER TOME,Hero,523,133,86,11438,0.045724777058926386
MINOR DOMO,Hero,1038,268,184,49312,0.021049643088903308
MINOTAUR,Hero,553,190,139,26410,0.02093903824308974
MINOTAUR II,Hero,291,116,65,7540,0.03859416445623342
MINOTAUR III,Hero,1569,577,194,111938,0.014016687809323018
MINOTAURUS,Hero,1,1,1,1,1.0
MINSTER HOARD,Hero,523,133,86,11438,0.045724777058926386
MINT JULEP,Hero,7,4,2,8,0.875
MINXI [INHUMAN],Hero,731,196,94,18424,0.039676508901432914
MIRACLE MAN,Villain,3298,1076,349,375524,0.008782394733758695
MIRAGE,Hero,4635,1484,407,603988,0.007673993523050127
MIRAGE II/DANIELLE M,Hero,7987,2989,580,1733620,0.00460712266817411
MIRAGE III/MARGE,Hero,4,4,1,4,1.0
MISFIT/,Villain,201,35,68,2380,0.08445378151260505
MISS AMERICA/MADELIN,Hero,765,323,137,44251,0.017287744909719554
MISS ITCH/BLISS,Hero,1573,580,194,112520,0.013979736935655884
MISS LOCKE,Hero,2771,928,324,300672,0.009216022775649212
MISS MASS/,Hero,614,183,132,24156,0.025418115582050007
MISS SACCHARINE,Hero,3,2,2,4,0.75
MISS THING/MARY,Hero,1,1,1,1,1.0
MISSING LINK,Hero,378,183,95,17385,0.02174288179465056
MISSING LINK II/RAY,Hero,198,80,52,4160,0.047596153846153844
MIST,Hero,469,153,91,13923,0.033685268979386625
MIST MISTRESS,Hero,919,222,173,38406,0.023928552830286935
MISTER CLEAN,Villain,2,2,1,2,1.0
MISTER HYDE/CALVIN Z,Villain,6928,2538,526,1334988,0.005189559756342379
MISTY/VINCENTE,Hero,24,12,10,120,0.2
"MITCHELL, ROBERT",Hero,119,73,23,1679,0.07087552114353782
MO,Hero,98,45,40,1800,0.05444444444444444
MO MONEY,Hero,1143,313,199,62287,0.018350538635670363
MOBIUS,Hero,870,270,171,46170,0.018843404808317088
"MOBIUS, DR.",Hero,16,5,8,40,0.4
MOCKINGBIRD/DR. BARB,Hero,11156,4404,669,2946276,0.003786474858431457
MODAM,Villain,3071,898,384,344832,0.008905786005939125
MODEM/,Hero,870,270,171,46170,0.018843404808317088
"MODINE, REP. BERNARD",Hero,2,2,1,2,1.0
MODOK/GEORGE TARLETO,Villain,6827,2424,538,1304112,0.005234979817684371
MODRED THE MYSTIC,Hero,2255,677,281,190237,0.01185363520240542
MODT,Hero,167,57,37,2109,0.07918444760550024
MODULAR MAN/STEPHEN,Hero,31,15,17,255,0.12156862745098039
MOJO,Villain,2711,823,320,263360,0.010293894289185906
MOJO II,Villain,1037,268,183,49044,0.021144278606965175
MOK,Hero,100,46,40,1840,0.05434782608695652
MOLE,Hero,622,201,96,19296,0.032234660033167495
MOLE MAN | MUTANT X-,Villain,87,30,28,840,0.10357142857142858
MOLE MAN/HARVEY RUPE,Villain,7573,2770,566,1567820,0.004830273883481522
MOLECULE MAN/OWEN RE,Villain,6990,2589,556,1439484,0.004855906699900798
MOLGOTHA,Hero,662,266,122,32452,0.020399359053371133
"MOLLE, DR.",Hero,1712,653,279,182187,0.009396938310636873
MOLTEN MAN/MARK RAXT,Villain,4533,1645,426,700770,0.006468598827004581
MOLTO,Hero,3,3,1,3,1.0
MONDO,Villain,302,93,97,9021,0.03347744152532978
MONDO II,Villain,1335,394,201,79194,0.01685733767709675
MONGOOSE,Villain,2276,807,316,255012,0.008925070192775242
"MONGRAIN, ALISON",Hero,2227,762,232,176784,0.012597293872748666
MONGU,Hero,196,121,28,3388,0.05785123966942149
MONMOUTH,Hero,1977,658,308,202664,0.009755062566612719
MONOCLE,Hero,901,237,129,30573,0.02947044778072155
MONSTER FROM THE LOS,Hero,3,3,1,3,1.0
MONSTROID/BALIOX/7NH,Hero,763,260,131,34060,0.02240164415736935
MONTANA,Villain,3683,1297,355,460435,0.007998957507574359
MONTANA II,Villain,2,2,1,2,1.0
MONTENEGRO,Hero,2,2,1,2,1.0
"MONTESI, VICTORIA",Hero,411,181,81,14661,0.02803355842029875
MONTGOMERY,Hero,489,185,104,19240,0.025415800415800417
"MONTGOMERY, SIR BERN",Hero,1,1,1,1,1.0
"MONTOYA, JULIO",Hero,237,42,51,2142,0.11064425770308123
"MONTOYA, MARIA",Hero,237,42,51,2142,0.11064425770308123
"MOODY, RUNYAN",Hero,65,21,26,546,0.11904761904761904
"MOOMJI, INDRIES",Hero,168,44,66,2904,0.05785123966942149
MOON KNIGHT DOPPELGA,Hero,3387,1199,416,498784,0.006790514531340219
MOON KNIGHT | MUTANT,Hero,88,30,29,870,0.10114942528735632
MOON KNIGHT/MARC SPE,Hero,9095,3666,612,2243592,0.004053767351639692
MOON WOLF/,Hero,248,72,55,3960,0.06262626262626263
MOONBOY,Hero,1923,682,245,167090,0.011508767729965886
MOONDANCER,Hero,31,8,8,64,0.484375
MOONDARK,Hero,1739,630,222,139860,0.012433862433862434
MOONDRAGON DOPPELGAN,Hero,2628,910,353,321230,0.008181054073405348
MOONDRAGON/HEATHER D,Hero,9824,3813,636,2425068,0.004051020424994268
MOONGLOW/,Hero,112,46,31,1426,0.0785413744740533
MOONHUNTER/ZACK MOON,Hero,3538,1273,391,497743,0.007108085899751478
MOONRAKER/SLADE TRUM,Hero,994,387,214,82818,0.012002221739235432
MOONSTALKER/KIANA,Hero,568,228,97,22116,0.02568276361005607
MOONSTOMP/,Hero,133,52,38,1976,0.0673076923076923
MOONSTONE II/KARLA S,Villain,8089,2826,562,1588212,0.00509314877358942
MOONSTONE/LLOYD BLOC,Villain,2337,691,345,238395,0.009803057950040899
"MOORE, CONNIE",Hero,2,2,1,2,1.0
"MOORE, TONI",Hero,2,2,1,2,1.0
MOOT,Hero,86,29,29,841,0.10225921521997622
"MORAN, KEVIN",Hero,329,116,81,9396,0.035014899957428694
MORBIUS/DR. MICHAEL,Villain,3227,1182,298,352236,0.009161471286296687
"MORDO, ASTRID",Hero,113,54,26,1404,0.08048433048433049
MORDRED THE EVIL,Hero,1614,570,274,156180,0.010334229734921244
"MOREAU, DAVID",Hero,1155,296,207,61272,0.018850372111241676
"MOREAU, PHILLIP",Hero,2127,578,269,155482,0.013680040133263014
"MORELLE, NOLAN",Hero,1858,648,224,145152,0.012800374779541447
MORETTI,Hero,804,220,124,27280,0.029472140762463343
MORG,Villain,812,264,123,32472,0.025006159152500616
MORGAN,Hero,1616,538,236,126968,0.012727616407283725
"MORGAN, DR. VIVIAN",Hero,344,119,97,11543,0.029801611366195965
"MORGAN, JERROLD JERR",Hero,1634,530,245,129850,0.012583750481324605
"MORLAK, MARIS",Hero,3391,1046,344,359824,0.009424051758637557
MORLEY,Hero,540,193,128,24704,0.021858808290155442
MORLUN,Villain,4,4,1,4,1.0
MORNING STAR/ZVEZDA,Hero,2,2,1,2,1.0
MORPH,Hero,1,1,1,1,1.0
MORPHEUS/ROBERT MARK,Hero,5,5,1,5,1.0
"MORRELL, SABRINA",Hero,2588,750,350,262500,0.00985904761904762
"MORRISON, AMANDA PAY",Hero,114,54,26,1404,0.0811965811965812
"MORRISON, JESSICA",Hero,114,54,26,1404,0.0811965811965812
MOSES,Hero,2,2,1,2,1.0
MOSH/GLENN,Hero,121,47,34,1598,0.07571964956195244
"MOSLEY, WARDEN",Hero,1,1,1,1,1.0
MOTH/,Hero,1,1,1,1,1.0
MOTHER INFERIOR,Hero,2005,748,219,163812,0.012239640563572875
MOTHER NIGHT/SUSAN S,Hero,2906,997,319,318043,0.009137129256106878
MOTHER OF PEARL/,Hero,983,384,214,82176,0.011962130062305296
MOTHER SUPERIOR,Hero,884,277,149,41273,0.021418360671625516
MOTHER-OF-PAIN,Hero,245,116,52,6032,0.040616710875331564
MOUNTJOY,Hero,954,250,182,45500,0.020967032967032968
MOURNING PREY,Hero,1,1,1,1,1.0
MOUSE,Hero,358,97,90,8730,0.041008018327605956
"MOWAT, FARLEY",Hero,2197,544,328,178432,0.012312813845050214
"MOY, ALYSSA",Hero,2121,741,300,222300,0.009541160593792173
MR. DEATH,Hero,2,2,1,2,1.0
MR. DOLL/NATHAN DOLL,Hero,3,3,1,3,1.0
MR. FANTASTIC DOPPEL,Hero,3638,1333,437,582521,0.006245268410924242
MR. FANTASTIC/REED R,Hero,14523,6207,719,4462833,0.0032542109462756056
MR. FEAR III/PROF. L,Villain,2024,733,302,221366,0.009143228860800665
MR. FEAR IV/ALAN FAG,Villain,1,1,1,1,1.0
MR. FEAR V/,Villain,570,182,76,13832,0.04120879120879121
MR. FEAR/ZOLTAN DRAG,Villain,164,95,33,3135,0.052312599681020734
MR. FX/,Hero,111,40,37,1480,0.075
MR. IMMORTAL,Hero,1879,552,258,142416,0.013193742276148748
MR. JIP,Villain,3289,992,390,386880,0.008501344086021505
MR. JUSTICE/TIMOTHY,Hero,76,50,17,850,0.08941176470588236
MR. LUCK II/PHILIP G,Hero,40,15,11,165,0.24242424242424243
MR. LUCK/RAMON GARCI,Hero,2,2,1,2,1.0
MR. MOBIUS,Hero,872,272,171,46512,0.018747850017199863
MR. NACHT,Hero,2148,816,224,182784,0.0117515756302521
MR. PAYBACK/,Villain,18,9,3,27,0.6666666666666666
MR. SCRATCH,Hero,4,4,1,4,1.0
MR. SCRATCH II/BLISS,Hero,1573,580,194,112520,0.013979736935655884
MR. SINISTER | AOA,Villain,81,30,27,810,0.1
MR. SINISTER | MUTAN,Villain,88,31,28,868,0.10138248847926268
MR. SINISTER/NATHAN,Villain,4509,1454,432,628128,0.007178473177441541
MR. TERMINEUS/AMODEU,Hero,18,11,2,22,0.8181818181818182
MR. X,Villain,272,90,60,5400,0.05037037037037037
MROTH,Hero,930,287,147,42189,0.02204366066984285
MS. FORTUNE/,Hero,2058,738,229,169002,0.012177370682003764
MS. MARVEL II/SHARON,Hero,9043,3388,604,2046352,0.004419083324862976
MS. NOVA,Hero,2,2,1,2,1.0
"MUELLER, AMANDA",Hero,1710,457,229,104653,0.016339713147258083
"MUGGINS, MAMIE",Hero,4478,1536,401,615936,0.007270235868661679
"MULDOON, SGT. BRIAN",Hero,924,317,173,54841,0.01684870808336828
"MULDOON, TEXAS JACK",Hero,1700,618,216,133488,0.012735227136521634
"MULLANY, MIKE",Hero,2,2,1,2,1.0
MULTIPLE MAN DOPPELG,Hero,3380,1197,416,497952,0.006787802840434419
MULTIPLE MAN/JAMES A,Hero,6021,2126,517,1099142,0.005477909132759916
"MUMM, MAX",Hero,148,51,47,2397,0.06174384647476012
"MUNDY, SHANE",Hero,2,2,1,2,1.0
MUNIN,Hero,569,218,104,22672,0.025097035991531406
MUNIPOOR,Hero,200,74,40,2960,0.06756756756756757
"MUNOZ, CARLOS",Hero,36,8,19,152,0.23684210526315788
"MUNROE, DAVID",Hero,251,75,83,6225,0.04032128514056225
"MUNROE, N'DARE",Hero,355,112,110,12320,0.028814935064935064
MUNSON,Hero,1,1,1,1,1.0
"MUNSON, CLAUDIA",Hero,1,1,1,1,1.0
MURDER,Hero,23,11,11,121,0.19008264462809918
"MURDOCK, BATTLING JA",Hero,717,169,148,25012,0.028666240204701744
"MURDOCK, MATT | TIME",Hero,1111,397,232,92104,0.012062451142187092
"MURDOCK, SISTER MAGG",Hero,3530,1352,388,524576,0.006729244189593119
MURMUR II/ARLETTE TR,Hero,639,219,156,34164,0.018703898840885143
MURMUR/,Hero,24,12,10,120,0.2
"MURPHY, JOBOA",Hero,56,21,19,399,0.14035087719298245
"MURPHY, MELISSA",Hero,248,72,55,3960,0.06262626262626263
"MURPHY, SEAN",Hero,1776,656,213,139728,0.012710408794228788
"MURRAY, WILLIAM T. B",Hero,1,1,1,1,1.0
MUSE/SHANNON FITZPAT,Hero,1704,628,212,133136,0.01279894243480351
MUSTANG/,Hero,125,52,40,2080,0.06009615384615385
MUTANT MASTER,Hero,1572,363,224,81312,0.01933293978748524
MUTAURUS,Hero,1442,512,258,132096,0.010916303294573644
"MUTO, JUNZO",Hero,1630,478,271,129538,0.01258318022510769
MYCROFT,Hero,1019,401,219,87819,0.011603411562418155
"MYLZOB'RYN, CHIEF",Hero,1,1,1,1,1.0
MYSTERIA/,Villain,1925,377,271,102167,0.018841700353343056
MYSTERIO II/DANIEL B,Villain,2710,949,254,241046,0.011242667374691968
MYSTERIO/QUENTIN BEC,Villain,4914,1811,421,762431,0.006445173399297772
MYSTERIUM/DR. JOSEPH,Hero,91,41,21,861,0.10569105691056911
MYSTIQUE | MUTANT X-,Villain,87,30,28,840,0.10357142857142858
MYSTIQUE/RAVEN DARKH,Villain,6780,2390,544,1300160,0.005214742800886045
N'ASTIRH,Villain,4005,1284,416,534144,0.007497978073328541
N'DELE,Hero,1442,512,258,132096,0.010916303294573644
N'GAMI,Hero,90,38,20,760,0.11842105263157894
N'GAMO,Hero,113,34,43,1462,0.07729138166894665
N'GASSI,Hero,322,74,76,5624,0.05725462304409673
"NACHT, HERR",Hero,33,18,8,144,0.22916666666666666
NAGA,Hero,3,3,1,3,1.0
NAGALA,Hero,623,233,139,32387,0.01923611325531849
"NAGAN, DR. ARTHUR",Hero,1634,530,245,129850,0.012583750481324605
NAHREES [INHUMAN],Hero,737,196,94,18424,0.04000217108119844
NAILS II/JOANIE EATO,Hero,1,1,1,1,1.0
NAILS/,Hero,3,3,1,3,1.0
"NAIP, SYNTHIA",Hero,2,2,1,2,1.0
NAKKA,Hero,1052,412,219,90228,0.011659351864166334
NAKOTA,Hero,205,89,48,4272,0.04798689138576779
"NALES, DET. REBECCA",Hero,3850,1427,379,540833,0.007118648455253286
NAMELESS ONE,Hero,35,14,10,140,0.25
NAMELESS ONE II,Hero,1,1,1,1,1.0
NAMORA/AQUARIA NAUTI,Villain,202,95,60,5700,0.03543859649122807
NAMORITA DOPPELGANGE,Hero,3387,1198,416,498368,0.006796182740464877
NAMORITA | MUTANT X-,Hero,88,30,29,870,0.10114942528735632
NAMORITA/NITA PRENTI,Hero,9898,3683,637,2346071,0.0042189686501388915
NANABOZHO,Hero,1,1,1,1,1.0
NANNY,Villain,1763,501,248,124248,0.014189363209065739
NANNY II,Villain,1958,548,272,149056,0.013136002576212967
"NAPIER, RAMONA DR.",Hero,1080,427,230,98210,0.010996843498625395
NARDI,Hero,1701,628,197,123716,0.013749232112257105
"NASH, JOHN JOHNNY TH",Hero,444,129,90,11610,0.03824289405684755
"NASH, SABRINA",Hero,444,129,90,11610,0.03824289405684755
NAUDA,Hero,3,3,1,3,1.0
NAUTILUS,Hero,1,1,1,1,1.0
NAVARRO,Hero,1,1,1,1,1.0
NAZE,Hero,1994,537,282,151434,0.013167452487552333
NEBULA,Villain,3395,1288,362,466256,0.007281407638722075
NEBULO,Hero,1023,370,124,45880,0.0222972972972973
NEBULON,Villain,638,245,146,35770,0.017836175566116858
NECRODAMUS,Hero,1547,497,221,109837,0.014084507042253521
NECROM,Hero,5,5,1,5,1.0
NECROMANCER/DR. STEP,Hero,1102,295,213,62835,0.017537996339619638
NEDDA,Hero,24,17,7,119,0.20168067226890757
NEEDLE,Hero,241,51,79,4029,0.059816331595929514
NEFFETHESK,Hero,882,265,148,39220,0.022488526262111168
NEIFI [INHUMAN],Hero,736,196,94,18424,0.03994789405123752
"NEKOBAH, ROMAN",Hero,1226,287,171,49077,0.02498115206715977
NEKRA/ADRIENNE HATRO,Villain,3502,1137,427,485499,0.0072131971435574534
NELIT,Hero,986,386,214,82604,0.011936467967652898
"NELSON, CANDACE",Hero,2613,911,355,323405,0.008079652448168705
"NELSON, DEBBIE HARRI",Hero,3495,1168,399,466032,0.007499485013904624
"NELSON, FRANKLIN FOG",Hero,10292,3904,626,2443904,0.004211294715340701
NEMESIS,Villain,876,277,170,47090,0.018602675727330643
NEOPHYTE/,Hero,2332,623,295,183785,0.012688739559811736
NEPHRI,Hero,321,94,66,6204,0.051740812379110254
NEPTUNE [OLYMPIAN],Hero,200,81,49,3969,0.05039052658100277
NEPTUNIUM,Hero,853,165,150,24750,0.03446464646464646
NEREEL,Hero,2066,571,278,158738,0.013015157051241668
NESTOR,Hero,1241,282,174,49068,0.02529143229803538
NETTLES,Hero,1,1,1,1,1.0
NETWORK NINA,Hero,1310,502,192,96384,0.013591467463479416
NEUROTAP/MICHELLE BA,Hero,1,1,1,1,1.0
NEUT,Hero,988,386,214,82604,0.011960679870224202
NEUTRON,Hero,133,54,35,1890,0.07037037037037037
"NEVILLE, KATE",Hero,1510,581,224,130144,0.01160253257929678
NEW SUN,Villain,980,266,172,45752,0.021419828641370868
"NEWELL, DIANE ARLISS",Hero,1689,587,269,157903,0.010696440219628506
"NEWMARK, LOTUS",Hero,1428,424,259,109816,0.013003569607343193
NEZARR,Hero,2591,903,322,290766,0.00891094557135291
NHU'ABDAR,Hero,908,226,151,34126,0.0266072789075778
"NICHOLS, LORNA",Hero,444,129,90,11610,0.03824289405684755
"NICHOLS, TOM",Hero,24,15,7,105,0.22857142857142856
NICKEL,Hero,853,165,150,24750,0.03446464646464646
NICODEMUS,Hero,2,2,1,2,1.0
NICODEMUS II,Hero,565,194,112,21728,0.026003313696612667
NIELS,Hero,13,11,3,33,0.3939393939393939
NIGHT,Hero,1833,623,252,156996,0.011675456699533746
NIGHT FLYER,Hero,534,124,146,18104,0.0294962439239947
NIGHT PHANTOM II,Hero,2,2,1,2,1.0
NIGHT PHANTOM/TRAVIS,Hero,1,1,1,1,1.0
NIGHT RIDER,Hero,99,49,21,1029,0.09620991253644315
NIGHT RIDER III/HAMI,Hero,594,200,139,27800,0.021366906474820143
NIGHT THRASHER/DUANE,Hero,7349,2478,560,1387680,0.005295889542257581
NIGHTCRAWLER 2013,Hero,2,2,1,2,1.0
NIGHTCRAWLER | MUTAN,Hero,94,31,29,899,0.10456062291434928
NIGHTCRAWLER/KURT WA,Hero,11843,4680,665,3112200,0.003805346700083542
NIGHTEYES/ERIC,Hero,1,1,1,1,1.0
NIGHTFIGHTER/,Hero,1,1,1,1,1.0
NIGHTHAWK II/KYLE RI,Villain,8116,2939,586,1722254,0.004712429177113248
NIGHTHAWK III/NEAL,Villain,90,41,20,820,0.10975609756097561
NIGHTHAWK/KYLE RICHM,Villain,2843,998,347,346306,0.00820950257864432
NIGHTINGALE/,Hero,73,47,17,799,0.09136420525657071
NIGHTMARE/EDVARD HAB,Villain,4138,1632,430,701760,0.005896602827177383
NIGHTSHADE/TILDA,Hero,2142,510,293,149430,0.014334470989761093
NIGHTSIDE,Hero,1194,467,246,114882,0.010393273097613204
NIGHTSTICK/,Hero,3,3,1,3,1.0
NIGHTWATCH/,Hero,1858,648,224,145152,0.012800374779541447
NIGHTWIND/,Hero,225,38,83,3154,0.07133798351299937
NIKKI/NICHOLETTE GOL,Hero,59,22,19,418,0.14114832535885166
"NILES, SEN. CATHERIN",Hero,1,1,1,1,1.0
NIMROD,Villain,2,2,1,2,1.0
NIMROD III,Villain,18,6,11,66,0.2727272727272727
NINA,Hero,1039,280,178,49840,0.020846709470304977
NINGAL,Hero,77,31,21,651,0.11827956989247312
NINJA/,Villain,175,67,58,3886,0.04503345342254246
NIRA,Hero,230,54,41,2214,0.10388437217705511
"NITAL, DR.",Hero,152,48,32,1536,0.09895833333333333
NITRO/ROBERT L. HUNT,Villain,3878,1198,367,439666,0.008820331797318873
"NIVENA, JOANNA",Hero,1,1,1,1,1.0
"NIXON, RICHARD",Hero,1928,584,259,151256,0.012746601787697678
NOBILUS,Hero,891,319,138,44022,0.020239880059970013
NOBLE,Hero,168,73,34,2482,0.06768734891216761
"NOCENTI, ANN",Hero,1452,366,218,79788,0.018198225297037147
NOCTURNE II/ANGELA C,Hero,253,70,66,4620,0.05476190476190476
NOCTURNE/,Hero,137,68,54,3672,0.037309368191721135
NOM,Hero,73,24,20,480,0.15208333333333332
NOMAD II/EDWARD FERB,Hero,327,130,59,7670,0.04263363754889179
NOMAD III/JACK MONRO,Hero,5669,1897,480,910560,0.006225839044104727
"NORRISS, JACK",Hero,1187,350,215,75250,0.01577408637873754
"NORRISS, SISTER BARB",Hero,9283,3450,619,2135550,0.004346889560066494
"NORTH, DAKOTA",Hero,312,105,86,9030,0.0345514950166113
"NORTH, RICKY",Hero,6,6,1,6,1.0
NORTHSTAR DOPPELGANG,Hero,3378,1197,416,497952,0.006783786389049547
NORTHSTAR | MUTANT X,Hero,87,30,29,870,0.1
NORTHSTAR/JEAN-PAUL,Hero,8275,3005,601,1806005,0.004581936373376596
NOSFERATA/PURPLE HAY,Hero,2,2,1,2,1.0
NOTE,Hero,63,23,20,460,0.13695652173913042
NOVA 0:0,Hero,687,178,89,15842,0.043365736649412956
NOVA DOPPELGANGER,Villain,3034,1095,395,432525,0.0070146234321715505
NOVA DOPPELGANGER II,Villain,2462,855,340,290700,0.00846921224630203
NOVA II | MUTANT X-V,Hero,89,31,29,899,0.09899888765294772
NOVA II/FRANKIE RAYE,Hero,6752,2555,541,1382255,0.004884771623180961
NOVA III/FRANKIE RAY,Hero,5,4,2,8,0.625
NOVA OMEGA/GARTHAN S,Hero,7,6,2,12,0.5833333333333334
NOVA | MUTANT X-VERS,Hero,88,30,29,870,0.10114942528735632
NOVA-PRIME,Hero,341,110,91,10010,0.03406593406593406
NOVA/RICHARD RIDER,Hero,10538,3967,655,2598385,0.004055596072175601
NOX,Hero,244,127,47,5969,0.04087786898978053
NOY,Hero,225,38,83,3154,0.07133798351299937
NUADA,Hero,3027,1103,340,375020,0.008071569516292464
NUGENT,Hero,729,316,126,39816,0.018309222423146473
"NUGENT, ALICE",Hero,374,125,72,9000,0.041555555555555554
NUKE,Villain,403,181,90,16290,0.024739103744628607
NUKLO/ROBERT FRANK J,Hero,3287,1000,353,353000,0.009311614730878187
NULLITRON,Hero,524,164,100,16400,0.03195121951219512
