hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
BLUE STREAK/,Hero,644,175,141,24675,0.026099290780141844
BLUNT,Hero,1418,344,204,70176,0.020206338349293206
BLUR,Hero,1,1,1,1,1.0
BLURRY,Hero,4,4,1,4,1.0
BOAK,Hero,938,239,137,32743,0.028647344470573863
BOBCAT/,Hero,242,50,70,3500,0.06914285714285714
BODYBAG,Hero,1358,385,214,82390,0.016482582837723025
"BOERKE, MAYOR",Hero,957,236,159,37524,0.025503677646306365
BOGATYR/MIKULA GOLUB,Hero,2,2,1,2,1.0
"BOGGS, MORDECAI P.",Hero,368,156,81,12636,0.029123140234251346
BOLERO/,Hero,1,1,1,1,1.0
BOLT II/CHRIS BRADLE,Hero,2409,663,341,226083,0.010655378776820903
"BOLT, COUNCILMAN AND",Hero,253,115,72,8280,0.030555555555555555
BOLT/LAWRENCE EVANS,Hero,258,83,47,3901,0.06613688797744169
BOMBADIER/,Hero,1,1,1,1,1.0
BOMBLAST/,Hero,1120,251,177,44427,0.025209894883741868
BOMBSHELL/,Villain,2502,584,314,183376,0.01364409737370212
BOND,Hero,16,7,7,49,0.32653061224489793
BONEBREAKER/,Villain,2670,739,323,238697,0.011185729188050123
BONES/ELIZABETH BLIS,Hero,1573,579,194,112326,0.014003881559033527
BONITA,Hero,2,2,1,2,1.0
BOOBYTRAP/,Hero,3660,1154,415,478910,0.007642354513374121
BOOKWORM/NELSON GRUB,Hero,1,1,1,1,1.0
BOOMER/TABITHA SMITH,Hero,5709,2043,515,1052145,0.005426058195400824
BOOMERANG/FRED MYERS,Villain,7195,2638,544,1435072,0.005013685724479329
BOOMSLANG/,Villain,3626,1175,414,486450,0.007454003494706547
BOONE,Hero,1955,741,206,152646,0.012807410610169935
BORA,Hero,8,5,2,10,0.8
BORAKU,Hero,1,1,1,1,1.0
BORROB,Hero,1,1,1,1,1.0
"BORROUGHS, CHARLES C",Hero,1798,682,290,197780,0.00909090909090909
"BOSCO, ELAINE",Hero,2,2,1,2,1.0
BOSHLOVOR,Hero,10,6,5,30,0.3333333333333333
"BOUDREAUX, BELLA DON",Villain,2175,627,350,219450,0.009911141490088858
"BOUDREAUX, MARIUS",Hero,47,20,15,300,0.15666666666666668
BOULDER/,Hero,461,169,129,21801,0.02114581899912848
BOUNCER,Hero,1,1,1,1,1.0
BOUNTY,Hero,124,52,40,2080,0.05961538461538462
BOUNTY II,Hero,1426,455,225,102375,0.01392918192918193
BOVA,Hero,3814,1201,436,523636,0.007283685613670565
"BOWDEN, DENNIS",Hero,83,32,19,608,0.13651315789473684
"BOWEN, FATHER MICHAE",Hero,2498,858,341,292578,0.008537894168392702
"BOWMAN, MAJ.",Hero,870,270,171,46170,0.018843404808317088
BOX II/JERRY JAXXON,Hero,1,1,1,1,1.0
BOX IV/MADISON JEFFR,Hero,4652,1721,481,827801,0.005619708118255474
BOX/ROGER BOCHS,Hero,1677,543,254,137922,0.01215904641754035
"BOYD, TWO-FISTED TOM",Hero,870,270,171,46170,0.018843404808317088
"BRADDOCK, ELIZABETH",Hero,22,8,7,56,0.39285714285714285
"BRADDOCK, JAMES",Villain,885,230,172,39560,0.02237108190091001
"BRADDOCK, JAMES JR.",Villain,1213,367,205,75235,0.01612281517910547
"BRADDOCK, JOHN",Hero,158,43,42,1806,0.08748615725359911
"BRADLEY, CARRIE",Hero,1645,605,206,124630,0.013199069244965096
"BRADLEY, HANK",Hero,274,107,60,6420,0.0426791277258567
"BRADLEY, JESSICA",Hero,1,1,1,1,1.0
BRAHAMS,Hero,230,54,41,2214,0.10388437217705511
BRAHMANES,Hero,1,1,1,1,1.0
BRAIN CELL/,Hero,50,17,12,204,0.24509803921568626
BRAIN DRAIN/WERNER S,Hero,616,185,132,24420,0.025225225225225224
BRAINCHILD,Villain,3770,1205,395,475975,0.007920584064289091
BRAINSTORM/,Hero,1571,579,194,112326,0.013986076242365971
BRAINY,Hero,4,4,1,4,1.0
"BRAITHWAITE, JUDGE R",Hero,1081,434,225,97650,0.011070148489503329
BRAMER,Hero,1701,628,197,123716,0.013749232112257105
"BRANDEIS, CAMMY",Hero,3,3,1,3,1.0
"BRANDEIS, LIZ PARRIS",Hero,1,1,1,1,1.0
"BRANDEIS, PROF. HENR",Hero,1,1,1,1,1.0
"BRANDT, ELLEN",Villain,11,11,1,11,1.0
BRANNEX,Hero,1,1,1,1,1.0
"BRANNEX, ALLESSANDRO",Hero,671,135,125,16875,0.039762962962962965
BRANSON,Hero,19,9,7,63,0.30158730158730157
BRASS BISHOP/,Villain,322,113,79,8927,0.036070348381315114
BRASS/SEAN WATANABE,Hero,40,19,9,171,0.23391812865497075
BRAWLER,Hero,1,1,1,1,1.0
"BRAWN, HUNTER",Hero,2,2,1,2,1.0
"BRAWN, TRISTAN",Hero,315,73,106,7738,0.040708193331610236
BREAKER/RAAK,Hero,13,8,5,40,0.325
BREEGAN,Hero,872,270,171,46170,0.018886722980290233
BRES,Hero,273,59,83,4897,0.05574841739840719
"BREWER, AMY",Villain,202,51,67,3417,0.059116183786947614
"BREWER, DR. MELINDA",Hero,746,250,122,30500,0.024459016393442622
"BRICKFORD, CLAY",Hero,852,190,170,32300,0.02637770897832817
"BRICKMAN, GLORIA",Hero,2366,803,270,216810,0.010912780775794474
"BRICKMAN, SEN. MILES",Hero,2476,856,276,236256,0.01048015711770283
"BRIDGE, GEORGE WASHI",Hero,5514,1884,498,938232,0.0058770112296319035
"BRIGGS, AGENT",Hero,2,2,1,2,1.0
"BRIGGS, AGENT STEPHA",Hero,1606,599,194,116206,0.013820284666884671
BRIGHTSWORD/CARTER D,Hero,865,367,126,46242,0.018705938324466934
BRIGHTWIND,Hero,3125,920,372,342240,0.009131019167835437
"BRINKE, NIOMI",Hero,25,12,8,96,0.2604166666666667
BRIQUETTE/,Hero,2,2,1,2,1.0
BROADSIDE,Hero,1252,322,191,61502,0.020357061558973693
"BROGIN, BULL",Hero,1134,370,206,76220,0.014877984780897403
BROKEN MAN,Hero,4,4,1,4,1.0
BROKER,Hero,2,2,1,2,1.0
BROMINE,Hero,853,165,150,24750,0.03446464646464646
"BROMWELL, DR.",Hero,3319,1177,295,347215,0.00955891882551157
BRONA,Hero,735,226,138,31188,0.023566756444786455
"BROOKS, ANNA",Hero,1572,580,194,112520,0.013970849626733025
BROOP,Hero,300,123,66,8118,0.03695491500369549
BROTHER AXE,Hero,1,1,1,1,1.0
BROTHER CAESAR,Hero,229,91,55,5005,0.045754245754245755
BROTHER ROYAL,Hero,1068,281,186,52266,0.020433934106302377
BROTHER STEPHEN,Hero,1,1,1,1,1.0
BROTHER TODE,Villain,313,130,71,9230,0.03391115926327194
BROTHER VIRGIL,Hero,230,92,55,5060,0.045454545454545456
BROTHER VOODOO | MUT,Hero,88,30,29,870,0.10114942528735632
BROTHER VOODOO/DANIE,Hero,2725,985,348,342780,0.0079497053503705
BROTHER WONDERFUL/DR,Hero,532,109,102,11118,0.047850332793667925
BROTHERS GRIMM,Villain,20,13,7,91,0.21978021978021978
BROTHERS GRIMM II/BA,Villain,5371,1894,469,888286,0.006046476022362167
"BROWN, ABE",Hero,2217,851,246,209346,0.01059012352755725
"BROWN, FRANK",Hero,2255,801,215,172215,0.013094097494411056
"BROWN, LAURA",Hero,871,258,158,40764,0.02136689235600039
"BROWN, MINDY MCPHERS",Hero,2605,949,255,241995,0.010764685220769024
BROWSER,Hero,700,192,99,19008,0.036826599326599326
"BRUKNER, DR. FRANK",Hero,1,1,1,1,1.0
"BRUKNER, ILANEY",Hero,287,115,63,7245,0.03961352657004831
BRUNNHILDE/MCM-XLI (,Hero,104,33,39,1287,0.08080808080808081
BRUNO,Hero,2,2,1,2,1.0
BRUTACUS,Hero,1182,393,193,75849,0.01558359371909979
BRUTE II/,Villain,83,31,25,775,0.10709677419354839
BRUTE | MUTANT X-VER,Villain,130,49,40,1960,0.0663265306122449
BRUTE/REED RICHARDS,Villain,1073,311,201,62511,0.01716497896370239
BRUTO THE STRONGMAN/,Villain,2443,829,275,227975,0.010716087290273056
BRUTUS,Hero,1724,644,282,181608,0.00949297387780274
BRUTUS II,Hero,1977,658,308,202664,0.009755062566612719
BRUTUS KLOR,Hero,662,266,122,32452,0.020399359053371133
"BRYCE, ARCHER",Hero,1570,577,194,111938,0.014025621326091229
"BUCHANAN, SAM",Hero,397,170,79,13430,0.029560685033507075
"BUCHETTO, SALVATORE",Hero,839,291,138,40158,0.020892474724836893
"BUCHOVITZ, STANLEY &",Hero,589,115,132,15180,0.03880105401844532
"BUCKMAN, EDWARD",Hero,158,43,42,1806,0.08748615725359911
"BUCKNER, GRANT",Hero,1745,650,201,130650,0.013356295445847684
BUCKY II/FRED DAVIS,Hero,1904,478,246,117588,0.016192128448481138
BUCKY VI/,Hero,1349,475,196,93100,0.014489795918367347
BUCKY VII/RIKKI BARN,Hero,2253,589,284,167276,0.01346875821994787
BUCKY/BUCKY BARNES,Hero,3425,1262,383,483346,0.007086021193927331
BUEL,Hero,1571,579,194,112326,0.013986076242365971
BUG,Hero,68,35,20,700,0.09714285714285714
"BUKOWSKI, BUCK",Hero,1740,672,200,134400,0.012946428571428572
BULL,Hero,2,2,1,2,1.0
BULLDOZER/HENRY CAMP,Hero,7707,2803,564,1580892,0.004875095831973341
BULLET,Villain,3188,1238,364,450632,0.007074508690017575
BULLET BIKER,Hero,241,50,70,3500,0.06885714285714285
BULLSEYE,Villain,1,1,1,1,1.0
BULLSEYE II/BENJAMIN,Villain,4617,1634,448,732032,0.006307101328903654
BULLSEYE | MUTANT X-,Villain,85,29,28,812,0.10467980295566502
BULWARK/,Hero,24,12,10,120,0.2
BUMPKIN,Hero,298,121,73,8833,0.03373712215555304
"BUMPO, MR.",Hero,21,9,4,36,0.5833333333333334
"BUNYAN, PAUL",Hero,983,384,214,82176,0.011962130062305296
"BURGOS, CARL",Hero,525,97,103,9991,0.05254729256330697
BURKE,Hero,565,194,112,21728,0.026003313696612667
"BURKE, GWYNETH",Hero,15,11,2,22,0.6818181818181818
"BURKE, JACK",Hero,15,11,2,22,0.6818181818181818
"BURKE, JOB",Hero,15,11,2,22,0.6818181818181818
"BURKE, RICKY",Hero,250,95,62,5890,0.042444821731748725
"BURKE, THERESA TRACY",Hero,2881,1083,374,405042,0.0071128426187901505
"BURLEY, MIKE",Hero,571,183,102,18666,0.03059037822779385
"BURLINGAME, CALVIN",Hero,656,137,127,17399,0.037703316282544974
BURNING PUDDLE,Hero,3,2,2,4,0.75
"BURR, CLAYTON",Hero,229,100,55,5500,0.04163636363636364
"BURRTHROP, T. BARTON",Hero,865,169,152,25688,0.033673310495172845
BURST/,Hero,279,66,65,4290,0.06503496503496503
"BUSH, GEORGE",Hero,2808,882,372,328104,0.008558262014483212
"BUSHKIN, BARNEY",Hero,3714,1283,335,429805,0.008641127953374204
"BUSHMAN, RAOUL",Hero,20,17,3,51,0.39215686274509803
BUSHMASTER II/QUINCY,Villain,3308,989,402,397578,0.008320379900296293
BUSHMASTER/JOHN MCIV,Villain,198,31,42,1302,0.15207373271889402
BUSHWACKER/CARL,Villain,3557,1309,364,476476,0.007465223851778473
"BUSIEK, KURT",Hero,300,64,71,4544,0.06602112676056338
BUTCH,Hero,4262,1468,454,666472,0.0063948673012519655
BUTTERFLY,Hero,219,82,61,5002,0.04378248700519792
BUTTONS,Hero,103,65,18,1170,0.08803418803418804
BUX,Hero,1787,678,219,148482,0.012035128837165447
BUZZ,Hero,2858,1038,292,303096,0.00942935571568084
BUZZARD,Hero,217,79,49,3871,0.05605786618444846
"BYRD, NATHANIEL ALEX",Hero,1643,638,198,126324,0.013006237927868022
"BYRD, SEN. HARRINGTO",Hero,1684,672,280,188160,0.008949829931972788
BYREL,Hero,1,1,1,1,1.0
"BYRNE, JOHN",Hero,627,176,108,19008,0.03298611111111111
"BYRNES, GAYLE WATSON",Hero,2586,940,233,219020,0.011807140900374396
"BYRNES, TIM",Hero,2255,801,215,172215,0.013094097494411056
BYRRAH [ATLANTEAN],Hero,1107,270,187,50490,0.021925133689839574
BYRRAH | HEROES REBO,Hero,871,270,171,46170,0.01886506389430366
C.F.,Hero,270,104,62,6448,0.04187344913151365
"CABE, BETHANY",Hero,2822,1003,364,365092,0.007729558577016204
CABER,Hero,586,160,88,14080,0.04161931818181818
CACHE,Villain,447,133,89,11837,0.03776294669257413
"CACHES, FABIAN",Hero,1,1,1,1,1.0
"CACHES, PROF. MARINA",Hero,2266,771,239,184269,0.012297239362019655
CACTUS,Hero,228,65,79,5135,0.044401168451801365
CADAVER,Hero,1,1,1,1,1.0
CADMIUM,Hero,855,165,150,24750,0.034545454545454546
CADUCEUS,Hero,568,228,97,22116,0.02568276361005607
CAESAR,Hero,230,92,55,5060,0.045454545454545456
"CAESAR, JONATHAN",Hero,2965,1049,284,297916,0.009952469823708697
"CAESAR, JULIUS",Hero,341,97,86,8342,0.040877487413090385
"CAGE, LUKE/CARL LUCA",Hero,11167,4456,648,2887488,0.003867375379568677
"CAGLIOSTRO, ALESSAND",Hero,1081,368,189,69552,0.015542328042328041
"CAIRN, DET.",Hero,707,229,89,20381,0.03468917128698298
CALCULUS/JAHAHAREL P,Hero,1788,619,231,142989,0.012504458384910728
"CALDERONE, HANNAH",Hero,80,17,19,323,0.2476780185758514
"CALDRONE, JAVIER",Hero,1619,595,200,119000,0.013605042016806722
CALEDONIA/ALISANDE S,Hero,986,345,177,61065,0.016146728895439284
CALIBAN/,Villain,3730,1199,415,497585,0.007496206678255977
CALIFORNIUM,Hero,853,165,150,24750,0.03446464646464646
"CALKIN, SUSAN",Hero,787,269,128,34432,0.02285664498141264
"CALLAGHAN, JAMES",Hero,1198,356,204,72624,0.016495924212381583
"CALLAHAN, DANNY",Hero,1,1,1,1,1.0
"CALLAHAN, MIKE",Hero,1,1,1,1,1.0
CALLISTO,Hero,4853,1589,449,713461,0.006802053651145613
CALLISTO | MUTANT X-,Hero,89,30,29,870,0.10229885057471265
CALUMET,Hero,1,1,1,1,1.0
CALYPSO,Villain,1841,675,220,148500,0.012397306397306398
"CAMBRIDGE, MOXIE",Hero,743,248,122,30256,0.02455711263881544
"CAMPBELL, DR. RORY",Hero,2618,793,319,252967,0.010349175979475584
"CAMPBELL, MEREDITH",Hero,1969,684,235,160740,0.012249595620256315
"CAMPBELL, VALERIE",Hero,22,8,7,56,0.39285714285714285
CANCELLATOR,Hero,115,30,47,1410,0.08156028368794327
CANCER II/,Villain,15,5,7,35,0.42857142857142855
CANCER/JACK KLEVENO,Villain,252,86,58,4988,0.05052125100240577
CANDLEMAS/,Hero,1,1,1,1,1.0
"CANDLER, OWEN",Hero,80,33,24,792,0.10101010101010101
CANDRA,Villain,251,85,60,5100,0.049215686274509805
CANDY,Hero,3444,1295,332,429940,0.008010420058612829
CANE/,Hero,4,4,1,4,1.0
CANNONBALL II/SAM GU,Hero,9702,3642,613,2232546,0.004345711129804268
CANNONBALL/JACK PULV,Hero,4509,1511,403,608933,0.007404755531396722
