,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
3295,"MACENDALE, JASON JR.",Hero,1,na,2,1.0,1.0
3296,"MACENDALE, KAREN",Hero,1,na,2,1.0,1.0
3297,MACE,Hero,1,na,2,1.0,1.0
3298,MACHETE/FERDINAND LO,Villain,17,na,8,28.0,0.6071428571428571
3299,MACHINE MAN/X-51,Hero,326,na,48,1128.0,0.28900709219858156
3300,"MACINTOSH, ANN",Hero,88,na,16,120.0,0.7333333333333333
3301,"MACKAY, AILSA",Hero,0,na,1,0.0,
3302,"MACKAY, MURDO",Hero,0,na,1,0.0,
3303,"MACKENZIE, AL",Hero,24,na,10,45.0,0.5333333333333333
3304,"MACKENZIE, DR. NEIL",Hero,0,na,1,0.0,
3305,"MACLAIN, DR. MYRON",Hero,14,na,8,28.0,0.5
3306,"MACON, ANGELO",Hero,239,na,28,378.0,0.6322751322751323
3307,"MACRAE, TRUTH",Hero,2,na,3,3.0,0.6666666666666666
3308,"MACTAGGART, JOE",Hero,6,na,4,6.0,1.0
3309,"MACTAGGART, MOIRA |",Hero,15,na,6,15.0,1.0
3310,"MACTAGGERT, MOIRA KI",Hero,908,na,103,5253.0,0.17285360746240244
3311,MADAME HYDRA VI,Villain,8,na,5,10.0,0.8
3312,MADAME MASQUE/GIULIE,Villain,203,na,40,780.0,0.2602564102564103
3313,MADAME MASQUE II/,Villain,12,na,7,21.0,0.5714285714285714
3314,MADAME MASQUE III,Villain,41,na,11,55.0,0.7454545454545455
3315,MADAME MASQUE IV,Villain,6,na,4,6.0,1.0
3316,MADAME MASQUE VI,Villain,6,na,4,6.0,1.0
3317,MADAME MASQUE V,Villain,0,na,1,0.0,
3318,MADAME MENACE/SUNSET,Hero,47,na,14,91.0,0.5164835164835165
3319,MADAME QWA,Hero,16,na,7,21.0,0.7619047619047619
3320,MADAME ROSE,Hero,1,na,2,1.0,1.0
3321,MADAME SLAY,Villain,1,na,2,1.0,1.0
3322,MADAME WEB/CASSANDRA,Hero,37,na,11,55.0,0.6727272727272727
3323,MADCAP,Villain,181,na,28,378.0,0.47883597883597884
3324,"MADDEN, CHET",Hero,4,na,4,6.0,0.6666666666666666
3325,"MADDICKS, ARTHUR ART",Hero,563,na,58,1653.0,0.34059286146400486
3326,"MADDICKS, NADINE",Hero,1,na,2,1.0,1.0
3327,"MADDICKS, PROFESSOR",Hero,36,na,10,45.0,0.8
3328,MAD DOG/COLONEL BUZZ,Hero,208,na,47,1081.0,0.19241443108233117
3329,"MADISON, TAYLOR",Hero,20,na,7,21.0,0.9523809523809523
3330,MADMAN/PHIL STERNS,Hero,16,na,7,21.0,0.7619047619047619
3331,"MADSDEN, TREVOR",Hero,0,na,1,0.0,
3332,MAD VIKING/KNUT CAIN,Villain,0,na,1,0.0,
3333,MAELEN,Hero,12,na,6,15.0,0.8
3334,MAELSTROM/MALCOLM ST,Villain,37,na,11,55.0,0.6727272727272727
3335,MAESTRO,Villain,1,na,2,1.0,1.0
3336,MAGDALENE/MARISSA DA,Hero,41,na,12,66.0,0.6212121212121212
3337,MAGGOTT/JAPHETH,Hero,67,na,16,120.0,0.5583333333333333
3338,MAGIC,Hero,14,na,7,21.0,0.6666666666666666
3339,MAGIK/ILLYANA RASPUT,Hero,524,na,67,2211.0,0.2369968340117594
3340,MAGMA/AMARA AQUILLA/,Hero,362,na,52,1326.0,0.2730015082956259
3341,MAGMA II/JONATHAN DA,Hero,2,na,3,3.0,0.6666666666666666
3342,MAGNESIUM,Hero,21,na,7,21.0,1.0
3343,MAGNETO/MAGNUS/ERIC,Villain,1676,na,148,10878.0,0.1540724397867255
3344,MAGNETO | MUTANT X-V,Villain,93,na,22,231.0,0.4025974025974026
3345,MAGNIR,Hero,18,na,8,28.0,0.6428571428571429
3346,MAGNOR,Hero,1,na,2,1.0,1.0
3347,"MAGNUM, MOSES",Villain,4,na,4,6.0,0.6666666666666666
3348,MAGNUS,Hero,19,na,8,28.0,0.6785714285714286
3349,MAGOG,Hero,6,na,4,6.0,1.0
3350,MAGOG II,Hero,32,na,9,36.0,0.8888888888888888
3351,"MAGRUDER, ALLIE",Hero,31,na,10,45.0,0.6888888888888889
3352,MAGUIRE,Hero,57,na,13,78.0,0.7307692307692307
3353,MAGUS,Villain,481,na,48,1128.0,0.42641843971631205
3354,MAGUS II,Villain,14,na,8,28.0,0.5
3355,MAHA YOGI,Hero,3,na,4,6.0,0.5
3356,MAHKIZMO,Hero,12,na,7,21.0,0.5714285714285714
3357,"MAHONEY, GINNY",Hero,1,na,2,1.0,1.0
3358,MAINFRAME/IAN WAJLER,Hero,6,na,4,6.0,1.0
3359,MAINFRAME II,Hero,6,na,4,6.0,1.0
3360,MAINSPRING,Hero,2,na,3,3.0,0.6666666666666666
3361,"MAJCOMB, RENEE",Hero,12,na,6,15.0,0.8
3362,MAJESTON ZELIA,Villain,12,na,6,15.0,0.8
3363,MAJOR DOMO,Villain,61,na,14,91.0,0.6703296703296703
3364,MAJOR LOVE,Hero,1,na,2,1.0,1.0
3365,MAJOR MAPLELEAF/LOUI,Hero,3,na,3,3.0,1.0
3366,MAJOR VICTORY/MAJ. V,Hero,3,na,3,3.0,1.0
3367,"MAJOWSKI, SAM MOTHER",Hero,54,na,12,66.0,0.8181818181818182
3368,MAKKARI/MIKE KHARY/I,Hero,172,na,44,946.0,0.18181818181818182
3369,MAKO,Hero,3,na,3,3.0,1.0
3370,MALACHI,Villain,11,na,6,15.0,0.7333333333333333
3371,MALAN Sometimes spel,Hero,1,na,2,1.0,1.0
3372,MALEKITH/MALCOLM KEI,Villain,24,na,9,36.0,0.6666666666666666
3373,MALEVOLENCE,Hero,28,na,8,28.0,1.0
3374,MALICE II,Villain,0,na,1,0.0,
3375,MALICE III,Villain,132,na,19,171.0,0.7719298245614035
3376,MALICE IV,Villain,148,na,23,253.0,0.5849802371541502
3377,MALICE,Villain,1,na,2,1.0,1.0
3378,MALICE V/NAKIA,Villain,23,na,12,66.0,0.3484848484848485
3379,"MALONE, JULIUS",Hero,1,na,2,1.0,1.0
3380,MALOVICK/,Hero,25,na,8,28.0,0.8928571428571429
3381,"MALPHER, KATHY",Hero,33,na,10,45.0,0.7333333333333333
3382,MALPRACTICE,Hero,3,na,3,3.0,1.0
3383,MALTESE,Hero,13,na,7,21.0,0.6190476190476191
3384,MALTZ,Hero,0,na,1,0.0,
3385,"MALUS, DR. KARL",Villain,84,na,19,171.0,0.49122807017543857
3386,MAM'SELLE HEPZIBAH,Hero,81,na,21,210.0,0.38571428571428573
3387,MANACLE/,Hero,0,na,1,0.0,
3388,MAN-APE/M'BAKU,Villain,227,na,31,465.0,0.4881720430107527
3389,MANAT,Hero,3,na,3,3.0,1.0
3390,MAN-BEAST,Villain,180,na,32,496.0,0.3629032258064516
3391,MANBOT/BERNIE LACHEN,Hero,29,na,12,66.0,0.4393939393939394
3392,MAN-BULL/BULL TAURUS,Hero,13,na,8,28.0,0.4642857142857143
3393,MANDARIN,Villain,562,na,60,1770.0,0.31751412429378534
3394,"MANDARIN, JAMES",Villain,2,na,3,3.0,0.6666666666666666
3395,MANDRILL/HENSLEY FAR,Villain,120,na,20,190.0,0.631578947368421
3396,"MANELLI, DINO",Hero,6,na,4,6.0,1.0
3397,MANGLER/,Hero,36,na,9,36.0,1.0
3398,MANGOG,Villain,34,na,10,45.0,0.7555555555555555
3399,"MANH, COY LEONG XUI",Hero,32,na,10,45.0,0.7111111111111111
3400,"MANH, COY NGA",Hero,32,na,10,45.0,0.7111111111111111
3401,"MANH, COY TRANH",Hero,1,na,2,1.0,1.0
3402,MANIKIN/DR. WHITMAN,Hero,39,na,13,78.0,0.5
3403,MANIPULATOR/,Hero,0,na,1,0.0,
3404,MANIPULATOR II,Hero,15,na,6,15.0,1.0
3405,MANITOU,Hero,55,na,11,55.0,1.0
3406,MAN-KILLER/KATRINA L,Hero,314,na,36,630.0,0.4984126984126984
3407,MAN-MOUNTAIN MARKO,Hero,10,na,5,10.0,1.0
3408,"MANN, DR. J. VERNON",Hero,15,na,6,15.0,1.0
3409,"MANNING, DR.",Hero,1,na,2,1.0,1.0
3410,"MANNING, ERIKA",Hero,0,na,1,0.0,
3411,"MANNING, JANICE",Hero,1,na,2,1.0,1.0
3412,MAN-OF-WAR,Hero,1,na,2,1.0,1.0
3413,"MANOLIS, LT. NICK",Hero,43,na,12,66.0,0.6515151515151515
3414,MANSLAUGHTER,Hero,4,na,4,6.0,0.6666666666666666
3415,MAN-SPIDER CLONE | M,Villain,3,na,3,3.0,1.0
3416,MAN-SPIDER | MUTANT,Villain,72,na,15,105.0,0.6857142857142857
3417,MANTA,Hero,11,na,6,15.0,0.7333333333333333
3418,MANT/ERNEST,Hero,0,na,1,0.0,
3419,MAN-THING/THEODORE T,Hero,191,na,39,741.0,0.25775978407557354
3420,MANTIS/? BRANDT,Villain,188,na,35,595.0,0.31596638655462184
3421,MANTIS (SPACE PHANTO,Villain,6,na,4,6.0,1.0
3422,"MANTLO, BILL",Hero,0,na,1,0.0,
3423,"MANTONE, JORGE",Hero,0,na,1,0.0,
3424,MANX,Hero,1,na,2,1.0,1.0
3425,MARAUDER II,Hero,0,na,1,0.0,
3426,MARAUDER,Hero,6,na,5,10.0,0.6
3427,MARAUD,Hero,0,na,1,0.0,
3428,"MARCEAUX, BELIZE",Hero,18,na,7,21.0,0.8571428571428571
3429,"MARCEAUX, THEOREN",Hero,26,na,9,36.0,0.7222222222222222
3430,MARCHALLA II,Hero,0,na,1,0.0,
3431,MARCHALLA,Hero,0,na,1,0.0,
3432,MARGOYLE,Hero,34,na,9,36.0,0.9444444444444444
3433,MARIK,Hero,1,na,2,1.0,1.0
3434,MARILLA [INHUMAN],Hero,10,na,6,15.0,0.6666666666666666
3435,"MARIN, DR.",Hero,10,na,5,10.0,1.0
3436,MARIONETTE/MARI,Hero,4,na,4,6.0,0.6666666666666666
3437,MARISSA (OF GENE-TEC,Hero,0,na,1,0.0,
3438,MARISTA,Hero,10,na,5,10.0,1.0
3439,MARITA,Hero,9,na,6,15.0,0.6
3440,MARKED MAN,Hero,1,na,2,1.0,1.0
3441,"MARKO, KURT",Hero,60,na,13,78.0,0.7692307692307693
3442,"MARKS, DR. SHIELA",Hero,0,na,1,0.0,
3443,"MARLES, DR. THOMAS",Hero,21,na,7,21.0,1.0
3444,"MARLEY, MITCH MADMAN",Hero,0,na,1,0.0,
3445,"MARLOPOLIS, EDGAR",Hero,0,na,1,0.0,
3446,"MARLOWE, STEVE JR.",Hero,1,na,2,1.0,1.0
3447,"MARLOWE, STEVE",Hero,1,na,2,1.0,1.0
3448,"MARRERO, ED",Hero,85,na,15,105.0,0.8095238095238095
3449,MARRINA/MARRINA SMAL,Hero,44,na,19,171.0,0.2573099415204678
3450,MARROW/SARAH,Villain,340,na,51,1275.0,0.26666666666666666
3451,"MARRS, DESMOND",Hero,13,na,9,36.0,0.3611111111111111
3452,"MARRS(-PAYNE), PHOEB",Hero,42,na,16,120.0,0.35
3453,"MARSHALL, GRANT",Hero,1,na,2,1.0,1.0
3454,"MARTELL, SHIELD AGEN",Hero,1,na,2,1.0,1.0
3455,MARTHA,Hero,24,na,8,28.0,0.8571428571428571
3456,"MARTIN, ASHLEY",Hero,47,na,13,78.0,0.6025641025641025
3457,"MARTINELLI, VINCENT",Hero,51,na,16,120.0,0.425
3458,MARTINEX,Hero,3,na,3,3.0,1.0
3459,"MARTINEZ, AKASHA",Villain,1,na,2,1.0,1.0
3460,"MARTINEZ, ALITHA",Hero,15,na,6,15.0,1.0
3461,"MARTINEZ, CARMELLO",Hero,3,na,3,3.0,1.0
3462,"MARTINEZ, ISADORA",Hero,68,na,14,91.0,0.7472527472527473
3463,"MARTINEZ, LINETTE",Hero,13,na,6,15.0,0.8666666666666667
3464,"MARTINEZ, MR.",Hero,3,na,3,3.0,1.0
3465,"MARTINEZ, MRS.",Hero,3,na,3,3.0,1.0
3466,MARTINS,Hero,0,na,1,0.0,
3467,"MARTIN, TERI",Hero,40,na,12,66.0,0.6060606060606061
3468,"MARTS, MR.",Hero,21,na,7,21.0,1.0
3469,MARVEL BOY III/ROBER,Hero,1,na,2,1.0,1.0
3470,MARVEL BOY II/MARTIN,Hero,0,na,1,0.0,
3471,MARVEL BOY/MARTIN BU,Hero,1,na,2,1.0,1.0
3472,MARVEL BOY VII/DAVID,Hero,0,na,1,0.0,
3473,MARVEL BOY VIII/NOH-,Hero,0,na,1,0.0,
3474,MARVEL BOY VI,Hero,27,na,9,36.0,0.75
3475,MARVEL GIRL DOPPELGA,Hero,123,na,17,136.0,0.9044117647058824
3476,MARVEL GIRL II/VALER,Hero,16,na,10,45.0,0.35555555555555557
3477,MARVEL GIRL/JEAN GRE,Hero,2822,na,237,27966.0,0.10090824572695416
3478,MARVEL WOMAN | MUTAN,Hero,65,na,16,120.0,0.5416666666666666
3479,MARX,Hero,17,na,9,36.0,0.4722222222222222
3480,"MARX, DR.",Hero,3,na,3,3.0,1.0
3481,MASKED MARAUDER/FRAN,Villain,7,na,5,10.0,0.7
3482,"MASON, JOHN",Hero,1,na,2,1.0,1.0
3483,"MASON, LOUISE",Hero,82,na,30,435.0,0.18850574712643678
3484,"MASON, WANDA",Hero,27,na,11,55.0,0.4909090909090909
3485,MASQUE,Hero,279,na,36,630.0,0.44285714285714284
3486,MASTERBLASTER/,Hero,0,na,1,0.0,
3487,MASTER ELO,Hero,1,na,2,1.0,1.0
3488,MASTER/ESHU,Hero,190,na,37,666.0,0.2852852852852853
3489,MASTER FOUR,Hero,1,na,2,1.0,1.0
3490,MASTER KHAN/TYRONE K,Villain,12,na,9,36.0,0.3333333333333333
3491,MASTER LINK/WILLIS H,Hero,3,na,3,3.0,1.0
3492,MASTER MAN II/ALEXAN,Villain,1,na,2,1.0,1.0
3493,MASTER MAN/WILHELM L,Villain,9,na,7,21.0,0.42857142857142855
3494,MASTER MENACE/DR. EM,Hero,5,na,4,6.0,0.8333333333333334
3495,MASTERMIND II/BOWERS,Villain,0,na,1,0.0,
3496,MASTERMIND III,Villain,8,na,5,10.0,0.8
3497,MASTERMIND IV/MARTIN,Villain,10,na,5,10.0,1.0
3498,MASTERMIND/JASON WYN,Villain,178,na,30,435.0,0.4091954022988506
3499,MASTERMIND V,Villain,3,na,3,3.0,1.0
3500,MASTER MOLD,Villain,33,na,10,45.0,0.7333333333333333
3501,MASTER MOLD II,Villain,209,na,39,741.0,0.28205128205128205
3502,MASTER MOLD III,Villain,3,na,3,3.0,1.0
3503,MASTER MONARCH/,Hero,6,na,4,6.0,1.0
3504,MASTER OF VENGEANCE,Hero,0,na,1,0.0,
3505,MASTER OM,Hero,0,na,1,0.0,
3506,MASTER ORDER,Villain,111,na,21,210.0,0.5285714285714286
3507,MASTER PANDEMONIUM/M,Villain,9,na,6,15.0,0.6
3508,MASTER PROGRAMMER,Hero,13,na,6,15.0,0.8666666666666667
3509,"MASTERS, ALICIA REIS",Hero,1129,na,108,5778.0,0.1953963309103496
3510,"MASTERS, DR. AUGUST",Hero,15,na,6,15.0,1.0
3511,"MASTERSON, KEVIN",Hero,146,na,24,276.0,0.5289855072463768
3512,MASTER TWELVE,Hero,1,na,2,1.0,1.0
3513,MASTER ZEI,Hero,14,na,6,15.0,0.9333333333333333
3514,MASTIFF,Hero,0,na,1,0.0,
3515,"MASTIFF, MINNIE",Hero,0,na,1,0.0,
3516,MASTON-DAR,Hero,6,na,4,6.0,1.0
3517,MATADOR/MANUEL ELOGA,Villain,19,na,8,28.0,0.6785714285714286
3518,MATHEMANIC/THOMAS SO,Hero,4,na,4,6.0,0.6666666666666666
3519,MAULER/BRENDAN DOYLE,Hero,2,na,3,3.0,0.6666666666666666
3520,MAUVIUS,Hero,1,na,2,1.0,1.0
3521,MAVERICK/CHRISTOPHER,Hero,34,na,9,36.0,0.9444444444444444
3522,MAX II,Hero,1,na,2,1.0,1.0
3523,"MAXIMOFF, DJANGO",Hero,12,na,7,21.0,0.5714285714285714
3524,MAXIMUS [INHUMAN],Villain,230,na,35,595.0,0.3865546218487395
3525,MAX,Hero,0,na,1,0.0,
3526,MAXOV,Hero,11,na,6,15.0,0.7333333333333333
3527,"MAXWELL, DR. WILFRED",Hero,18,na,9,36.0,0.5
3528,"MAXWELL, MORRIS",Hero,6,na,4,6.0,1.0
3529,MAXXAM,Hero,1,na,2,1.0,1.0
3530,"MAYE, APRIL",Hero,44,na,11,55.0,0.8
3531,MAYHEM/DET. BRIGID O,Villain,32,na,12,66.0,0.48484848484848486
3532,"MCBRIDE, BEATRICE",Hero,6,na,4,6.0,1.0
3533,"MCBRIDE, MARTHA",Hero,10,na,5,10.0,1.0
3534,"MCCABE, LINDSAY",Hero,81,na,20,190.0,0.4263157894736842
3535,"MCCABE, NINA",Hero,5,na,4,6.0,0.8333333333333334
3536,"MCCALL, MEREDITH | T",Hero,10,na,5,10.0,1.0
3537,"MCCAMBRIDGE, MEGAN",Hero,0,na,1,0.0,
3538,"MCCORMICK, BARRY",Hero,3,na,3,3.0,1.0
3539,"MCCORMICK, FIONA",Hero,1,na,2,1.0,1.0
3540,"MCCOURT, ALLISON",Hero,4,na,4,6.0,0.6666666666666666
3541,"MCCOY, EDNA ANDREWS",Hero,49,na,13,78.0,0.6282051282051282
3542,"MCCOY, NORTON",Hero,37,na,10,45.0,0.8222222222222222
3543,"MCCULLOUGH, DR. ANDR",Hero,1,na,2,1.0,1.0
3544,"MCDONNELL, OSCAR",Hero,15,na,6,15.0,1.0
3545,"MCDOWELL, SCOTTY",Hero,3,na,4,6.0,0.5
3546,"MCELROY, JAMES",Hero,3,na,3,3.0,1.0
3547,"MCGIVENEY, BULL",Hero,0,na,1,0.0,
3548,"MCGRILL, MARY",Hero,3,na,3,3.0,1.0
3549,"MCHELE, JEREMY",Hero,0,na,1,0.0,
3550,"MCKEEVER, TINY",Hero,24,na,8,28.0,0.8571428571428571
3551,"MCKENNA-DRAKE, MARLE",Hero,3,na,3,3.0,1.0
3552,"MCKENZIE, LEONARD",Hero,1,na,2,1.0,1.0
3553,"MCKENZIE, LEON",Hero,3,na,3,3.0,1.0
3554,"MCKENZIE, LYDIA",Hero,15,na,6,15.0,1.0
3555,"MCKENZIE, SCARLETT",Hero,3,na,3,3.0,1.0
3556,"MCKNIGHT, BOB",Hero,0,na,1,0.0,
3557,"MCLAREN, MEGAN",Hero,104,na,20,190.0,0.5473684210526316
3558,MCLEISH,Hero,0,na,1,0.0,
3559,"MCMURRAY, YVONNE",Hero,0,na,1,0.0,
3560,"MCNAIR, TAD",Hero,1,na,2,1.0,1.0
3561,"MCPHAIL, NATALIE",Hero,3,na,3,3.0,1.0
3562,"MCPHEE, LOUIE",Hero,3,na,3,3.0,1.0
3563,"MCPHERSON, LING",Hero,47,na,12,66.0,0.7121212121212122
3564,"MCSHANE, PATRICK",Hero,0,na,1,0.0,
3565,M'DAKA,Hero,120,na,19,171.0,0.7017543859649122
3566,"MEACHUM, HAROLD",Villain,1,na,2,1.0,1.0
3567,"MEACHUM, JOY",Hero,19,na,12,66.0,0.2878787878787879
3568,"MEACHUM, WARD",Hero,14,na,9,36.0,0.3888888888888889
3569,"MEAGHER, TYLER",Hero,3,na,3,3.0,1.0
3570,MEANY,Hero,67,na,16,120.0,0.5583333333333333
3571,MEATMARKET,Hero,3,na,3,3.0,1.0
3572,MECHADOOM,Hero,6,na,4,6.0,1.0
3573,MECHAMAGE/,Hero,22,na,8,28.0,0.7857142857142857
3574,MEDEA,Hero,46,na,11,55.0,0.8363636363636363
3575,"MEDINA, ANALISA MARI",Hero,8,na,6,15.0,0.5333333333333333
3576,MEDUSA II,Villain,3,na,3,3.0,1.0
3577,MEDUSA/MEDUSALITH AM,Villain,815,na,83,3403.0,0.239494563620335
3578,MEDUSA | MUTANT X-VE,Villain,36,na,9,36.0,1.0
3579,MEEK,Hero,25,na,8,28.0,0.8928571428571429
3580,"MEER, MAX",Hero,0,na,1,0.0,
3581,MEGA MAX/,Hero,1,na,2,1.0,1.0
3582,MEGATAK,Villain,2,na,3,3.0,0.6666666666666666
3583,MEGGAN 2013,Hero,1,na,2,1.0,1.0
3584,MEGGAN,Hero,318,na,59,1711.0,0.1858562244301578
3585,"MELLACE, LUCY SANTIN",Hero,1,na,2,1.0,1.0
3586,"MELLACE, TONY",Hero,0,na,1,0.0,
3587,MELLENCAMP,Hero,95,na,16,120.0,0.7916666666666666
3588,MELONIE,Hero,0,na,1,0.0,
3589,MELTER/BRUNO HORGAN,Villain,639,na,62,1891.0,0.3379164463246959
3590,MELTER II/BRUNO HORG,Villain,15,na,6,15.0,1.0
3591,"MELTON, LORRIE",Hero,1,na,2,1.0,1.0
3592,MEMBRAIN/,Hero,6,na,4,6.0,1.0
3593,MEME,Hero,1,na,2,1.0,1.0
3594,"MENDELSON, DR. MACK",Hero,0,na,1,0.0,
3595,MENDICUS,Hero,15,na,6,15.0,1.0
3596,"MENDOSA, EMILIO",Hero,3,na,3,3.0,1.0
3597,"MENGOCHAUZERAUS, GRI",Hero,6,na,4,6.0,1.0
3598,"MENGOCHAUZERAUS, STA",Hero,6,na,4,6.0,1.0
3599,"MENKEN, DONALD L.",Villain,5,na,4,6.0,0.8333333333333334
3600,"MENNINGER, CLARA",Hero,22,na,10,45.0,0.4888888888888889
3601,MENTALLO,Villain,288,na,39,741.0,0.38866396761133604
3602,MENTOR/ALARS [ETERNA,Hero,209,na,33,528.0,0.3958333333333333
3603,MENTOR II,Hero,42,na,12,66.0,0.6363636363636364
3604,MENTUS,Hero,0,na,1,0.0,
3605,MEPHISITOID,Hero,1,na,2,1.0,1.0
3606,MEPHISTA,Villain,15,na,6,15.0,1.0
3607,MEPHISTO,Villain,766,na,79,3081.0,0.24862057773450177
3608,"MERCADO, JOY",Hero,362,na,43,903.0,0.4008859357696567
3609,MERCURY,Villain,1,na,2,1.0,1.0
3610,MERCURY III/,Villain,6,na,4,6.0,1.0
3611,MERCURY II,Villain,15,na,6,15.0,1.0
3612,MERCY,Villain,2,na,3,3.0,0.6666666666666666
3613,"MERENGUES, SMOOTH MA",Hero,1,na,2,1.0,1.0
3614,"MERIDIAN, DR. ROBERT",Hero,0,na,1,0.0,
3615,MERLIN,Hero,13,na,8,28.0,0.4642857142857143
3616,MERLYN,Hero,3,na,3,3.0,1.0
3617,MERREE,Hero,0,na,1,0.0,
3618,MERRIAN,Hero,3,na,3,3.0,1.0
3619,"MERRYWEATHER, IRENE",Hero,106,na,28,378.0,0.2804232804232804
3620,MESMERO,Villain,42,na,14,91.0,0.46153846153846156
3621,"MESSENGER, TOBIAS",Hero,2,na,3,3.0,0.6666666666666666
3622,METABO,Hero,1,na,2,1.0,1.0
3623,METALSLASH/,Hero,1,na,2,1.0,1.0
3624,METEORITE,Hero,73,na,17,136.0,0.5367647058823529
3625,METEORITE III/VALERI,Hero,59,na,12,66.0,0.8939393939393939
3626,METOXO,Hero,0,na,1,0.0,
3627,MEXXA RIEN,Hero,0,na,1,0.0,
3628,M,Hero,89,na,25,300.0,0.2966666666666667
3629,MIBA,Hero,0,na,1,0.0,
3630,"MICAWBER, TRISTRAM",Hero,6,na,4,6.0,1.0
3631,"MICHAELS, DAWN",Hero,0,na,1,0.0,
3632,MICHELLE,Hero,0,na,1,0.0,
3633,"MICHEL, RAFE",Hero,5,na,4,6.0,0.8333333333333334
3634,"MICO, RODOLFO",Hero,1,na,2,1.0,1.0
3635,MICROCHIP/LINUS LIEB,Hero,110,na,26,325.0,0.3384615384615385
3636,MICROMAX/SCOTT WRIGH,Hero,3,na,3,3.0,1.0
3637,MIDAS,Hero,30,na,9,36.0,0.8333333333333334
3638,MIDGARD SERPENT,Hero,6,na,4,6.0,1.0
3639,MIDGET,Hero,6,na,4,6.0,1.0
3640,MIDNIGHT III/JEFFREY,Hero,21,na,10,45.0,0.4666666666666667
3641,MIDNIGHT/M'NAI,Hero,13,na,7,21.0,0.6190476190476191
3642,MIDNIGHT'S FIRE/,Villain,11,na,6,15.0,0.7333333333333333
3643,MIDWIFE,Hero,0,na,1,0.0,
3644,MIESHO,Hero,3,na,3,3.0,1.0
3645,"MIFUNE, DR.",Hero,3,na,3,3.0,1.0
3646,MIKHLO,Hero,480,na,48,1128.0,0.425531914893617
3647,MILAN,Villain,51,na,12,66.0,0.7727272727272727
3648,MILLENIUS,Hero,0,na,1,0.0,
3649,MILLENNIUM MONARCH,Hero,6,na,4,6.0,1.0
3650,"MILLER, CHRIS",Hero,13,na,6,15.0,0.8666666666666667
3651,"MILLER, FRANK",Hero,15,na,6,15.0,1.0
3652,"MILLER, JENETTE",Hero,0,na,1,0.0,
3653,"MILLER, STACI MURPHY",Hero,10,na,5,10.0,1.0
3654,"MILLER, TRACE",Hero,2,na,3,3.0,0.6666666666666666
3655,MIMIC/CALVIN RANKIN,Hero,69,na,16,120.0,0.575
3656,MINDBLAST,Villain,340,na,31,465.0,0.7311827956989247
3657,MINDMELD/,Hero,6,na,4,6.0,1.0
3658,MIND'S EYE/MEACHAM,Hero,1,na,2,1.0,1.0
3659,MINDSINGER/GREGOR,Hero,3,na,3,3.0,1.0
3660,MINDSTORM/,Hero,1,na,2,1.0,1.0
3661,MINDWAVE,Hero,154,na,19,171.0,0.9005847953216374
3662,MINDWORM/WILLIAM TUR,Hero,0,na,1,0.0,
3663,MINERVA [KREE],Villain,33,na,13,78.0,0.4230769230769231
3664,MINI MAX/,Hero,1,na,2,1.0,1.0
3665,MINISTER BLOOD,Hero,21,na,7,21.0,1.0
3666,MINISTER TOME,Hero,6,na,4,6.0,1.0
3667,MINOR DOMO,Hero,10,na,5,10.0,1.0
3668,MINOTAUR,Hero,10,na,5,10.0,1.0
3669,MINOTAUR II,Hero,3,na,3,3.0,1.0
3670,MINOTAUR III,Hero,6,na,4,6.0,1.0
3671,MINOTAURUS,Hero,0,na,1,0.0,
3672,MINSTER HOARD,Hero,6,na,4,6.0,1.0
3673,MINT JULEP,Hero,1,na,2,1.0,1.0
3674,MINXI [INHUMAN],Hero,10,na,5,10.0,1.0
3675,MIRACLE MAN,Villain,165,na,20,190.0,0.868421052631579
3676,MIRAGE,Hero,262,na,30,435.0,0.6022988505747127
3677,MIRAGE II/DANIELLE M,Hero,820,na,89,3916.0,0.2093973442288049
3678,MIRAGE III/MARGE,Hero,0,na,1,0.0,
3679,MISFIT/,Villain,15,na,6,15.0,1.0
3680,MISS AMERICA/MADELIN,Hero,22,na,10,45.0,0.4888888888888889
3681,MISSING LINK,Hero,3,na,3,3.0,1.0
3682,MISSING LINK II/RAY,Hero,3,na,3,3.0,1.0
3683,MISS ITCH/BLISS,Hero,1,na,2,1.0,1.0
3684,MISS LOCKE,Hero,62,na,16,120.0,0.5166666666666667
3685,MISS MASS/,Hero,28,na,8,28.0,1.0
3686,MISS SACCHARINE,Hero,1,na,2,1.0,1.0
3687,MISS THING/MARY,Hero,0,na,1,0.0,
3688,MISTER CLEAN,Villain,0,na,1,0.0,
3689,MISTER HYDE/CALVIN Z,Villain,673,na,67,2211.0,0.3043871551334238
3690,MIST MISTRESS,Hero,36,na,9,36.0,1.0
3691,MIST,Hero,6,na,4,6.0,1.0
3692,MISTY/VINCENTE,Hero,1,na,2,1.0,1.0
3693,"MITCHELL, ROBERT",Hero,1,na,2,1.0,1.0
3694,M'KAMBA,Hero,3,na,3,3.0,1.0
3695,M'KUMBA,Hero,3,na,3,3.0,1.0
3696,MO,Hero,1,na,2,1.0,1.0
3697,"MOBIUS, DR.",Hero,10,na,5,10.0,1.0
3698,MOBIUS,Hero,1,na,2,1.0,1.0
3699,MOCKINGBIRD/DR. BARB,Hero,1299,na,134,8911.0,0.1457748849736281
3700,MODAM,Villain,287,na,31,465.0,0.6172043010752688
3701,MODEM/,Hero,1,na,2,1.0,1.0
