hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
MADAME MASQUE IV,Villain,116047,na,2706,3659865,0.031708
MADAME MASQUE VI,Villain,121075,na,2803,3927003,0.0308314
MADAME MASQUE V,Villain,84291,na,1746,1523385,0.055331384
MADAME MENACE/SUNSET,Hero,140967,na,3798,7210503,0.019550231
MADAME QWA,Hero,82943,na,1920,1842240,0.045022907
MADAME ROSE,Hero,23284,na,514,131841,0.17660667
MADAME SLAY,Villain,84668,na,1782,1586871,0.053355314
MADAME WEB/CASSANDRA,Hero,98104,na,2305,2655360,0.03694565
MADCAP,Villain,140913,na,3931,7724415,0.018242547
"MADDEN, CHET",Hero,109192,na,2508,3143778,0.034732732
"MADDICKS, ARTHUR ART",Hero,161222,na,5213,13585078,0.01186758
"MADDICKS, NADINE",Hero,58320,na,1113,618828,0.094242665
"MADDICKS, PROFESSOR",Hero,118756,na,2788,3885078,0.030567211
MAD DOG/COLONEL BUZZ,Hero,162051,na,5496,15100260,0.01073167
"MADISON, TAYLOR",Hero,119938,na,2801,3921400,0.030585505
MADMAN/PHIL STERNS,Hero,72322,na,1485,1101870,0.065635692
"MADSDEN, TREVOR",Hero,46581,na,929,431056,0.108062526
MAD VIKING/KNUT CAIN,Villain,91144,na,1876,1758750,0.05182317
MAELEN,Hero,142115,na,4129,8522256,0.016675749
MAELSTROM/MALCOLM ST,Villain,146061,na,4308,9277278,0.01574395
MAESTRO,Villain,65527,na,1293,835278,0.078449331
MAGDALENE/MARISSA DA,Hero,154951,na,4911,12056505,0.012852066
MAGGOTT/JAPHETH,Hero,150106,na,4560,10394520,0.014440878
MAGIC,Hero,141324,na,3945,7779540,0.018166113
MAGIK/ILLYANA RASPUT,Hero,167472,na,5801,16822900,0.009955002
MAGMA/AMARA AQUILLA/,Hero,164758,na,5621,15795010,0.010431016
MAGMA II/JONATHAN DA,Hero,116144,na,2946,4337985,0.026773721
MAGNESIUM,Hero,38374,na,762,289941,0.132351065
MAGNETO/MAGNUS/ERIC,Villain,169388,na,6061,18364830,0.009223499
MAGNETO | MUTANT X-V,Villain,48341,na,908,411778,0.117395781
MAGNIR,Hero,100119,na,2064,2129016,0.04702595
MAGNOR,Hero,852,na,74,2701,0.315438726
"MAGNUM, MOSES",Villain,155255,na,4723,11151003,0.013922963
MAGNUS,Hero,138847,na,3777,7130976,0.019470967
MAGOG,Hero,83810,na,1746,1523385,0.05501564
MAGOG II,Hero,121289,na,3131,4900015,0.024752781
"MAGRUDER, ALLIE",Hero,158755,na,5185,13439520,0.01181255
MAGUIRE,Hero,92739,na,2215,2452005,0.037821701
MAGUS,Villain,165626,na,5638,15890703,0.010422824
MAGUS II,Villain,145059,na,4110,8443995,0.017178954
MAHA YOGI,Hero,126057,na,3101,4806550,0.026226087
MAHKIZMO,Hero,101300,na,2162,2336041,0.043363965
"MAHONEY, GINNY",Hero,37426,na,864,372816,0.100387322
MAINFRAME/IAN WAJLER,Hero,55892,na,1178,693253,0.080622803
MAINFRAME II,Hero,140757,na,3877,7513626,0.018733565
MAINSPRING,Hero,119835,na,2953,4358628,0.027493743
"MAJCOMB, RENEE",Hero,111401,na,2631,3459765,0.032199008
MAJESTON ZELIA,Villain,131192,na,3455,5966785,0.02198705
MAJOR DOMO,Villain,144008,na,4131,8530515,0.016881513
MAJOR LOVE,Hero,85856,na,1986,1971105,0.043557294
MAJOR MAPLELEAF/LOUI,Hero,42731,na,744,276396,0.154600645
MAJOR VICTORY/MAJ. V,Hero,123360,na,2937,4311516,0.028611746
"MAJOWSKI, SAM MOTHER",Hero,139403,na,3800,7218100,0.019312977
MAKKARI/MIKE KHARY/I,Hero,161583,na,5307,14079471,0.011476497
MAKO,Hero,112485,na,2742,3757911,0.029932854
MALACHI,Villain,125216,na,3120,4865640,0.025734744
MALAN Sometimes spel,Hero,47006,na,1069,570846,0.08234445
MALEKITH/MALCOLM KEI,Villain,135131,na,3529,6225156,0.021707247
MALEVOLENCE,Hero,62577,na,1221,744810,0.0840174
MALICE II,Villain,18513,na,521,135460,0.136667651
MALICE III,Villain,153476,na,4669,10897446,0.014083667
MALICE IV,Villain,112562,na,2706,3659865,0.030755779
MALICE,Villain,39224,na,728,264628,0.148223166
MALICE V/NAKIA,Villain,152036,na,4594,10550121,0.01441083
"MALONE, JULIUS",Hero,20201,na,467,108811,0.185652186
MALOVICK/,Hero,38518,na,767,293761,0.131120196
"MALPHER, KATHY",Hero,112757,na,2973,4417878,0.025522887
MALPRACTICE,Hero,6455,na,273,37128,0.173858005
MALTESE,Hero,106063,na,2743,3760653,0.028203347
MALTZ,Hero,5644,na,176,15400,0.366493506
"MALUS, DR. KARL",Villain,131967,na,3554,6313681,0.020901753
MAM'SELLE HEPZIBAH,Hero,157799,na,4920,12100740,0.013040442
MANACLE/,Hero,91393,na,1885,1775670,0.051469586
MAN-APE/M'BAKU,Villain,146197,na,4112,8452216,0.017296884
MANAT,Hero,76769,na,1489,1107816,0.069297609
MAN-BEAST,Villain,152079,na,4613,10637578,0.014296393
MANBOT/BERNIE LACHEN,Hero,109553,na,2610,3404745,0.032176565
MAN-BULL/BULL TAURUS,Hero,107131,na,2628,3451878,0.03103557
MANDARIN,Villain,162834,na,5493,15083778,0.010795306
"MANDARIN, JAMES",Villain,79398,na,1650,1360425,0.058362644
MANDRILL/HENSLEY FAR,Villain,140748,na,3901,7606950,0.018502554
"MANELLI, DINO",Hero,145853,na,4277,9144226,0.015950284
MANGLER/,Hero,108164,na,2366,2797795,0.038660445
MANGOG,Villain,92348,na,1797,1613706,0.057227277
"MANH, COY LEONG XUI",Hero,138825,na,3886,7548555,0.018390937
"MANH, COY NGA",Hero,138825,na,3886,7548555,0.018390937
"MANH, COY TRANH",Hero,133451,na,3561,6338580,0.021053769
MANIKIN/DR. WHITMAN,Hero,152648,na,4578,10476753,0.014570163
MANIPULATOR/,Hero,135390,na,3615,6532305,0.020726221
MANIPULATOR II,Hero,126510,na,3175,5038725,0.025107542
MANITOU,Hero,152467,na,4687,10981641,0.013883808
MAN-KILLER/KATRINA L,Hero,154437,na,4749,11274126,0.013698357
MAN-MOUNTAIN MARKO,Hero,134246,na,3563,6345703,0.021155418
"MANN, DR. J. VERNON",Hero,131360,na,3349,5606226,0.023431093
"MANNING, DR.",Hero,105698,na,2347,2753031,0.03839332
"MANNING, ERIKA",Hero,56271,na,1141,650370,0.086521519
"MANNING, JANICE",Hero,448,na,49,1176,0.380952381
MAN-OF-WAR,Hero,62863,na,1234,760761,0.082631733
"MANOLIS, LT. NICK",Hero,127819,na,3365,5659930,0.022583141
MANSLAUGHTER,Hero,119158,na,2866,4105545,0.029023674
MAN-SPIDER CLONE | M,Villain,41081,na,785,307720,0.133501235
MAN-SPIDER | MUTANT,Villain,41081,na,785,307720,0.133501235
MANTA,Hero,136887,na,3683,6780403,0.020188623
MANT/ERNEST,Hero,21,na,7,21,1
MAN-THING/THEODORE T,Hero,165982,na,5764,16608966,0.009993518
MANTIS/? BRANDT,Villain,157361,na,5119,13099521,0.012012729
MANTIS (SPACE PHANTO,Villain,124033,na,3072,4717056,0.026294579
"MANTLO, BILL",Hero,4638,na,192,18336,0.252945026
"MANTONE, JORGE",Hero,19182,na,493,121278,0.158165537
MANX,Hero,18048,na,453,102378,0.176287874
MARAUDER II,Hero,35775,na,688,236328,0.151378592
MARAUDER,Hero,115180,na,2946,4337985,0.026551498
MARAUD,Hero,8870,na,278,38503,0.230371659
"MARCEAUX, BELIZE",Hero,72622,na,1377,947376,0.076655942
"MARCEAUX, THEOREN",Hero,88811,na,1798,1615503,0.054974209
MARCHALLA II,Hero,8591,na,259,33411,0.257130885
MARCHALLA,Hero,8591,na,259,33411,0.257130885
MARGOYLE,Hero,122686,na,2960,4379320,0.028014852
MARIK,Hero,75479,na,1448,1047628,0.072047521
MARILLA [INHUMAN],Hero,139683,na,3718,6909903,0.0202149
"MARIN, DR.",Hero,104480,na,2351,2762425,0.037821841
MARIONETTE/MARI,Hero,89564,na,1935,1871145,0.047865879
MARISSA (OF GENE-TEC,Hero,53270,na,1034,534061,0.09974516
MARISTA,Hero,47591,na,897,401856,0.118427994
MARITA,Hero,101074,na,2364,2793066,0.036187473
MARKED MAN,Hero,11681,na,294,43071,0.271203362
"MARKO, KURT",Hero,112429,na,2662,3541791,0.031743544
"MARKS, DR. SHIELA",Hero,57183,na,1078,580503,0.098505951
"MARLES, DR. THOMAS",Hero,109820,na,2714,3681541,0.0298299
"MARLEY, MITCH MADMAN",Hero,24517,na,571,162735,0.150655974
"MARLOPOLIS, EDGAR",Hero,27317,na,528,139128,0.196344374
"MARLOWE, STEVE JR.",Hero,23473,na,762,289941,0.08095785
"MARLOWE, STEVE",Hero,23473,na,762,289941,0.08095785
"MARRERO, ED",Hero,129411,na,3312,5483016,0.023602156
MARRINA/MARRINA SMAL,Hero,159456,na,5115,13079055,0.012191707
MARROW/SARAH,Villain,165679,na,5638,15890703,0.010426159
"MARRS, DESMOND",Hero,136756,na,3893,7575778,0.018051743
"MARRS(-PAYNE), PHOEB",Hero,150438,na,4588,10522578,0.014296687
"MARSHALL, GRANT",Hero,57876,na,1112,617716,0.093693542
"MARTELL, SHIELD AGEN",Hero,94159,na,2138,2284453,0.041217307
MARTHA,Hero,135970,na,3610,6514245,0.020872718
"MARTIN, ASHLEY",Hero,133063,na,3411,5815755,0.022879746
"MARTINELLI, VINCENT",Hero,139814,na,4102,8411151,0.016622457
MARTINEX,Hero,123360,na,2937,4311516,0.028611746
"MARTINEZ, AKASHA",Villain,81336,na,1840,1691880,0.048074332
"MARTINEZ, ALITHA",Hero,133338,na,3730,6954585,0.019172675
"MARTINEZ, CARMELLO",Hero,109719,na,2442,2980461,0.036812762
"MARTINEZ, ISADORA",Hero,109488,na,2459,3022111,0.03622898
"MARTINEZ, LINETTE",Hero,45670,na,1118,624403,0.073141865
"MARTINEZ, MR.",Hero,81336,na,1840,1691880,0.048074332
"MARTINEZ, MRS.",Hero,81327,na,1839,1690041,0.048121318
MARTINS,Hero,22750,na,453,102378,0.22221571
"MARTIN, TERI",Hero,132545,na,3389,5740966,0.023087578
"MARTS, MR.",Hero,103773,na,2483,3081403,0.033677192
MARVEL BOY III/ROBER,Hero,122630,na,3033,4598028,0.026670129
MARVEL BOY II/MARTIN,Hero,0,na,1,0,
MARVEL BOY/MARTIN BU,Hero,2170,na,103,5253,0.413097278
MARVEL BOY VII/DAVID,Hero,31855,na,636,201930,0.157752687
MARVEL BOY VIII/NOH-,Hero,23,na,10,45,0.511111111
MARVEL BOY VI,Hero,142151,na,3982,7926171,0.017934385
MARVEL GIRL DOPPELGA,Hero,155522,na,4879,11899881,0.013069206
MARVEL GIRL II/VALER,Hero,145380,na,4124,8501626,0.017100258
MARVEL GIRL/JEAN GRE,Hero,170537,na,6236,19440730,0.00877215
MARVEL WOMAN | MUTAN,Hero,41081,na,785,307720,0.133501235
MARX,Hero,153200,na,4703,11056753,0.013855786
"MARX, DR.",Hero,81259,na,1603,1284003,0.063285678
MASKED MARAUDER/FRAN,Villain,110855,na,2790,3890655,0.028492632
"MASON, JOHN",Hero,96185,na,1973,1945378,0.049442833
"MASON, LOUISE",Hero,151437,na,4590,10531755,0.014379085
"MASON, WANDA",Hero,142140,na,4034,8134561,0.017473592
MASQUE,Hero,125880,na,3259,5308911,0.023711077
MASTERBLASTER/,Hero,106218,na,2432,2956096,0.035931851
MASTER ELO,Hero,75254,na,1463,1069453,0.070366814
MASTER/ESHU,Hero,158996,na,5148,13248378,0.012001167
MASTER FOUR,Hero,229,na,36,630,0.363492063
MASTER KHAN/TYRONE K,Villain,151875,na,4674,10920801,0.013906947
MASTER LINK/WILLIS H,Hero,68818,na,1516,1148370,0.059926679
MASTER MAN II/ALEXAN,Villain,95985,na,2025,2049300,0.046837945
MASTER MAN/WILHELM L,Villain,135437,na,3482,6060421,0.022347787
MASTER MENACE/DR. EM,Hero,72211,na,1408,990528,0.072901523
MASTERMIND II/BOWERS,Villain,77217,na,1567,1226961,0.062933541
MASTERMIND III,Villain,111091,na,2486,3088855,0.035965107
MASTERMIND IV/MARTIN,Villain,111144,na,2612,3409966,0.032593873
MASTERMIND/JASON WYN,Villain,159499,na,5186,13444705,0.011863332
MASTERMIND V,Villain,77458,na,1368,935028,0.0828403
MASTER MOLD,Villain,125767,na,3220,5182590,0.02426721
MASTER MOLD II,Villain,163302,na,5492,15078286,0.010830276
MASTER MOLD III,Villain,81368,na,1605,1287210,0.063212685
MASTER MONARCH/,Hero,103384,na,2474,3059101,0.03379555
MASTER OF VENGEANCE,Hero,1,na,2,1,1
MASTER OM,Hero,90785,na,2183,2381653,0.038118483
MASTER ORDER,Villain,161155,na,5408,14620528,0.011022516
MASTER PANDEMONIUM/M,Villain,129848,na,3467,6008311,0.021611398
MASTER PROGRAMMER,Hero,45670,na,1118,624403,0.073141865
"MASTERS, ALICIA REIS",Hero,169168,na,6044,18261946,0.009263416
"MASTERS, DR. AUGUST",Hero,135136,na,3679,6765681,0.019973747
"MASTERSON, KEVIN",Hero,154077,na,4756,11307390,0.013626221
MASTER TWELVE,Hero,61283,na,1194,712221,0.086044921
MASTER ZEI,Hero,85429,na,1981,1961190,0.043559777
MASTIFF,Hero,30030,na,618,190653,0.15751129
"MASTIFF, MINNIE",Hero,30030,na,618,190653,0.15751129
MASTON-DAR,Hero,28553,na,569,161596,0.17669373
MATADOR/MANUEL ELOGA,Villain,104578,na,2631,3459765,0.030226908
MATHEMANIC/THOMAS SO,Hero,106134,na,2447,2992681,0.035464522
MAULER/BRENDAN DOYLE,Hero,120636,na,3002,4504501,0.026781213
MAUVIUS,Hero,110099,na,2613,3412578,0.032262706
MAVERICK/CHRISTOPHER,Hero,118008,na,2963,4388203,0.026892101
MAX II,Hero,70479,na,1411,994755,0.070850611
"MAXIMOFF, DJANGO",Hero,136890,na,3627,6575751,0.020817394
MAXIMUS [INHUMAN],Villain,157538,na,4970,12347965,0.012758216
MAX,Hero,73739,na,1423,1011753,0.072882413
MAXOV,Hero,113141,na,2619,3428271,0.03300235
"MAXWELL, DR. WILFRED",Hero,129521,na,3366,5663295,0.022870255
"MAXWELL, MORRIS",Hero,108629,na,2486,3088855,0.035168048
MAXXAM,Hero,40728,na,720,258840,0.157348169
"MAYE, APRIL",Hero,91069,na,2190,2396955,0.037993621
MAYHEM/DET. BRIGID O,Villain,138509,na,3893,7575778,0.018283139
"MCBRIDE, BEATRICE",Hero,83976,na,1927,1855701,0.04525298
"MCBRIDE, MARTHA",Hero,80062,na,1825,1664400,0.04810262
"MCCABE, LINDSAY",Hero,152681,na,4736,11212480,0.013617059
"MCCABE, NINA",Hero,94195,na,2041,2081820,0.045246467
"MCCALL, MEREDITH | T",Hero,116606,na,2699,3640951,0.032026248
"MCCAMBRIDGE, MEGAN",Hero,90083,na,1854,1717731,0.052443019
"MCCORMICK, BARRY",Hero,103916,na,2443,2982903,0.034837204
"MCCORMICK, FIONA",Hero,7902,na,297,43956,0.17977068
"MCCOURT, ALLISON",Hero,123816,na,3101,4806550,0.025759849
"MCCOY, EDNA ANDREWS",Hero,134226,na,3660,6695970,0.020045789
"MCCOY, NORTON",Hero,131127,na,3504,6137256,0.021365737
"MCCULLOUGH, DR. ANDR",Hero,80888,na,1839,1690041,0.047861561
"MCDONNELL, OSCAR",Hero,87193,na,2067,2135211,0.040835777
"MCDOWELL, SCOTTY",Hero,98134,na,2304,2653056,0.036989042
"MCELROY, JAMES",Hero,127568,na,3269,5341546,0.023882224
"MCGIVENEY, BULL",Hero,102264,na,2252,2534626,0.040346781
"MCGRILL, MARY",Hero,89483,na,1788,1597578,0.056011663
"MCHELE, JEREMY",Hero,14242,na,290,41905,0.339863978
"MCKEEVER, TINY",Hero,151376,na,4621,10674510,0.014181072
"MCKENNA-DRAKE, MARLE",Hero,64816,na,1394,970921,0.066757234
"MCKENZIE, LEONARD",Hero,89627,na,1829,1671706,0.053614092
"MCKENZIE, LEON",Hero,63594,na,1220,743590,0.085522936
"MCKENZIE, LYDIA",Hero,133338,na,3730,6954585,0.019172675
"MCKENZIE, SCARLETT",Hero,83865,na,1773,1570878,0.053387341
"MCKNIGHT, BOB",Hero,114412,na,2666,3552445,0.032206551
"MCLAREN, MEGAN",Hero,159701,na,5233,13689528,0.011665924
MCLEISH,Hero,72436,na,1383,955653,0.075797387
"MCMURRAY, YVONNE",Hero,3770,na,139,9591,0.393076843
"MCNAIR, TAD",Hero,80890,na,1839,1690041,0.047862744
"MCPHAIL, NATALIE",Hero,52211,na,966,466095,0.112017936
"MCPHEE, LOUIE",Hero,102690,na,2277,2591226,0.039629889
"MCPHERSON, LING",Hero,122596,na,2995,4483515,0.027343725
"MCSHANE, PATRICK",Hero,14242,na,290,41905,0.339863978
M'DAKA,Hero,116497,na,2720,3697840,0.031504067
"MEACHUM, HAROLD",Villain,27905,na,584,170236,0.1639195
"MEACHUM, JOY",Hero,139998,na,4028,8110378,0.017261588
"MEACHUM, WARD",Hero,92286,na,2030,2059435,0.04481132
"MEAGHER, TYLER",Hero,15763,na,451,101475,0.155338753
MEANY,Hero,149089,na,4503,10136253,0.014708492
MEATMARKET,Hero,62321,na,1333,887778,0.070198856
MECHADOOM,Hero,125837,na,3074,4723201,0.026642313
MECHAMAGE/,Hero,157420,na,5016,12577620,0.012515881
MEDEA,Hero,86563,na,1998,1995003,0.04338991
"MEDINA, ANALISA MARI",Hero,105764,na,2483,3081403,0.034323326
MEDUSA II,Villain,98541,na,2230,2485335,0.039648981
MEDUSA/MEDUSALITH AM,Villain,168747,na,6018,18105153,0.009320385
MEDUSA | MUTANT X-VE,Villain,41081,na,785,307720,0.133501235
MEEK,Hero,101750,na,2297,2636956,0.038586158
"MEER, MAX",Hero,65303,na,1270,805815,0.081039693
MEGA MAX/,Hero,80524,na,1618,1308153,0.061555491
MEGATAK,Villain,77903,na,1523,1159003,0.067215529
MEGGAN 2013,Hero,25715,na,470,110215,0.233316699
MEGGAN,Hero,165046,na,5582,15576571,0.010595785
"MELLACE, LUCY SANTIN",Hero,94520,na,2024,2047276,0.046168665
"MELLACE, TONY",Hero,66728,na,1440,1036080,0.064404293
MELLENCAMP,Hero,123129,na,3031,4591965,0.026814011
MELONIE,Hero,61255,na,1191,708645,0.086439614
MELTER/BRUNO HORGAN,Villain,165111,na,5665,16043280,0.010291599
MELTER II/BRUNO HORG,Villain,36138,na,668,222778,0.1622153
"MELTON, LORRIE",Hero,137880,na,3624,6564876,0.021002682
MEMBRAIN/,Hero,42667,na,965,465130,0.091731344
MEME,Hero,87732,na,1772,1569106,0.055912093
"MENDELSON, DR. MACK",Hero,65983,na,1352,913276,0.072248696
MENDICUS,Hero,48601,na,931,432915,0.112264532
"MENDOSA, EMILIO",Hero,935,na,67,2211,0.422885572
"MENGOCHAUZERAUS, GRI",Hero,71403,na,1376,946000,0.075478858
"MENGOCHAUZERAUS, STA",Hero,71403,na,1376,946000,0.075478858
"MENKEN, DONALD L.",Villain,108554,na,2572,3306306,0.032832412
"MENNINGER, CLARA",Hero,126192,na,3375,5693625,0.022163736
MENTALLO,Villain,157034,na,4998,12487503,0.012575292
MENTOR/ALARS [ETERNA,Hero,160954,na,5424,14707176,0.010943909
MENTOR II,Hero,142953,na,4030,8118435,0.017608443
MENTUS,Hero,14403,na,313,48828,0.294974195
MEPHISITOID,Hero,113675,na,2576,3316600,0.034274558
MEPHISTA,Villain,60765,na,1241,769420,0.078975072
MEPHISTO,Villain,166581,na,5883,17301903,0.0096279
"MERCADO, JOY",Hero,150148,na,4538,10294453,0.014585331
MERCURY,Villain,93560,na,1847,1704781,0.05488095
MERCURY III/,Villain,87807,na,1821,1657110,0.052988033
MERCURY II,Villain,38374,na,762,289941,0.132351065
MERCY,Villain,100428,na,2384,2840536,0.035355299
"MERENGUES, SMOOTH MA",Hero,92176,na,1937,1875016,0.049160114
"MERIDIAN, DR. ROBERT",Hero,15707,na,338,56953,0.275788808
MERLIN,Hero,137420,na,3670,6732615,0.020411088
MERLYN,Hero,134363,na,3507,6147771,0.021855564
MERREE,Hero,23,na,10,45,0.511111111
MERRIAN,Hero,16534,na,403,81003,0.204115897
"MERRYWEATHER, IRENE",Hero,153232,na,4589,10527166,0.014555864
MESMERO,Villain,155834,na,4784,11440936,0.013620739
"MESSENGER, TOBIAS",Hero,118765,na,2814,3957891,0.030007143
METABO,Hero,82234,na,1594,1269621,0.06477051
METALSLASH/,Hero,83128,na,1692,1430586,0.058107657
METEORITE,Hero,145447,na,4172,8700706,0.016716689
METEORITE III/VALERI,Hero,117849,na,2781,3865590,0.030486679
METOXO,Hero,85525,na,1677,1405326,0.060857765
MEXXA RIEN,Hero,58597,na,1117,623286,0.094013021
M,Hero,136754,na,3731,6958315,0.019653321
MIBA,Hero,35775,na,688,236328,0.151378592
"MICAWBER, TRISTRAM",Hero,104083,na,2236,2498730,0.04165436
"MICHAELS, DAWN",Hero,57183,na,1078,580503,0.098505951
MICHELLE,Hero,19182,na,493,121278,0.158165537
"MICHEL, RAFE",Hero,120308,na,2930,4290985,0.028037385
"MICO, RODOLFO",Hero,95245,na,2037,2073666,0.045930733
MICROCHIP/LINUS LIEB,Hero,150322,na,4492,10086786,0.014902864
MICROMAX/SCOTT WRIGH,Hero,136749,na,3635,6604795,0.020704503
MIDAS,Hero,142842,na,3915,7661655,0.018643753
MIDGARD SERPENT,Hero,150852,na,4588,10522578,0.014336031
MIDGET,Hero,123282,na,3068,4704778,0.026203574
MIDNIGHT III/JEFFREY,Hero,124317,na,3233,5224528,0.023794877
MIDNIGHT/M'NAI,Hero,127944,na,3366,5663295,0.022591795
MIDNIGHT'S FIRE/,Villain,122378,na,3138,4921953,0.024863708
MIDWIFE,Hero,56406,na,1109,614386,0.091808733
MIESHO,Hero,37104,na,650,210925,0.175910869
"MIFUNE, DR.",Hero,126381,na,3107,4825171,0.026192025
MIKHLO,Hero,165996,na,5777,16683976,0.009949427
MILAN,Villain,118524,na,2940,4320330,0.027434015
MILLENIUS,Hero,121623,na,2984,4450636,0.027327106
MILLENNIUM MONARCH,Hero,81920,na,1570,1231665,0.066511592
"MILLER, CHRIS",Hero,113387,na,2676,3579150,0.031679868
"MILLER, FRANK",Hero,133338,na,3730,6954585,0.019172675
"MILLER, JENETTE",Hero,229,na,36,630,0.363492063
"MILLER, STACI MURPHY",Hero,112424,na,2633,3465028,0.032445337
"MILLER, TRACE",Hero,80509,na,1651,1362075,0.059107612
MIMIC/CALVIN RANKIN,Hero,151286,na,4534,10276311,0.01472182
MINDBLAST,Villain,127359,na,3164,5003866,0.02545212
MINDMELD/,Hero,36339,na,807,325221,0.111736327
MIND'S EYE/MEACHAM,Hero,35116,na,765,292230,0.120165623
MINDSINGER/GREGOR,Hero,86844,na,1949,1898326,0.045747675
MINDSTORM/,Hero,94643,na,2290,2620905,0.036110809
MINDWAVE,Hero,106136,na,2407,2895621,0.036653968
MINDWORM/WILLIAM TUR,Hero,78320,na,1758,1544403,0.050712152
MINERVA [KREE],Villain,143476,na,3982,7926171,0.018101552
MINI MAX/,Hero,80524,na,1618,1308153,0.061555491
MINISTER BLOOD,Hero,116009,na,2647,3501981,0.033126679
MINISTER TOME,Hero,39562,na,815,331705,0.119268627
MINOR DOMO,Hero,102633,na,2318,2685403,0.038218845
MINOTAUR,Hero,130546,na,3286,5397255,0.02418748
MINOTAUR II,Hero,77640,na,1585,1255320,0.061848772
MINOTAUR III,Hero,98541,na,2230,2485335,0.039648981
MINOTAURUS,Hero,932,na,66,2145,0.434498834
MINSTER HOARD,Hero,39562,na,815,331705,0.119268627
MINT JULEP,Hero,61303,na,1193,711028,0.08621742
MINXI [INHUMAN],Hero,64909,na,1207,727821,0.089182642
MIRACLE MAN,Villain,157775,na,5084,12920986,0.012210755
MIRAGE,Hero,155094,na,4871,11860885,0.01307609
MIRAGE II/DANIELLE M,Hero,167287,na,5829,16985706,0.009848693
MIRAGE III/MARGE,Hero,82382,na,1593,1268028,0.064968597
MISFIT/,Villain,108976,na,2545,3237240,0.033663244
MISS AMERICA/MADELIN,Hero,137726,na,3689,6802516,0.020246332
MISSING LINK,Hero,103545,na,2414,2912491,0.035552041
MISSING LINK II/RAY,Hero,68818,na,1516,1148370,0.059926679
MISS ITCH/BLISS,Hero,106085,na,2385,2842920,0.037315507
MISS LOCKE,Hero,139853,na,4039,8154741,0.017149901
MISS MASS/,Hero,144929,na,4057,8227596,0.017614987
MISS SACCHARINE,Hero,90986,na,1900,1804050,0.050434301
MISS THING/MARY,Hero,21,na,7,21,1
MISTER CLEAN,Villain,90986,na,1900,1804050,0.050434301
MISTER HYDE/CALVIN Z,Villain,160576,na,5296,14021160,0.011452405
MIST MISTRESS,Hero,66976,na,1338,894453,0.074879284
MIST,Hero,63486,na,1313,861328,0.073707113
MISTY/VINCENTE,Hero,44474,na,970,469965,0.094632579
"MITCHELL, ROBERT",Hero,57211,na,1130,637885,0.08968858
M'KAMBA,Hero,66150,na,1278,816003,0.081065878
M'KUMBA,Hero,100756,na,2196,2410110,0.041805561
MO,Hero,8480,na,242,29161,0.290799355
"MOBIUS, DR.",Hero,40262,na,711,252405,0.15951348
MOBIUS,Hero,105901,na,2492,3103786,0.034119943
MOCKINGBIRD/DR. BARB,Hero,168867,na,6056,18334540,0.009210321
MODAM,Villain,136421,na,3629,6583006,0.020723208
MODEM/,Hero,47695,na,879,385881,0.123600281
"MODINE, REP. BERNARD",Hero,14125,na,488,118828,0.11886929
MODOK/GEORGE TARLETO,Villain,160291,na,5254,13799631,0.0116156
MODRED THE MYSTIC,Hero,150292,na,4434,9827961,0.015292287
MODT,Hero,138113,na,3748,7021878,0.019668955
MODULAR MAN/STEPHEN,Hero,106242,na,2438,2970703,0.035763252
MOJO II,Villain,99813,na,2246,2521135,0.039590502
MOJO,Villain,151731,na,4638,10753203,0.014110307
MOK,Hero,8480,na,242,29161,0.290799355
MOLECULE MAN/OWEN RE,Villain,163238,na,5504,15144256,0.010778872
MOLE MAN/HARVEY RUPE,Villain,166530,na,5810,16875145,0.00986836
MOLE MAN | MUTANT X-,Villain,41081,na,785,307720,0.133501235
MOLE,Hero,93594,na,1970,1939465,0.048257638
MOLGOTHA,Hero,62577,na,1221,744810,0.0840174
"MOLLE, DR.",Hero,76575,na,1629,1326006,0.057748607
MOLTEN MAN/MARK RAXT,Villain,112250,na,2760,3807420,0.029481906
MOLTO,Hero,124692,na,3170,5022865,0.024824876
MO MONEY,Hero,110456,na,2533,3206778,0.034444542
MONDO,Villain,44287,na,963,463203,0.095610348
MONDO II,Villain,111911,na,2562,3280641,0.034112541
MONGOOSE,Villain,138899,na,3828,7324878,0.018962637
"MONGRAIN, ALISON",Hero,86702,na,2085,2172570,0.039907575
MONGU,Hero,67056,na,1331,885115,0.075759647
MONMOUTH,Hero,116869,na,2766,3823995,0.030562017
MONOCLE,Hero,122570,na,3075,4726275,0.025933743
MONSTER FROM THE LOS,Hero,90718,na,1870,1747515,0.051912573
MONSTROID/BALIOX/7NH,Hero,128227,na,3338,5569453,0.023023266
MONTANA,Villain,125233,na,3406,5798715,0.021596681
MONTANA II,Villain,23875,na,450,101025,0.236327642
MONTENEGRO,Hero,35454,na,702,246051,0.144092078
"MONTESI, VICTORIA",Hero,105639,na,2334,2722611,0.038800622
MONTGOMERY,Hero,125718,na,3152,4965976,0.025315869
"MONTGOMERY, SIR BERN",Hero,101959,na,2196,2410110,0.042304708
"MONTOYA, JULIO",Hero,102562,na,2258,2548153,0.040249545
"MONTOYA, MARIA",Hero,102562,na,2258,2548153,0.040249545
"MOODY, RUNYAN",Hero,79557,na,1778,1579753,0.050360404
"MOOMJI, INDRIES",Hero,98131,na,2205,2429910,0.040384623
MOONBOY,Hero,125248,na,3250,5279625,0.023722897
