hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
"KINCAID, MOSES",Hero,101902,1241,1778,2206498,0.046182684
"KINE, BENEDICT",Villain,180613,4187,3727,15604949,0.011574085
KING (OF THE SEWER P,Hero,85955,1371,1714,2349894,0.036578246
KING BEDLAM/CHRISTOP,Hero,54537,568,1045,593560,0.091881191
KING CADAVER,Hero,43260,318,728,231504,0.186865022
KING GEORGE VI,Hero,123301,1760,2200,3872000,0.031844267
"KING, HANNIBAL/HENRY",Hero,177894,4308,3672,15818976,0.011245608
"KINGMAN, BILL",Hero,135617,2050,2544,5215200,0.02600418
KINGO SUNEN [ETERNAL,Hero,176054,4047,3395,13739565,0.012813652
KINGPIN/WILSON FISK,Villain,252148,10131,5780,58557180,0.004306013
KINGSIZE,Hero,72339,598,1139,681122,0.106205643
"KINGSLEY, DANIEL",Hero,167110,3588,3356,12041328,0.013878037
KINLAN KARTH KITH,Hero,18699,152,403,61256,0.305259893
"KIRBY, JACK",Hero,232753,8105,5062,41027510,0.005673096
KIRIGI,Villain,67201,815,1232,1004080,0.066927934
KIRIN,Hero,111532,1570,2022,3174540,0.035133279
KIRKEGAARD,Hero,67236,726,1124,816024,0.082394635
KISMET/J'RIDIA STARD,Hero,248049,9425,5695,53675375,0.004621281
"KITAGOWA, DR. KITTY",Hero,123207,1783,2203,3927949,0.031366751
KITANG,Hero,31723,224,569,127456,0.248893736
"KITCHENER, CHIEF INS",Hero,161647,3400,3025,10285000,0.015716772
KLAER,Hero,74837,695,1190,827050,0.090486669
KLAW/ULYSSES KLAW,Villain,248238,9735,5611,54623085,0.004544562
"KLEB, ROSA",Hero,56369,617,1114,687338,0.082010597
"KLEIN, CAMERON",Hero,129146,1852,2388,4422576,0.029201533
"KLEIN, SHIRLEY",Hero,130257,1885,2407,4537195,0.028708707
"KLEIN, STANLEY",Hero,130257,1885,2407,4537195,0.028708707
"KLEIN, SUMMER",Hero,761,26,62,1612,0.472084367
"KLEINFELDT, LORNA",Hero,104272,1767,1971,3482757,0.029939499
"KLEINSTOCK, HARLAN",Villain,191458,4885,3916,19129660,0.010008437
"KLEINSTOCK, SVEN",Villain,191458,4885,3916,19129660,0.010008437
KLIGGER/SEN. EUGENE,Hero,182116,4386,3624,15894864,0.011457537
"KLINE, MR.",Hero,142157,2786,2743,7641998,0.018602072
"KLOSS, BERNARD",Hero,117143,1701,2044,3476844,0.033692337
KNAVE,Hero,100734,1222,1682,2055404,0.049009343
KNICK KNACK,Hero,125050,1725,2245,3872625,0.032290759
KNIGHT ERRANT II,Hero,111599,1247,1957,2440379,0.045730192
KNIGHT ERRANT/MATSON,Hero,140866,2344,2579,6045176,0.023302217
"KNIGHT, LEO",Hero,98606,1749,1887,3300363,0.02987732
"KNIGHT, MISTY",Hero,252897,9991,5783,57777953,0.00437705
KNIGHT/MALCOLM KNIGH,Hero,102059,1828,1994,3645032,0.02799948
"KNOBLACH, GERTRUDE H",Hero,49093,396,942,373032,0.131605331
"KNOBLACH, GLORIA",Hero,49093,396,942,373032,0.131605331
"KNOBLACH, HANS",Hero,49093,396,942,373032,0.131605331
KNOCKABOUT/,Hero,74511,740,1486,1099640,0.067759449
KNOCKOUT,Hero,163192,3316,3164,10491824,0.015554207
"KNUTZ, CINDY",Hero,119556,1251,2051,2565801,0.046595975
KO'ICHI,Hero,105684,1087,1794,1950078,0.054194755
KO-GAR,Hero,95357,1050,1623,1704150,0.055955755
"KOENIG, ERIC",Hero,208920,6746,4390,29614940,0.007054547
KOFI [KYMELLIAN],Hero,181301,3965,3596,14258140,0.012715614
KOJIRO,Hero,96661,1051,1705,1791955,0.053941645
"KOLE, JOHN",Hero,83735,819,1383,1132677,0.073926636
"KOLE, MICHELLE",Hero,83735,819,1383,1132677,0.073926636
KOLOMAQ,Hero,18613,140,391,54740,0.340025575
KOMODO,Hero,32992,306,698,213588,0.154465607
"KONIEV, DMITRI",Hero,123090,1829,2213,4047577,0.030410787
"KONIEV, IRINI",Hero,123090,1829,2213,4047577,0.030410787
"KONIEV, MRS.",Hero,123090,1829,2213,4047577,0.030410787
KONO,Hero,57934,594,1014,602316,0.096185391
"KOPPISCH, DR. ERIC",Hero,103479,1297,1801,2335897,0.04429947
KORATH THE PURSUER,Villain,162083,3440,3162,10877280,0.01490106
KORREK,Hero,85416,1238,1581,1957278,0.043640198
"KORVAC, MICHAEL",Villain,229694,8481,5049,42820569,0.005364104
KOSHIMA,Hero,111744,1522,1980,3013560,0.037080397
"KOSINSKI, HARLEY",Hero,130616,2031,2299,4669269,0.027973544
"KOWALSKI, TRISH",Hero,96387,1653,1857,3069621,0.031400293
KRAA,Hero,40490,179,706,126374,0.320398183
"KRAFT, DONNA",Hero,52715,452,879,397308,0.132680439
KRAGAR,Hero,28161,187,480,89760,0.313736631
KRAGG,Hero,15735,59,263,15517,1.014049107
"KRAGG, GEN.",Hero,39759,336,816,274176,0.145012693
KRAKEN,Villain,141565,2657,2633,6995881,0.020235479
KRAKOA,Villain,145126,2258,2796,6313368,0.022987097
"KRAMER, KENNY",Hero,189389,4475,3826,17121350,0.011061569
"KRAMER, STACEY",Hero,213566,6073,4569,27747537,0.007696755
KRANG II,Hero,39601,270,668,180360,0.219566423
KRANG [ATLANTEAN],Hero,209744,6606,4466,29502396,0.007109389
"KRAUS, DR. FREIDERIC",Hero,164291,3535,3098,10951430,0.015001785
KRAVEN THE HUNTER II,Villain,192933,5542,3956,21924152,0.008800021
KRAVEN THE HUNTER/SE,Villain,243135,8731,5513,48134003,0.005051211
"KRAY, D'VON",Hero,96504,1112,1692,1881504,0.051290882
"KREA, BRUNO",Hero,179786,4095,3579,14656005,0.012267054
KREDDICK,Hero,229199,7870,4968,39098160,0.005862143
KREE CAPTAIN AMERICA,Villain,110423,1318,1922,2533196,0.043590389
KREE GIANT MAN [KREE,Villain,110423,1318,1922,2533196,0.043590389
KREE IRON MAN [KREE],Villain,110423,1318,1922,2533196,0.043590389
KREE SCARLET WITCH [,Villain,110423,1318,1922,2533196,0.043590389
"KREIGER, SIMON",Hero,147381,3138,2892,9075096,0.016240159
"KREIGKOPH, GEN.",Hero,100166,1833,1963,3598179,0.02783797
"KRIEGHUND, COL.",Hero,123887,1825,2212,4036900,0.030688647
KRISTA,Hero,136695,2363,2432,5746816,0.023786215
KRISTOFF/KRISTOFF VE,Hero,236767,8753,5341,46749773,0.005064559
KRIVEN,Hero,29818,281,645,181245,0.164517642
KRO [DEVIANT],Hero,212983,6638,4440,29472720,0.007226445
KRONITT,Hero,104685,1255,1690,2120950,0.049357599
KRONOS,Hero,229121,8068,5006,40388408,0.00567294
KROTOK,Hero,42900,359,777,278943,0.153794861
KRUEGER,Hero,166515,3196,3240,10355040,0.016080575
KRUEL/VICTOR KRUELLE,Hero,70756,894,1333,1191702,0.059373904
KRUELLA,Hero,47348,465,888,412920,0.114666279
KRUGGAR,Hero,200520,5133,4148,21291684,0.009417761
"KRUMA, TALIA",Hero,178197,4488,3597,16143336,0.011038425
KRUSH,Hero,31723,224,569,127456,0.248893736
"KRYPT, DR.",Hero,44603,263,711,186993,0.238527645
"KRYZEWSKI, LEONARD M",Hero,134222,2033,2442,4964586,0.02703589
KUBIK,Hero,177212,3956,3558,14075448,0.01259015
KUKULCAN/VIRAKO/QUET,Hero,143680,2191,2528,5538848,0.025940412
KULAN GATH,Villain,206404,5800,4356,25264800,0.008169627
KULL,Hero,2,2,1,2,1
KURAGARI,Hero,79849,573,1265,724845,0.110160103
"KURASOV, SIMYON BORI",Hero,123090,1829,2213,4047577,0.030410787
"KURLYCHEK, PATTY",Hero,17452,114,313,35682,0.489098145
KUROKO/,Hero,163652,3613,3185,11507405,0.014221451
"KUROV, WASSILY",Hero,122669,1669,2246,3748574,0.032724177
KUROYAMA,Hero,87906,909,1490,1354410,0.064903537
KURRGO,Hero,114402,1950,2062,4020900,0.028451839
KURSE/ALGRIM [ASGARD,Villain,220258,7128,4664,33244992,0.006625299
"KUTUZOV, COL.",Hero,113677,1597,2005,3201985,0.03550204
"KWAN, TERRY",Hero,201712,5884,4122,24253848,0.008316701
KWANNON,Hero,53764,329,883,290507,0.185069551
KYLUN/COLIN MCKAY,Hero,179627,4115,3547,14595905,0.012306671
KYMRI,Hero,135992,2274,2520,5730480,0.023731345
KYSA,Hero,9412,88,259,22792,0.412951913
L'KLEKK'TAK,Hero,41669,231,762,176022,0.236726091
LA BANDERA,Hero,89519,956,1474,1409144,0.063527219
LA NUIT,Hero,83804,820,1388,1138160,0.073631124
LACE/,Hero,23741,310,519,160890,0.147560445
"LACOSTE, RAE",Hero,155545,3392,3076,10433792,0.014907811
"LADONNA, HOLLY",Hero,185572,4723,3752,17720696,0.010472049
LADY DEATHSTRIKE/YUR,Villain,209395,5704,4564,26033056,0.008043428
LADY LARK/LINDA LEWI,Hero,222067,7602,4841,36801282,0.006034219
LADY LOTUS,Hero,125130,1877,2256,4234512,0.02955004
LADY OF THE LAKE,Hero,174272,3912,3470,13574640,0.012838057
"LAMBERT, WILSON",Hero,161847,3352,3175,10642600,0.015207468
LAMENT/,Hero,110067,1280,1880,2406400,0.045739279
"LAMY, KELLY",Hero,179095,4923,3730,18362790,0.009753148
"LANCELOT, SIR",Hero,28903,199,555,110445,0.261695867
LANCER/SAMANTHA DUNB,Hero,168954,3853,3277,12626281,0.013381137
LANDA,Hero,104041,1290,1821,2349090,0.044289917
"LANDERS, DR.",Hero,80987,1065,1384,1473960,0.054945182
"LANDERS, GENA",Hero,156323,3298,3062,10098476,0.015479861
"LANDERS, RAY",Hero,25742,189,450,85050,0.302669018
"LANDERS, RICKY",Hero,25742,189,450,85050,0.302669018
LANDSCAPE/BRETT,Hero,99250,955,1660,1585300,0.062606447
LANDSLIDE,Hero,154721,3663,3082,11289366,0.013705021
LANDSLIDE II/LEE BRO,Hero,104745,1307,1821,2380047,0.044009635
"LANE, LOIS",Hero,225471,7314,4920,35984880,0.006265715
"LANE, SILAS",Hero,110603,1484,1965,2916060,0.037928918
"LANG, ALLISON",Hero,141123,3052,2734,8344168,0.016912771
"LANG, CASSANDRA CASS",Hero,233737,8369,5223,43711287,0.005347292
"LANG, DR. STEVEN",Villain,168074,3600,3522,12679200,0.013255884
"LANG, TIMMY",Hero,141123,3052,2734,8344168,0.016912771
"LANGFORD, DR. DAVID",Hero,98639,1845,1918,3538710,0.027874282
"LANGSTROM, LIEUTENAN",Hero,145576,2435,2648,6447880,0.022577343
"LANGTREE, GINA",Hero,20711,271,445,120595,0.171740122
"LANIEGE, BIANCA",Hero,52088,521,1010,526210,0.098987096
LANN,Hero,155043,3100,3011,9334100,0.016610386
"LANNING, DR.",Hero,96825,1652,1837,3034724,0.031905702
"LANSING, CHERYL",Hero,130707,1987,2426,4820462,0.027115036
"LAO-TSE, GEN.",Hero,95357,1050,1623,1704150,0.055955755
"LAPIN, EMIL",Hero,103773,973,1830,1780590,0.058280121
"LARGO, CHIEF",Hero,162448,3771,3140,11840940,0.013719181
"LARROCA, SALVADORE",Hero,173653,4037,3433,13859021,0.012529962
LASHER/,Villain,100080,1756,1956,3434736,0.029137611
"LATHAM, JORGE",Hero,164153,3519,3164,11134116,0.014743245
"LAU, KING",Hero,106371,1451,1916,2780116,0.038261353
"LAVEAU, MARIE",Hero,146712,3114,2829,8809506,0.016653828
"LAVENDER, MAXINE",Hero,87204,1244,1679,2088676,0.041750851
LAYLA,Hero,10362,106,219,23214,0.446368571
"LE FEY, MORGAN",Villain,240686,9095,5335,48521825,0.004960366
LEAD-IN,Hero,116847,1430,2008,2871440,0.040692823
LEADER/SAM STERNS,Villain,248789,9875,5668,55971500,0.004444923
LEAP FROG/LANG,Hero,78360,1184,1525,1805600,0.043398316
LEAP-FROG/VINCENT PA,Villain,215769,6281,4633,29099873,0.007414775
"LEASH, MICAH",Hero,55512,357,966,344862,0.160968735
LEATHER/,Hero,23741,310,519,160890,0.147560445
"LEBEAU, JACQUE",Hero,83118,641,1379,883939,0.094031375
"LEBEAU, JEAN-LUC",Hero,128923,2139,2422,5180658,0.024885449
"LEBEAU, MERCY",Hero,103773,973,1830,1780590,0.058280121
"LECLAIRE, PROFESSOR",Hero,193815,5837,4005,23377185,0.008290776
"LEE, LITTLE LARRY",Hero,108532,1427,1937,2764099,0.039264874
"LEE, STAN",Hero,243508,9284,5431,50421404,0.004829457
"LEEBRE, VEEDA",Hero,56174,366,904,330864,0.169779728
LEECH,Hero,232213,7828,5037,39429636,0.005889301
"LEEDS, BETTY BRANT",Hero,245549,9929,5546,55066234,0.004459157
"LEEDS, NED",Hero,238423,8391,5274,44254134,0.005387587
LEESHA,Hero,110969,1743,1953,3404079,0.032598832
"LEFLER, BOB",Hero,66123,392,1046,410032,0.161263023
LEFT HAND/DIEGO CASS,Hero,133715,2196,2563,5628348,0.023757415
LEFT-WINGER/HECTOR L,Hero,164223,3217,3231,10394127,0.015799595
LEGAULT,Hero,50135,529,963,509427,0.098414493
LEGION,Villain,32272,399,677,270123,0.1194715
LEGION II/DAVID HALL,Villain,209843,5785,4532,26217620,0.008003892
LEGS II/,Hero,35750,238,627,149226,0.239569512
LEGS/,Hero,69817,785,1428,1120980,0.06228211
"LEI KUNG, THE THUNDE",Hero,166818,3906,3409,13315554,0.012528056
"LEIGHTON, BRIAN",Hero,16868,134,338,45292,0.372427802
LEIR,Hero,133334,2121,2330,4941930,0.026980147
"LELAND, HARRY",Villain,217391,6569,4790,31465510,0.006908866
"LENO, JAY",Hero,112587,1515,2012,3048180,0.036935811
LEO II/,Hero,43613,262,705,184710,0.236116074
LEO/DANIEL RADFORD,Hero,166399,4105,3332,13677860,0.012165573
"LEONARD, DR.",Hero,47348,465,888,412920,0.114666279
LEONINUS,Hero,1033,12,66,792,1.304292929
LEONUS/LIONUS [INHUM,Hero,162833,3816,3140,11982240,0.013589529
"LEOPOLD, ARCHER",Hero,156390,3358,3048,10235184,0.015279647
"LEQUARRE, GERRY",Hero,134557,2269,2561,5810909,0.02315593
"LESTRADE, DR.",Hero,95357,1050,1623,1704150,0.055955755
LETHA,Hero,228691,7993,4900,39165700,0.005839063
"LETTERMAN, DAVID",Hero,149859,2379,2859,6801561,0.02203303
LEVAN,Hero,170887,3971,3405,13521255,0.012638398
"LEVESSEUR, LARENT",Hero,104878,1301,1840,2393840,0.043811616
LEVIATHAN,Hero,67413,643,1161,746523,0.090302643
LEVIATHAN II/EDWARD,Hero,164128,2937,3235,9501195,0.017274459
LEVIATHAN IV,Hero,141200,2403,2690,6464070,0.021843823
LEVIATHAN V,Hero,68476,857,1262,1081534,0.063313775
LEVIATHAN VI,Hero,139325,2459,2625,6454875,0.021584461
"LEVIN, MAJOR DEBRA",Hero,133719,2215,2470,5471050,0.024441195
"LEVINE, ABBY",Hero,104429,1971,2067,4074057,0.02563268
LEVITICUS,Hero,21680,250,493,123250,0.175902637
"LEWIS, DET. GARON",Hero,104227,1845,2052,3785940,0.027530019
"LEWIS, DEVON",Hero,156505,3188,3120,9946560,0.015734586
"LEWIS, SHIRLEY WASHI",Hero,203583,6018,4264,25660752,0.007933633
LIBERATOR/PRINCE TRI,Hero,11392,92,254,23368,0.487504279
LIBERTY GIRL/BEV,Hero,77318,732,1362,996984,0.077551897
LIBRA III/,Hero,148443,2686,2762,7418732,0.020009215
LIBRA IV/,Hero,43613,262,705,184710,0.236116074
LIBRA/GUSTAV BRANDT,Hero,212514,6305,4625,29160625,0.007287704
LIBRITO,Hero,9108,68,242,16456,0.553475936
LICH,Hero,114206,1571,2003,3146713,0.036293745
LIFEFORCE,Hero,135513,2174,2548,5539352,0.024463692
LIFELINE/DEACON,Hero,104540,1347,1853,2495991,0.041883164
LIGHT,Hero,72473,610,1321,805810,0.089938075
LIGHTMASTER/EDWARD L,Hero,142266,2640,2771,7315440,0.019447361
LIGHTNING FIST,Hero,128725,2563,2474,6340862,0.020300868
LIGHTNINGBOLT II/RAN,Hero,4948,72,178,12816,0.3860799
LIGHTSPEED/JULIE POW,Hero,233025,7820,5115,39999300,0.005825727
LILANDRA NERAMANI [S,Hero,256058,10327,5884,60764068,0.004213971
LILITH II,Hero,116117,2464,2317,5709088,0.020338975
LILITH/ANGEL O'HARA/,Hero,192257,5086,3949,20084614,0.009572352
"LILLIAN, BEA",Hero,10398,66,237,15642,0.664748753
"LIN, MEI",Hero,8823,120,297,35640,0.247558923
"LIN, PAULA",Hero,21681,251,493,123743,0.175209911
LINAK,Hero,118789,1505,2109,3174045,0.037425115
"LINCOLN, WILLIAM WIL",Hero,72465,941,1364,1283524,0.056457846
LINK,Hero,18699,152,403,61256,0.305259893
LIONMANE/GEN. LO CHI,Hero,139382,2349,2607,6123843,0.022760544
"LIPSCOMB, DR. ANGELA",Hero,176771,4545,3488,15852960,0.011150662
"LIPTON, LAURA",Hero,122509,1613,2112,3406656,0.035961659
"LIPTON, MILES",Hero,115205,1357,1953,2650221,0.04346996
"LIPTON, TRENTON III",Hero,15278,218,452,98536,0.155049931
"LITTLE, ABNER",Hero,126854,2234,2301,5140434,0.024677683
"LITTLETREE, LINDA",Hero,22463,253,468,118404,0.189714874
"LITTLEWING, SUSIE",Hero,73476,751,1272,955272,0.076916313
LIVEWIRE/RANCE PREST,Hero,185457,5207,3831,19948017,0.009297014
LIVING ERASER,Hero,124957,1901,2243,4263943,0.029305504
LIVING LASER/ARTHUR,Hero,206590,6165,4334,26719110,0.007731919
LIVING LIGHTNING/MIG,Hero,253474,9883,5805,57370815,0.00441817
LIVING MONOLITH/AHME,Hero,228176,7030,4986,35051580,0.006509721
LIVING MUMMY,Hero,246041,9736,5553,54064008,0.00455092
LIVING TRIBUNAL,Hero,248952,9612,5660,54403920,0.004575994
LIZARD II,Hero,98003,1686,1883,3174738,0.030869634
LIZARD/DR. CURTIS CO,Hero,232005,8417,5045,42463765,0.005463599
LLAN,Hero,76285,877,1365,1197105,0.063724569
LLOIGOROTH,Hero,109135,1173,1793,2103189,0.051890249
LLYRA/LLYRA MORRIS,Hero,247809,9384,5619,52728696,0.004699699
LLYRON,Hero,162574,3608,3084,11127072,0.014610672
"LO, JIMMY",Hero,93686,1439,1772,2549908,0.036740933
LOBLOLLY/,Hero,87706,833,1504,1252832,0.070006194
LOBO,Hero,245766,9766,5533,54035278,0.004548251
LOBO II,Hero,63231,657,1120,735840,0.085930365
LOBO III,Hero,114420,1537,2021,3106277,0.036835092
"LOBO, CARLOS",Hero,110143,2150,2209,4749350,0.023191174
"LOBO, EDUARDO",Hero,111280,2211,2244,4961484,0.022428773
"LOBO, LUCKY",Hero,95219,1591,1787,2843117,0.033491059
LOCKDOWN,Hero,101821,1239,1776,2200464,0.046272513
"LOCKE, DR. ALEXANDER",Hero,132574,2415,2534,6119610,0.021663799
"LOCKE, DR. CASSANDRA",Hero,181023,5038,3781,19048678,0.009503179
"LOCKER, MR.",Hero,104936,1836,2046,3756456,0.027934841
LOCKHART,Hero,83782,1375,1689,2322375,0.036076
LOCKHEED,Hero,250141,9563,5690,54413470,0.004597042
LOCKHEED | MUTANT X-,Hero,45762,259,785,203315,0.22507931
LOCKJAW [INHUMAN],Hero,257615,10787,5931,63977697,0.004026638
"LOCKLIN, BEN",Hero,142496,2318,2688,6230784,0.022869674
"LOCKLIN, GENERAL MER",Hero,204905,5648,4375,24710000,0.008292392
LOCOMOTIVE BREATH/LA,Hero,106115,1286,1924,2474264,0.042887501
LOCUS,Hero,123824,1686,2271,3828906,0.032339263
LOCUST,Hero,128523,2006,2329,4671974,0.027509357
LODESTONE/ANDREA,Hero,162767,2680,3147,8433960,0.019299001
LOGA,Hero,132531,2168,2426,5259568,0.025198077
LOGA II,Hero,148038,2952,2697,7961544,0.018594132
"LOGAN, WAYNE",Hero,46,6,10,60,0.766666667
LOGOS,Hero,39397,200,627,125400,0.314170654
"LOHAN, PETER",Hero,118982,1652,2200,3634400,0.032737728
LOKI [ASGARDIAN],Hero,256075,10936,5934,64894224,0.003946037
"LOMENZO, NICOLE",Hero,45934,437,866,378442,0.121376591
LONGARM/,Hero,90601,1152,1571,1809792,0.050061554
"LONGBOW, DESIREE",Hero,101902,1241,1778,2206498,0.046182684
LONGBOW/AMELIA GREER,Hero,114326,1533,2059,3156447,0.036219838
LONGSHOT,Hero,247818,9397,5581,52444657,0.004725324
LONKARR,Hero,82228,1018,1331,1354958,0.060686752
LOOP,Hero,99302,1717,1923,3301791,0.030075193
"LOOPNER, LEXINGTON",Hero,70271,415,1092,453180,0.155062006
LOOTER/NORTON G. FES,Hero,194593,5070,4025,20406750,0.009535717
"LOPEZ, ANGELA",Hero,14918,143,292,41756,0.357266022
"LOPEZ, ANTONIO",Hero,95865,1742,1808,3149536,0.030437817
"LOPEZ, DONNA",Hero,58004,655,1046,685130,0.084661305
"LOPEZ, JOSE",Hero,95865,1742,1808,3149536,0.030437817
"LOPEZ, MARIA",Hero,95865,1742,1808,3149536,0.030437817
"LOPEZ, MARIA II",Hero,106923,929,1783,1656407,0.064551164
"LOPEZ, SALMA",Hero,95865,1742,1808,3149536,0.030437817
"LOR, KONA",Hero,161012,3294,3064,10092816,0.015953129
LORD BALDAR,Hero,11392,92,254,23368,0.487504279
LORD CHAOS,Hero,241429,9171,5444,49926924,0.004835647
LORD GASPAR,Hero,11392,92,254,23368,0.487504279
LORD KARNAJ,Hero,43260,318,728,231504,0.186865022
LORD LEADER,Hero,63908,749,1145,857605,0.074519155
LORD OF LIGHT/BOWEN,Hero,12924,121,294,35574,0.363299039
LORD TEMPLAR/,Hero,181519,4268,3596,15347728,0.011827093
LORD YARU,Hero,9412,88,259,22792,0.412951913
LORELEI,Hero,203157,6152,4194,25801488,0.007873848
LORELEI II/MELODI [A,Hero,198619,6061,4146,25128906,0.007904005
LORVEX,Hero,110673,1518,1906,2893308,0.038251372
LOVE,Hero,222178,7372,4858,35813176,0.006203806
"LOVECCHIO, ARGUS",Hero,66182,397,1050,416850,0.158766943
"LOVEJOY, FRANKLIN",Hero,4057,25,139,3475,1.167482014
"LOWELL, DR.",Hero,52626,335,941,315235,0.166942123
"LU, MR.",Hero,98775,1547,1873,2897531,0.034089368
"LUBENSKI, NATE",Hero,234778,8109,5238,42474942,0.005527447
"LUBOWSKI, LUGWRENCH",Hero,108532,1427,1937,2764099,0.039264874
LUCAS,Hero,110423,1318,1922,2533196,0.043590389
"LUCAS, JAMES",Hero,52066,573,1026,587898,0.088562982
"LUCAS, JAMES JR.",Hero,129241,2394,2415,5781510,0.022354195
LUCIFER,Hero,189196,4725,3778,17851050,0.010598592
LUCIFER II,Hero,16050,300,489,146700,0.109406953
"LUCIFER, REV.",Hero,16053,303,489,148167,0.108343963
LUDI,Hero,139290,2627,2654,6972058,0.019978319
"LUDLUM, ROSS",Hero,49,2,9,18,2.722222222
LULLABY/FELICITY HOP,Hero,4057,25,139,3475,1.167482014
LUMINOR,Hero,140818,2327,2505,5829135,0.024157615
"LUMLEY, JUDY",Hero,125754,2079,2317,4817043,0.026106057
LUMP,Hero,141630,2415,2697,6513255,0.021744888
"LUMPKIN, WILHEMINA B",Hero,197503,5286,4063,21477018,0.009196016
"LUMPKIN, WILLIAM WIL",Hero,249854,10082,5700,57467400,0.004347752
"LUMPKIN, WILLIE | TI",Hero,147358,2737,2699,7387163,0.019947847
LUNA/LUNA MAXIMOFF [,Hero,250978,10138,5676,57543288,0.004361551
LUNATIK II,Hero,1,1,1,1,1
LUNATIK/ARISEN TYRK,Hero,186881,4748,3888,18460224,0.010123442
LUPE,Hero,19478,210,437,91770,0.212248011
LUPO,Hero,197455,5008,4105,20557840,0.009604851
LURKING UNKNOWN,Hero,114910,1731,2003,3467193,0.033142084
LYJA LAZERFIST [SKRU,Hero,253111,10074,5823,58660902,0.004314816
LYLLA,Hero,72741,992,1223,1213216,0.059957172
"LYNN, NORMA",Hero,95496,1627,1799,2926973,0.032626198
"LYNNE, MONICA",Hero,211457,6502,4387,28524274,0.00741323
"LYTH'KA, COMMANDER",Hero,5338,51,184,9384,0.56884058
M,Hero,181391,4307,3731,16069417,0.011287964
M'DAKA,Hero,145480,2590,2720,7044800,0.020650693
M'KAMBA,Hero,74440,625,1278,798750,0.093195618
M'KUMBA,Hero,122510,1613,2196,3542148,0.034586358
M'REEL,Hero,135617,2050,2544,5215200,0.02600418
M'SHULLA,Hero,70785,618,1204,744072,0.095131923
M-80/SAYURI KYOTO,Hero,28804,327,616,201432,0.142996148
M-PLATE,Hero,44730,435,848,368880,0.121258946
MAA-GOR,Hero,162463,3393,3239,10989927,0.014782901
MACE,Hero,104355,1901,2001,3803901,0.027433679
"MACENDALE, JASON JR.",Hero,96587,1653,1858,3071274,0.031448513
"MACENDALE, KAREN",Hero,96587,1653,1858,3071274,0.031448513
MACHETE/FERDINAND LO,Villain,153149,2594,2969,7701586,0.019885385
MACHINE MAN/X-51,Hero,257556,10697,5946,63604362,0.004049345
"MACINTOSH, ANN",Hero,197858,6288,4189,26340432,0.00751157
"MACKAY, AILSA",Hero,48350,471,951,447921,0.107943142
"MACKAY, MURDO",Hero,48350,471,951,447921,0.107943142
"MACKENZIE, AL",Hero,181400,4383,3744,16409952,0.011054268
"MACKENZIE, DR. NEIL",Hero,28252,283,474,134142,0.210612634
"MACLAIN, DR. MYRON",Hero,193510,5212,3935,20509220,0.009435269
"MACON, ANGELO",Hero,140927,2349,2737,6429213,0.02191979
"MACRAE, TRUTH",Hero,89639,1134,1713,1942542,0.046145206
"MACTAGGART, JOE",Hero,127653,1980,2324,4601520,0.027741485
"MACTAGGART, MOIRA |",Hero,45776,261,785,204885,0.223422896
"MACTAGGERT, MOIRA KI",Hero,249872,9606,5729,55032774,0.004540422
MAD DOG/COLONEL BUZZ,Hero,243189,9413,5496,51733848,0.004700772
MAD VIKING/KNUT CAIN,Villain,110679,1731,1876,3247356,0.034082805
MADAME HYDRA VI,Villain,110273,1709,2084,3561556,0.030962029
MADAME MASQUE II/,Villain,144896,2935,2755,8085925,0.017919533
MADAME MASQUE III,Villain,183183,4429,3661,16214569,0.011297433
MADAME MASQUE IV,Villain,144416,2570,2706,6954420,0.020766074
MADAME MASQUE V,Villain,99587,1325,1746,2313450,0.043046964
MADAME MASQUE VI,Villain,151314,2536,2803,7108408,0.021286623
MADAME MASQUE/GIULIE,Villain,215227,6334,4587,29054058,0.007407812
MADAME MENACE/SUNSET,Hero,187784,4396,3798,16696008,0.011247239
MADAME QWA,Hero,99675,1757,1920,3373440,0.029546991
MADAME ROSE,Hero,25246,109,514,56026,0.450612216
MADAME SLAY,Villain,100520,1420,1782,2530440,0.039724317
MADAME WEB/CASSANDRA,Hero,118809,2141,2305,4935005,0.024074748
MADCAP,Villain,188335,4924,3931,19356244,0.009729935
"MADDEN, CHET",Hero,132625,2068,2508,5186544,0.025570978
"MADDICKS, ARTHUR ART",Hero,238390,8289,5213,43210557,0.005516939
"MADDICKS, NADINE",Hero,66990,867,1113,964971,0.069421775
"MADDICKS, PROFESSOR",Hero,151171,2407,2788,6710716,0.022526806
"MADISON, TAYLOR",Hero,150986,2620,2801,7338620,0.020574168
MADMAN/PHIL STERNS,Hero,84231,1240,1485,1841400,0.045742913
"MADSDEN, TREVOR",Hero,51478,326,929,302854,0.169976292
MAELEN,Hero,194153,5235,4129,21615315,0.008982196
MAELSTROM/MALCOLM ST,Villain,203930,6021,4308,25938468,0.007862068
MAESTRO,Villain,75936,1026,1293,1326618,0.057240291
MAGDALENE/MARISSA DA,Hero,226268,7995,4911,39263445,0.005762816
MAGGOTT/JAPHETH,Hero,211505,6306,4560,28755360,0.007355324
MAGIC,Hero,192460,4889,3945,19287105,0.009978688
MAGIK/ILLYANA RASPUT,Hero,253488,9878,5801,57302278,0.004423698
MAGMA II/JONATHAN DA,Hero,149184,3471,2946,10225566,0.014589315
