hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
"ROSEN, WALTER",Hero,40,na,15,105.0,0.38095238095238093
ROSETTA STONE,Hero,0,na,1,0.0,
"ROSETTI, GABRIEL",Hero,13,na,7,21.0,0.6190476190476191
"ROSS, COURTNEY",Hero,12,na,6,15.0,0.8
"ROSS, EVERETT KENNET",Hero,67,na,20,190.0,0.3526315789473684
"ROSS, GEN. THADDEUS",Hero,483,na,75,2775.0,0.17405405405405405
"ROSSI, COL. MICHAEL",Hero,40,na,15,105.0,0.38095238095238093
"ROSSIN, DR.",Hero,1,na,2,1.0,1.0
"ROTH, ARNIE",Hero,39,na,15,105.0,0.37142857142857144
"ROTH, DR. GERALD",Hero,3,na,3,3.0,1.0
ROTWRAP,Villain,1,na,2,1.0,1.0
ROUGHHOUSE,Hero,25,na,10,45.0,0.5555555555555556
ROULETTE/DUDE JENSEN,Villain,1,na,2,1.0,1.0
ROULETTE II/JENNY ST,Villain,99,na,19,171.0,0.5789473684210527
"ROUSSEAU, ETIENNE",Hero,6,na,4,6.0,1.0
ROUST,Hero,12,na,7,21.0,0.5714285714285714
"ROWEN, CARL",Hero,10,na,5,10.0,1.0
"ROWEN, MIKE",Hero,10,na,5,10.0,1.0
"ROYCE, JENNIE",Hero,12,na,10,45.0,0.26666666666666666
"ROYTON, RAYMOND",Hero,3,na,3,3.0,1.0
R'TEE,Hero,30,na,10,45.0,0.6666666666666666
"RUBINO, STEVE HEADSE",Hero,0,na,1,0.0,
RUBY,Hero,84,na,20,190.0,0.4421052631578947
RUCKUS,Villain,15,na,8,28.0,0.5357142857142857
"RUDOLFO, PRINCE",Hero,16,na,7,21.0,0.7619047619047619
"RUIZ, DR. BERNARDO",Hero,1,na,2,1.0,1.0
"RUIZ, RHYTHM",Hero,1,na,2,1.0,1.0
"RUIZ, RIGGER",Hero,170,na,30,435.0,0.39080459770114945
RUMOR/,Hero,0,na,1,0.0,
"RUNCITER, GAIL",Hero,10,na,7,21.0,0.47619047619047616
RUNE,Hero,0,na,1,0.0,
RUNNER,Hero,46,na,12,66.0,0.696969696969697
RU,Hero,0,na,1,0.0,
"RUSSELL, LISSA",Hero,10,na,7,21.0,0.47619047619047616
RUSSIAN,Villain,3,na,3,3.0,1.0
"RYANS, JIM",Hero,0,na,1,0.0,
"RYAN, THOMAS",Hero,13,na,6,15.0,0.8666666666666667
"RYCHENKO, MAJ. VALEN",Hero,0,na,1,0.0,
RYDER,Hero,3,na,3,3.0,1.0
"RYKER, GENERAL",Villain,1,na,2,1.0,1.0
"RYKER, HARLAN",Hero,11,na,6,15.0,0.7333333333333333
"RYKER, LUCY",Hero,3,na,3,3.0,1.0
"RYKER, MAJOR SIMON",Hero,2,na,3,3.0,0.6666666666666666
"RYKING, ALEXANDER",Hero,25,na,8,28.0,0.8928571428571429
RY'LOR,Hero,0,na,1,0.0,
RYNDA,Hero,10,na,5,10.0,1.0
"SABINI, JERRY THE WH",Hero,10,na,6,15.0,0.6666666666666666
SABOTEUR/,Hero,0,na,1,0.0,
SABRA/RUTH BAT-SERAP,Hero,196,na,31,465.0,0.421505376344086
SABRE/,Hero,1,na,2,1.0,1.0
SABRETOOTH | MUTANT,Villain,1,na,2,1.0,1.0
SABRETOOTH/VICTOR CR,Villain,571,na,60,1770.0,0.3225988700564972
"SABUKI, DR. SAM",Hero,0,na,1,0.0,
SABU,Hero,1,na,2,1.0,1.0
SACK,Hero,18,na,7,21.0,0.8571428571428571
SACRIFICER,Hero,0,na,1,0.0,
"SAGE, HENRY",Hero,0,na,1,0.0,
SAGITTARIUS/HARLAN V,Villain,174,na,28,378.0,0.4603174603174603
SAGITTARIUS II/,Villain,15,na,6,15.0,1.0
SAHREED,Hero,3,na,3,3.0,1.0
SAI/,Hero,0,na,1,0.0,
"SAINT, AMANDA",Hero,1,na,2,1.0,1.0
SAINT ANNA,Hero,3,na,3,3.0,1.0
SAINT ELMO,Hero,1,na,2,1.0,1.0
"SAINT, JOHNNY",Hero,1,na,2,1.0,1.0
SAJA,Hero,0,na,1,0.0,
SAKAA,Hero,1,na,2,1.0,1.0
SALLA,Hero,3,na,3,3.0,1.0
SALOME,Villain,1,na,2,1.0,1.0
SALTZ/,Hero,5,na,4,6.0,0.8333333333333334
SALVO,Hero,18,na,7,21.0,0.8571428571428571
SAMA-D,Hero,0,na,1,0.0,
SAMEDAR,Hero,6,na,4,6.0,1.0
SAMHAIN,Hero,10,na,5,10.0,1.0
SAMMAEL,Hero,0,na,1,0.0,
SAMSON,Hero,3,na,3,3.0,1.0
SAMUELS,Hero,0,na,1,0.0,
SAMURAI STEEL/YOSHID,Hero,0,na,1,0.0,
"SANADA, KONO",Hero,6,na,4,6.0,1.0
"SANCHEZ, DET. LOUISA",Hero,0,na,1,0.0,
SANCTION/AARON,Hero,0,na,1,0.0,
SANCTITY/TANYA TRASK,Hero,10,na,7,21.0,0.47619047619047616
"SANDERS, DET. NAPOLE",Hero,3,na,3,3.0,1.0
"SANDERS, MAC",Hero,0,na,1,0.0,
"SANDHURST, VINCENT",Hero,29,na,10,45.0,0.6444444444444445
SANDMAN DOPPELGANGER,Villain,10,na,5,10.0,1.0
SANDMAN/WILLIAM BAKE,Villain,705,na,78,3003.0,0.23476523476523475
"SANDOR, PROFESSOR IS",Hero,1,na,2,1.0,1.0
"SANDOVAL, DIEGO",Hero,1,na,2,1.0,1.0
"SANDOVAL, JULIANA",Hero,4,na,4,6.0,0.6666666666666666
SANDSTORM/,Hero,0,na,1,0.0,
SANDY,Hero,3,na,3,3.0,1.0
SANGRE/JULIA CONCEPC,Hero,1,na,2,1.0,1.0
SANGUINE,Hero,1,na,2,1.0,1.0
SANTA CLAUS/NICK ST.,Hero,1,na,2,1.0,1.0
"SANTINI, DR. JOSE",Hero,14,na,7,21.0,0.6666666666666666
"SANTOS, JOSE",Hero,0,na,1,0.0,
"SANTOS, MARIO",Hero,0,na,1,0.0,
"SAPIR, HERSCHEL",Hero,15,na,6,15.0,1.0
SAPPER,Hero,1,na,2,1.0,1.0
SAPPHIRAS,Hero,28,na,8,28.0,1.0
"SAPRISTI, JERRY",Hero,128,na,26,325.0,0.39384615384615385
SARACEN,Hero,0,na,1,0.0,
SARDAN,Hero,10,na,5,10.0,1.0
SARIEL,Hero,1,na,2,1.0,1.0
"SAROYAN, NEAL",Hero,4,na,4,6.0,0.6666666666666666
SASQUATCH DOPPELGANG,Hero,379,na,33,528.0,0.7178030303030303
SASQUATCH II,Hero,25,na,9,36.0,0.6944444444444444
SASQUATCH | MUTANT X,Hero,3,na,3,3.0,1.0
SASQUATCH/WALTER LAN,Hero,910,na,93,4278.0,0.21271622253389436
SATANA,Villain,1,na,2,1.0,1.0
SATAN/MARDU KURIOS,Villain,15,na,10,45.0,0.3333333333333333
SATANNISH,Villain,55,na,16,120.0,0.4583333333333333
SATELLITE,Hero,6,na,4,6.0,1.0
SATHAN,Hero,3,na,3,3.0,1.0
SA'TNEEN,Hero,0,na,1,0.0,
"SATURNYNE, OPAL LUNA",Hero,10,na,6,15.0,0.6666666666666666
SAT-YR-9,Villain,12,na,8,28.0,0.42857142857142855
SAUL,Villain,32,na,11,55.0,0.5818181818181818
"SAUNDERS, DABNEY",Hero,3,na,3,3.0,1.0
"SAUNDERS, KRISTINE",Hero,22,na,8,28.0,0.7857142857142857
SAURON/DR. KARL LYKO,Villain,208,na,34,561.0,0.37076648841354726
SAVAGE STEEL/HARRY L,Hero,3,na,3,3.0,1.0
SAVAGE STEEL II/ARTH,Hero,0,na,1,0.0,
"SAVANNAH, LOU-ANN",Hero,1,na,2,1.0,1.0
"SAWYER, GENERAL SAMU",Hero,11,na,6,15.0,0.7333333333333333
"SAWYER, RYAN",Hero,1,na,2,1.0,1.0
"SAXON, STARR",Hero,108,na,23,253.0,0.4268774703557312
SAYGE,Hero,7,na,6,15.0,0.4666666666666667
SCALEFACE/,Villain,6,na,4,6.0,1.0
SCALPHUNTER,Villain,335,na,30,435.0,0.7701149425287356
SCANDIUM,Hero,20,na,8,28.0,0.7142857142857143
"SCANLON, COMMANDER",Hero,1,na,2,1.0,1.0
SCANNER II,Villain,259,na,34,561.0,0.46167557932263814
SCANNER II/RHANLA,Villain,0,na,1,0.0,
SCANNER/SKERA,Villain,5,na,4,6.0,0.8333333333333334
SCARBO,Hero,3,na,3,3.0,1.0
SCARECROW/EBENEZER L,Villain,212,na,26,325.0,0.6523076923076923
SCARECROW II,Villain,13,na,6,15.0,0.8666666666666667
"SCARFE, RAFAEL",Hero,21,na,15,105.0,0.2
SCARLET BEETLE,Hero,0,na,1,0.0,
SCARLET CENTURION,Hero,22,na,10,45.0,0.4888888888888889
SCARLET SCARAB/DR. F,Hero,0,na,1,0.0,
SCARLET WITCH DOPPEL,Hero,158,na,19,171.0,0.9239766081871345
SCARLET WITCH/WANDA,Hero,3794,na,304,46056.0,0.08237797463956922
"SCARLOTTI, MICHAEL J",Hero,0,na,1,0.0,
"SCARLOTTI, MRS.",Hero,0,na,1,0.0,
"SCARPETTI, ALPHONSE",Hero,1,na,2,1.0,1.0
SCAR THE STALKER/BRI,Hero,1,na,2,1.0,1.0
SCARUM/,Hero,3,na,3,3.0,1.0
SCATTERBRAIN,Hero,5,na,4,6.0,0.8333333333333334
SCATTERSHOT/NATALIA,Hero,0,na,1,0.0,
SCENE STEALER,Hero,0,na,1,0.0,
"SCHEELE, STEPHANIE",Hero,0,na,1,0.0,
SCHEMER/RICHARD FISK,Villain,164,na,27,351.0,0.4672364672364672
"SCHOENFELD, ELAINE",Hero,1,na,2,1.0,1.0
"SCHOOLCRAFT, DR. DEN",Hero,142,na,18,153.0,0.9281045751633987
"SCHUYLER, DR. REBECC",Hero,1,na,2,1.0,1.0
"SCHWINNER, DR. ERIC",Hero,3,na,3,3.0,1.0
"SCICLUNA, MICHELE",Hero,1,na,2,1.0,1.0
SCIMITAR,Villain,3,na,4,6.0,0.5
SCINTILLA,Hero,1,na,2,1.0,1.0
SCOPE,Hero,0,na,1,0.0,
SCORCHER/,Hero,142,na,19,171.0,0.8304093567251462
SCORCH II,Villain,3,na,3,3.0,1.0
SCORCH/TOMMY NG,Villain,0,na,1,0.0,
SCORPIA,Hero,42,na,10,45.0,0.9333333333333333
SCORPIO II,Villain,21,na,7,21.0,1.0
SCORPIO III/MIKEL FU,Villain,4,na,4,6.0,0.6666666666666666
SCORPIO IV,Villain,15,na,6,15.0,1.0
SCORPIO/JAKE FURY,Villain,32,na,10,45.0,0.7111111111111111
SCORPION/MACDONALD G,Villain,171,na,30,435.0,0.3931034482758621
"SCOTT, JAKE",Hero,1,na,2,1.0,1.0
"SCOTT, PARIS",Hero,1,na,2,1.0,1.0
"SCOTT, PETER",Hero,9,na,5,10.0,0.9
SCOURGE,Hero,253,na,39,741.0,0.34143049932523617
SCOURGE II/,Hero,21,na,7,21.0,1.0
SCRAMBLER,Villain,322,na,29,406.0,0.7931034482758621
"SCRATCH, NICHOLAS",Hero,70,na,16,120.0,0.5833333333333334
SCRATCH,Hero,2,na,3,3.0,0.6666666666666666
SCREAMING MIMI/MELIS,Villain,1324,na,105,5460.0,0.2424908424908425
SCREAM,Villain,48,na,11,55.0,0.8727272727272727
SCRIBE,Hero,5,na,4,6.0,0.8333333333333334
SCRIER II/,Hero,46,na,11,55.0,0.8363636363636363
SCRIER II/S. CRIER,Hero,6,na,4,6.0,1.0
SCRIER JR.,Hero,1,na,2,1.0,1.0
SCRIER,Hero,9,na,6,15.0,0.6
"SCRIPPS, LAHOYA",Hero,0,na,1,0.0,
SCUZZ,Hero,0,na,1,0.0,
SCYLLA,Hero,1,na,2,1.0,1.0
SCYTHE/,Hero,3,na,3,3.0,1.0
SEA LEOPARD,Hero,0,na,1,0.0,
SEA URCHIN/JEREMY SW,Hero,10,na,5,10.0,1.0
SEAWEED MAN,Hero,0,na,1,0.0,
SEA WITCH/BRIGIT O'H,Hero,0,na,1,0.0,
"SEBASTIAN, MARISSA",Hero,4,na,4,6.0,0.6666666666666666
"SEBASTIAN, MRS.",Hero,0,na,1,0.0,
SECOND/ALECTO,Hero,0,na,1,0.0,
SEDNA,Hero,3,na,3,3.0,1.0
SEEKER III,Hero,0,na,1,0.0,
SEEKER/TARM,Hero,9,na,5,10.0,0.9
SEER,Hero,3,na,3,3.0,1.0
SEERESS,Hero,0,na,1,0.0,
SEESHA,Hero,7,na,5,10.0,0.7
SEETAH,Hero,0,na,1,0.0,
"SEGAR, OWEN",Hero,0,na,1,0.0,
SELENE,Hero,243,na,41,820.0,0.29634146341463413
SELENE | MUTANT X-VE,Hero,15,na,6,15.0,1.0
SEMIJAN,Hero,1,na,2,1.0,1.0
"SENNET, PAMELA",Hero,8,na,5,10.0,0.8
"SENREICH, GUNTHER",Hero,0,na,1,0.0,
SENSATIONAL HYDRA/A,Hero,4,na,4,6.0,0.6666666666666666
SENSO,Hero,3,na,3,3.0,1.0
SENTINELS,Villain,180,na,36,630.0,0.2857142857142857
SENTRY 459,Hero,7,na,5,10.0,0.7
SENTRY 571,Hero,1,na,2,1.0,1.0
SENTRY II/BOB REYNOL,Hero,0,na,1,0.0,
SENTRY III,Hero,32,na,9,36.0,0.8888888888888888
SENTRY IV/VAL,Hero,1,na,2,1.0,1.0
SENYAKA,Hero,113,na,17,136.0,0.8308823529411765
"SENYAKA, TIA",Hero,1,na,2,1.0,1.0
SERAPH,Hero,6,na,4,6.0,1.0
SERESTUS,Hero,10,na,5,10.0,1.0
SERGEI,Hero,157,na,30,435.0,0.36091954022988504
SERPENTYNE,Hero,0,na,1,0.0,
SERSI | MUTANT X-VER,Hero,45,na,10,45.0,1.0
SERSI/SYLVIA,Hero,1067,na,115,6555.0,0.16277650648360031
SERVITOR,Hero,8,na,5,10.0,0.8
SET,Villain,38,na,12,66.0,0.5757575757575758
SETH,Villain,29,na,11,55.0,0.5272727272727272
SETH III,Villain,3,na,3,3.0,1.0
SETH II,Villain,24,na,9,36.0,0.6666666666666666
"SEVERIN, MARIE",Hero,0,na,1,0.0,
"SEVILLE, STACY",Hero,1,na,2,1.0,1.0
"SEWARD, ANNE",Hero,0,na,1,0.0,
"SEWARD, DR. CHARLES",Hero,0,na,1,0.0,
"SEWARD, ELISABETH",Hero,0,na,1,0.0,
"SEWARD, JANE",Hero,0,na,1,0.0,
"SHAARA, MRS.",Hero,1,na,2,1.0,1.0
"SHAARA, MR.",Hero,1,na,2,1.0,1.0
"SHAARA, SANJIT",Hero,1,na,2,1.0,1.0
SHAARA,Hero,1,na,2,1.0,1.0
SHADES,Villain,1,na,2,1.0,1.0
SHADOWCASTER/,Hero,1,na,2,1.0,1.0
SHADOWCAT 2013,Hero,45,na,13,78.0,0.5769230769230769
SHADOWCAT/KATHERINE,Hero,2003,na,175,15225.0,0.131559934318555
SHADOWCAT | MUTANT X,Hero,9,na,5,10.0,0.9
SHADOW-HAND/LI CHUN,Hero,1,na,2,1.0,1.0
SHADOW KING/AMAHL FA,Villain,222,na,31,465.0,0.4774193548387097
SHADOW KING | MUTANT,Villain,10,na,5,10.0,1.0
SHADOWKNIGHT/RANDALL,Villain,0,na,1,0.0,
SHADOWOMAN/JILLIAN W,Hero,0,na,1,0.0,
SHADOW QUEEN/SHIALMA,Hero,0,na,1,0.0,
"SHAITAN, AL",Hero,3,na,3,3.0,1.0
SHAKATI,Hero,27,na,8,28.0,0.9642857142857143
SHAKTI,Hero,1,na,2,1.0,1.0
SHALAK,Hero,1,na,2,1.0,1.0
SHALLA BAL II,Hero,41,na,12,66.0,0.6212121212121212
SHALLA BAL,Hero,1,na,2,1.0,1.0
SHAMAN II,Hero,28,na,9,36.0,0.7777777777777778
SHAMAN III,Hero,0,na,1,0.0,
SHAMAN/MICHAEL TWOYO,Hero,552,na,75,2775.0,0.1989189189189189
SHAMAN | MUTANT X-VE,Hero,3,na,3,3.0,1.0
SHAMROCK/MOLLY FITZG,Hero,95,na,18,153.0,0.6209150326797386
"SHANE, BRIDGIT",Hero,0,na,1,0.0,
SHANGA,Hero,15,na,6,15.0,1.0
SHANG-CHI,Hero,52,na,20,190.0,0.2736842105263158
SHANNA/SHANNA O'HARA,Hero,361,na,53,1378.0,0.26197387518142234
SHANZAR,Hero,2,na,3,3.0,0.6666666666666666
"SHAPANDER, KARIMA",Hero,1,na,2,1.0,1.0
SHAPE,Hero,31,na,12,66.0,0.4696969696969697
SHAPER OF WORLDS,Hero,10,na,6,15.0,0.6666666666666666
SHARD,Hero,29,na,11,55.0,0.5272727272727272
SHARK/,Hero,3,na,3,3.0,1.0
SHARKSKIN,Hero,0,na,1,0.0,
"SHARPE, ROSALINDE",Hero,120,na,27,351.0,0.3418803418803419
"SHARP, TRINA",Hero,0,na,1,0.0,
SHARYD/CONAL,Hero,3,na,3,3.0,1.0
SHA SHAN,Hero,255,na,36,630.0,0.40476190476190477
SHATTERAX,Villain,16,na,7,21.0,0.7619047619047619
SHATTERFIST/,Hero,143,na,20,190.0,0.7526315789473684
SHATTERSTAR II/GAVEE,Hero,345,na,51,1275.0,0.27058823529411763
"SHAUNEGHANN, MICHAEL",Hero,15,na,6,15.0,1.0
"SHAW, ESAU",Hero,1,na,2,1.0,1.0
"SHAW, HIRAM",Hero,1,na,2,1.0,1.0
"SHAW, JACOB",Hero,1,na,2,1.0,1.0
"SHAW, MILDRED",Hero,0,na,1,0.0,
"SHAW, OBADIAH",Hero,1,na,2,1.0,1.0
"SHAW, SAMARRA",Hero,6,na,4,6.0,1.0
"SHAW, SARAH",Hero,1,na,2,1.0,1.0
"SHAW, SHINOBI",Villain,125,na,25,300.0,0.4166666666666667
SHAZANA,Hero,7,na,5,10.0,0.7
SHE-CAT,Hero,15,na,6,15.0,1.0
"SHEFFIELD, LEAH",Hero,21,na,7,21.0,1.0
SHE-HULK DOPPELGANGE,Hero,276,na,26,325.0,0.8492307692307692
SHE-HULK/JENNIFER WA,Hero,3113,na,247,30381.0,0.10246535663737204
"SHELDON, PHIL",Hero,16,na,7,21.0,0.7619047619047619
SHELL/,Hero,0,na,1,0.0,
SHELLSHOCK/,Hero,263,na,31,465.0,0.5655913978494623
"SHEPPARD, JOAN ACE",Hero,3,na,3,3.0,1.0
"SHERIDAN, FLORENCE",Hero,3,na,3,3.0,1.0
"SHERIDAN, LEAH",Hero,0,na,1,0.0,
"SHERIDAN, RICHARD RI",Hero,65,na,18,153.0,0.42483660130718953
"SHERIDAN, WILLIAM",Hero,3,na,3,3.0,1.0
"SHERMAN, GEN.",Hero,0,na,1,0.0,
SHE-WOLF/PAULETTE BR,Hero,3,na,3,3.0,1.0
"SHIFFMAN, MAXIE",Hero,44,na,10,45.0,0.9777777777777777
SHIGARU,Hero,0,na,1,0.0,
SHINAR,Hero,1,na,2,1.0,1.0
SHIN,Hero,0,na,1,0.0,
"SHINCHUKO, LOTUS",Hero,13,na,7,21.0,0.6190476190476191
"SHINSKI, PROFESSOR W",Hero,35,na,12,66.0,0.5303030303030303
SHIP,Hero,197,na,33,528.0,0.3731060606060606
"SHIPPINSKY, MALIK",Hero,3,na,3,3.0,1.0
"SHIRE, DR. RANDALL",Hero,1,na,2,1.0,1.0
SHIVA,Hero,0,na,1,0.0,
SHIVER MAN,Hero,1,na,2,1.0,1.0
SHOCKER/HERMAN SCHUL,Villain,364,na,42,861.0,0.42276422764227645
SHOCKWAVE/LANCASTER,Villain,225,na,30,435.0,0.5172413793103449
SHOCKWAVE ROBOT,Villain,3,na,3,3.0,1.0
SHOC/NEIL AIKEN,Hero,16,na,8,28.0,0.5714285714285714
"SHOOTER, JIM",Hero,15,na,6,15.0,1.0
SHOOTING STAR,Hero,39,na,12,66.0,0.5909090909090909
"SHORR, JACQUELINE",Hero,39,na,11,55.0,0.7090909090909091
SHORT CIRCUIT/HENRY,Hero,1,na,2,1.0,1.0
SHOT/,Hero,0,na,1,0.0,
SHOTGUN III/,Villain,10,na,5,10.0,1.0
SHOTGUN II/WALKER,Villain,1,na,2,1.0,1.0
SHOTGUN/ZEKE SALLING,Villain,6,na,4,6.0,1.0
SHREEVE,Hero,0,na,1,0.0,
SHREW/MARILYN MAYCRO,Hero,10,na,5,10.0,1.0
SHRIEK/SANDRA DEEL/F,Villain,31,na,9,36.0,0.8611111111111112
SHRILL/,Hero,0,na,1,0.0,
SHRINE,Hero,0,na,1,0.0,
SHROUD/MAXIMILLIAN Q,Hero,264,na,42,861.0,0.30662020905923343
SHULK,Hero,1,na,2,1.0,1.0
SHUMA-GORATH,Villain,0,na,1,0.0,
SHYM'R,Hero,0,na,1,0.0,
SIBERCAT/,Hero,10,na,5,10.0,1.0
SIBERION,Hero,0,na,1,0.0,
SICKLE,Hero,3,na,3,3.0,1.0
SICKLE II/,Hero,1,na,2,1.0,1.0
SIDEWINDER/SETH VOEL,Villain,332,na,38,703.0,0.4722617354196302
SIEGE/JOHN KELLY,Hero,6,na,4,6.0,1.0
"SIEGEL, DR. AVRAM",Hero,1,na,2,1.0,1.0
SIF,Hero,461,na,69,2346.0,0.19650468883205457
SIFFROR,Hero,28,na,8,28.0,1.0
SIGMAR,Hero,0,na,1,0.0,
SIGN/,Hero,1,na,2,1.0,1.0
SIGYN,Hero,22,na,9,36.0,0.6111111111111112
SIINGARD,Hero,3,na,3,3.0,1.0
SIKORSKY,Hero,43,na,15,105.0,0.4095238095238095
"SIKORSKY, RAYMOND",Hero,279,na,45,990.0,0.2818181818181818
SILENCE/,Hero,0,na,1,0.0,
SILENCER,Hero,1,na,2,1.0,1.0
SILENT ONE,Hero,5,na,4,6.0,0.8333333333333334
SILHOUETTE,Hero,466,na,57,1596.0,0.29197994987468673
SILICON/GERALD SIMMS,Hero,0,na,1,0.0,
"SILVANI, VITTORIO",Hero,43,na,12,66.0,0.6515151515151515
SILVER,Hero,50,na,13,78.0,0.6410256410256411
SILVERCLAW/LA GARRA,Hero,41,na,14,91.0,0.45054945054945056
"SILVERCLOUD, SAM",Hero,1,na,2,1.0,1.0
SILVER DAGGER/ISAIAH,Hero,26,na,9,36.0,0.7222222222222222
SILVER FOX/BAYAN,Hero,0,na,1,0.0,
SILVER FOX II/ZORA D,Hero,5,na,4,6.0,0.8333333333333334
SILVER II,Hero,15,na,6,15.0,1.0
SILVERMANE/SILVIO MA,Hero,187,na,35,595.0,0.3142857142857143
SILVER SABLE,Villain,312,na,48,1128.0,0.2765957446808511
SILVER SAMURAI/KENYU,Villain,180,na,33,528.0,0.3409090909090909
SILVER SCORPION/ELIS,Villain,70,na,15,105.0,0.6666666666666666
SILVER SURFER DOPPEL,Hero,66,na,12,66.0,1.0
SILVER SURFER IMPOST,Hero,25,na,8,28.0,0.8928571428571429
SILVER SURFER | MUTA,Hero,3,na,3,3.0,1.0
SILVER SURFER/NORRIN,Hero,1180,na,122,7381.0,0.15986993632299146
SIMBUS,Hero,0,na,1,0.0,
"SIMMONS, ARCHIE",Hero,1,na,2,1.0,1.0
"SIMMONS, RANDALL",Hero,15,na,6,15.0,1.0
"SIMON, ALEX FLORES",Hero,35,na,12,66.0,0.5303030303030303
"SIMON, FELIX",Hero,1,na,2,1.0,1.0
"SIMONSON, LOUISE",Hero,15,na,6,15.0,1.0
"SIMPSON, CRASH",Hero,3,na,3,3.0,1.0
"SIMS, EZEKIEL",Hero,1,na,2,1.0,1.0
"SINCLAIR, MORGAN",Hero,6,na,4,6.0,1.0
SIN-EATER/STAN CARTE,Villain,13,na,6,15.0,0.8666666666666667
SINEW/,Hero,28,na,8,28.0,1.0
SINGER,Hero,25,na,9,36.0,0.6944444444444444
"SINGER, MERLE",Hero,3,na,3,3.0,1.0
"SINGH, DR.",Hero,0,na,1,0.0,
SINTARIIS,Hero,3,na,3,3.0,1.0
SIR BENEDICT,Hero,9,na,5,10.0,0.9
SIR,Hero,28,na,8,28.0,1.0
SIROCCO,Hero,6,na,4,6.0,1.0
SIRYN/THERESA ROURKE,Hero,585,na,78,3003.0,0.19480519480519481
SISTER AGONY,Hero,12,na,6,15.0,0.8
SISTER CHLOE,Hero,21,na,7,21.0,1.0
SISTER DEATH,Hero,3,na,3,3.0,1.0
SISTER DREAM,Hero,3,na,3,3.0,1.0
SISTER KATRINA,Hero,0,na,1,0.0,
SISTER MARIA,Hero,1,na,2,1.0,1.0
SISTER NIL,Hero,5,na,4,6.0,0.8333333333333334
SISTER PERPETUA,Hero,0,na,1,0.0,
SISTER PLEASURE/SCAR,Hero,13,na,7,21.0,0.6190476190476191
SISTER SALVATION,Hero,22,na,8,28.0,0.7857142857142857
SISTER SOPHIA,Hero,1,na,2,1.0,1.0
SITTING BULLSEYE/,Villain,10,na,5,10.0,1.0
"SITWELL, JASPER",Villain,319,na,54,1431.0,0.22292103424178897
SKADI,Hero,6,na,4,6.0,1.0
SKAR,Hero,0,na,1,0.0,
SKARABROUS,Hero,28,na,8,28.0,1.0
SKARLET,Hero,1,na,2,1.0,1.0
SKETCH/,Hero,0,na,1,0.0,
SKEWER,Hero,0,na,1,0.0,
SKIDS/SALLY BLEVINS,Hero,509,na,56,1540.0,0.33051948051948055
SKIN/ANGELO ESPINOSA,Hero,190,na,37,666.0,0.2852852852852853
SKIN II/DONNA BLISS,Hero,1,na,2,1.0,1.0
SKINNER,Villain,1,na,2,1.0,1.0
"SKIN, NYLA",Hero,6,na,4,6.0,1.0
SKOLL,Hero,28,na,8,28.0,1.0
SKOOKA,Hero,0,na,1,0.0,
SKUL/JOHN SKULINOWSK,Hero,0,na,1,0.0,
SKULLBUSTER,Villain,135,na,18,153.0,0.8823529411764706
SKULLCRASHER/,Hero,0,na,1,0.0,
SKULL-JACKET,Hero,3,na,3,3.0,1.0
SKUNGE,Hero,6,na,4,6.0,1.0
SKYE,Hero,0,na,1,0.0,
SKYHAWK/WINSTON BILL,Hero,1,na,2,1.0,1.0
SKYMAX/SK'YM'X/JAMES,Hero,3,na,3,3.0,1.0
SKY-WALKER,Hero,1,na,2,1.0,1.0
SLAB/KRIS ANDERSON,Hero,23,na,9,36.0,0.6388888888888888
SLADE,Hero,21,na,7,21.0,1.0
"SLAG/SLAGHT, DR. THE",Hero,6,na,4,6.0,1.0
SLAMBEAUX,Hero,0,na,1,0.0,
S'LAR,Hero,3,na,3,3.0,1.0
SLASHER,Villain,0,na,1,0.0,
SLASHER II,Villain,15,na,6,15.0,1.0
SLAUGHTER II/CONSTAN,Hero,1,na,2,1.0,1.0
SLAUGHTER,Hero,0,na,1,0.0,
"SLAVINSKI, SALLY",Hero,1,na,2,1.0,1.0
SLAYER/,Hero,0,na,1,0.0,
SLEDGE,Hero,4,na,4,6.0,0.6666666666666666
SLEEK,Hero,1,na,2,1.0,1.0
SLEEPER,Hero,28,na,9,36.0,0.7777777777777778
SLEEPWALKER,Hero,174,na,29,406.0,0.42857142857142855
SLICE/,Hero,0,na,1,0.0,
SLICK,Hero,1,na,2,1.0,1.0
SLIDE,Hero,0,na,1,0.0,
SLITHER,Villain,90,na,17,136.0,0.6617647058823529
"SLOAN, ANNA",Hero,15,na,6,15.0,1.0
"SLOAN, DR.",Hero,102,na,20,190.0,0.5368421052631579
"SLOAN, FRED",Hero,27,na,11,55.0,0.4909090909090909
"SLOAN, JASON",Hero,12,na,6,15.0,0.8
SLOTH,Hero,3,na,3,3.0,1.0
SLOTOTH,Hero,6,na,4,6.0,1.0
"SLUGANSKI, ERNIE",Hero,0,na,1,0.0,
SLUG/ULYSSES X. LUGM,Villain,55,na,14,91.0,0.6043956043956044
SLUJ,Hero,1,na,2,1.0,1.0
SLUK,Hero,1,na,2,1.0,1.0
SLYDE,Hero,144,na,20,190.0,0.7578947368421053
"SMALLWOOD, DAN",Hero,7,na,5,10.0,0.7
SMART ALEC/ALEC THOR,Hero,1,na,2,1.0,1.0
SMASHER,Hero,0,na,1,0.0,
