,hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
5063,SHOCKWAVE ROBOT,Villain,6,1,3,3,2.0
5064,SHOCKWAVE/LANCASTER,Villain,289,14,30,420,0.6880952380952381
5065,"SHOOTER, JIM",Hero,23,3,6,18,1.2777777777777777
5066,SHOOTING STAR,Hero,56,6,12,72,0.7777777777777778
5067,"SHORR, JACQUELINE",Hero,67,7,11,77,0.8701298701298701
5068,SHORT CIRCUIT/HENRY,Hero,4,2,2,4,1.0
5069,SHOT/,Hero,1,1,1,1,1.0
5070,SHOTGUN II/WALKER,Villain,8,6,2,12,0.6666666666666666
5071,SHOTGUN III/,Villain,22,3,5,15,1.4666666666666666
5072,SHOTGUN/ZEKE SALLING,Villain,11,2,4,8,1.375
5073,SHREEVE,Hero,1,1,1,1,1.0
5074,SHREW/MARILYN MAYCRO,Hero,17,3,5,15,1.1333333333333333
5075,SHRIEK/SANDRA DEEL/F,Villain,69,19,9,171,0.40350877192982454
5076,SHRILL/,Hero,3,3,1,3,1.0
5077,SHRINE,Hero,1,1,1,1,1.0
5078,SHROUD/MAXIMILLIAN Q,Hero,369,33,42,1386,0.2662337662337662
5079,SHULK,Hero,5,2,2,4,1.25
5080,SHUMA-GORATH,Villain,3,3,1,3,1.0
5081,SHYM'R,Hero,1,1,1,1,1.0
5082,SIBERCAT/,Hero,18,2,5,10,1.8
5083,SIBERION,Hero,3,3,1,3,1.0
5084,SICKLE,Hero,8,2,3,6,1.3333333333333333
5085,SICKLE II/,Hero,11,7,2,14,0.7857142857142857
5086,SIDEWINDER/SETH VOEL,Villain,485,20,38,760,0.6381578947368421
5087,SIEGE/JOHN KELLY,Hero,10,1,4,4,2.5
5088,"SIEGEL, DR. AVRAM",Hero,7,5,2,10,0.7
5089,SIF,Hero,1106,240,69,16560,0.06678743961352657
5090,SIFFROR,Hero,36,1,8,8,4.5
5091,SIGMAR,Hero,3,3,1,3,1.0
5092,SIGN/,Hero,5,2,2,4,1.25
5093,SIGYN,Hero,46,14,9,126,0.36507936507936506
5094,SIINGARD,Hero,7,2,3,6,1.1666666666666667
5095,SIKORSKY,Hero,85,18,15,270,0.3148148148148148
5096,"SIKORSKY, RAYMOND",Hero,353,26,45,1170,0.3017094017094017
5097,SILENCE/,Hero,3,3,1,3,1.0
5098,SILENCER,Hero,3,1,2,2,1.5
5099,SILENT ONE,Hero,12,4,4,16,0.75
5100,SILHOUETTE,Hero,621,46,57,2622,0.23684210526315788
5101,SILICON/GERALD SIMMS,Hero,1,1,1,1,1.0
5102,"SILVANI, VITTORIO",Hero,56,2,12,24,2.3333333333333335
5103,SILVER,Hero,79,9,13,117,0.6752136752136753
5104,SILVER DAGGER/ISAIAH,Hero,49,15,9,135,0.362962962962963
5105,SILVER FOX II/ZORA D,Hero,17,6,4,24,0.7083333333333334
5106,SILVER FOX/BAYAN,Hero,2,2,1,2,1.0
5107,SILVER II,Hero,21,1,6,6,3.5
5108,SILVER SABLE,Villain,507,82,48,3936,0.1288109756097561
5109,SILVER SAMURAI/KENYU,Villain,255,32,33,1056,0.24147727272727273
5110,SILVER SCORPION/ELIS,Villain,113,10,15,150,0.7533333333333333
5111,SILVER SURFER DOPPEL,Hero,78,1,12,12,6.5
5112,SILVER SURFER IMPOST,Hero,37,4,8,32,1.15625
5113,SILVER SURFER | MUTA,Hero,7,2,3,6,1.1666666666666667
5114,SILVER SURFER/NORRIN,Hero,2085,310,122,37820,0.05512956107879429
5115,SILVERCLAW/LA GARRA,Hero,71,11,14,154,0.461038961038961
5116,"SILVERCLOUD, SAM",Hero,5,2,2,4,1.25
5117,SILVERMANE/SILVIO MA,Hero,309,33,35,1155,0.2675324675324675
5118,SIMBUS,Hero,2,2,1,2,1.0
5119,"SIMMONS, ARCHIE",Hero,4,2,2,4,1.0
5120,"SIMMONS, RANDALL",Hero,21,1,6,6,3.5
5121,"SIMON, ALEX FLORES",Hero,64,15,12,180,0.35555555555555557
5122,"SIMON, FELIX",Hero,6,3,2,6,1.0
5123,"SIMONSON, LOUISE",Hero,22,2,6,12,1.8333333333333333
5124,"SIMPSON, CRASH",Hero,7,2,3,6,1.1666666666666667
5125,"SIMS, EZEKIEL",Hero,9,4,2,8,1.125
5126,SIN-EATER/STAN CARTE,Villain,31,8,6,48,0.6458333333333334
5127,"SINCLAIR, MORGAN",Hero,28,7,4,28,1.0
5128,SINEW/,Hero,38,3,8,24,1.5833333333333333
5129,SINGER,Hero,42,4,9,36,1.1666666666666667
5130,"SINGER, MERLE",Hero,6,1,3,3,2.0
5131,"SINGH, DR.",Hero,1,1,1,1,1.0
5132,SINTARIIS,Hero,6,1,3,3,2.0
5133,SIR,Hero,42,6,8,48,0.875
5134,SIR BENEDICT,Hero,20,3,5,15,1.3333333333333333
5135,SIROCCO,Hero,18,3,4,12,1.5
5136,SIRYN/THERESA ROURKE,Hero,921,105,78,8190,0.11245421245421246
5137,SISTER AGONY,Hero,30,9,6,54,0.5555555555555556
5138,SISTER CHLOE,Hero,29,2,7,14,2.0714285714285716
5139,SISTER DEATH,Hero,17,8,3,24,0.7083333333333334
5140,SISTER DREAM,Hero,17,8,3,24,0.7083333333333334
5141,SISTER KATRINA,Hero,1,1,1,1,1.0
5142,SISTER MARIA,Hero,3,1,2,2,1.5
5143,SISTER NIL,Hero,22,8,4,32,0.6875
5144,SISTER PERPETUA,Hero,2,2,1,2,1.0
5145,SISTER PLEASURE/SCAR,Hero,35,11,7,77,0.45454545454545453
5146,SISTER SALVATION,Hero,38,6,8,48,0.7916666666666666
5147,SISTER SOPHIA,Hero,3,1,2,2,1.5
5148,SITTING BULLSEYE/,Villain,25,3,5,15,1.6666666666666667
5149,"SITWELL, JASPER",Villain,547,91,54,4914,0.11131461131461132
5150,SKADI,Hero,10,1,4,4,2.5
5151,SKAR,Hero,6,6,1,6,1.0
5152,SKARABROUS,Hero,36,1,8,8,4.5
5153,SKARLET,Hero,3,1,2,2,1.5
5154,SKETCH/,Hero,1,1,1,1,1.0
5155,SKEWER,Hero,2,2,1,2,1.0
5156,SKIDS/SALLY BLEVINS,Hero,785,58,56,3248,0.2416871921182266
5157,SKIN II/DONNA BLISS,Hero,14,9,2,18,0.7777777777777778
5158,"SKIN, NYLA",Hero,20,5,4,20,1.0
5159,SKIN/ANGELO ESPINOSA,Hero,351,80,37,2960,0.11858108108108108
5160,SKINNER,Villain,3,1,2,2,1.5
5161,SKOLL,Hero,42,3,8,24,1.75
5162,SKOOKA,Hero,6,6,1,6,1.0
5163,SKUL/JOHN SKULINOWSK,Hero,1,1,1,1,1.0
5164,SKULL-JACKET,Hero,6,1,3,3,2.0
5165,SKULLBUSTER,Villain,180,6,18,108,1.6666666666666667
5166,SKULLCRASHER/,Hero,1,1,1,1,1.0
5167,SKUNGE,Hero,14,4,4,16,0.875
5168,SKY-WALKER,Hero,3,1,2,2,1.5
5169,SKYE,Hero,3,3,1,3,1.0
5170,SKYHAWK/WINSTON BILL,Hero,4,2,2,4,1.0
5171,SKYMAX/SK'YM'X/JAMES,Hero,6,1,3,3,2.0
5172,SLAB/KRIS ANDERSON,Hero,39,4,9,36,1.0833333333333333
5173,SLADE,Hero,33,3,7,21,1.5714285714285714
5174,"SLAG/SLAGHT, DR. THE",Hero,19,5,4,20,0.95
5175,SLAMBEAUX,Hero,1,1,1,1,1.0
5176,SLASHER,Villain,2,2,1,2,1.0
5177,SLASHER II,Villain,21,1,6,6,3.5
5178,SLAUGHTER,Hero,1,1,1,1,1.0
5179,SLAUGHTER II/CONSTAN,Hero,3,1,2,2,1.5
5180,"SLAVINSKI, SALLY",Hero,3,1,2,2,1.5
5181,SLAYER/,Hero,1,1,1,1,1.0
5182,SLEDGE,Hero,13,6,4,24,0.5416666666666666
5183,SLEEK,Hero,6,3,2,6,1.0
5184,SLEEPER,Hero,61,8,9,72,0.8472222222222222
5185,SLEEPWALKER,Hero,244,25,29,725,0.33655172413793105
5186,SLICE/,Hero,3,3,1,3,1.0
5187,SLICK,Hero,7,3,2,6,1.1666666666666667
5188,SLIDE,Hero,1,1,1,1,1.0
5189,SLITHER,Villain,131,15,17,255,0.5137254901960784
5190,"SLOAN, ANNA",Hero,21,1,6,6,3.5
5191,"SLOAN, DR.",Hero,155,20,20,400,0.3875
5192,"SLOAN, FRED",Hero,67,19,11,209,0.32057416267942584
5193,"SLOAN, JASON",Hero,39,10,6,60,0.65
5194,SLOTH,Hero,9,2,3,6,1.5
5195,SLOTOTH,Hero,10,1,4,4,2.5
5196,SLUG/ULYSSES X. LUGM,Villain,109,16,14,224,0.48660714285714285
5197,"SLUGANSKI, ERNIE",Hero,1,1,1,1,1.0
5198,SLUJ,Hero,6,3,2,6,1.0
5199,SLUK,Hero,3,1,2,2,1.5
5200,SLYDE,Hero,181,4,20,80,2.2625
5201,"SMALLWOOD, DAN",Hero,14,3,5,15,0.9333333333333333
5202,SMART ALEC/ALEC THOR,Hero,3,1,2,2,1.5
5203,SMASHER,Hero,1,1,1,1,1.0
5204,SMASHER II,Hero,16,3,4,12,1.3333333333333333
5205,SMASHER III,Hero,3,1,2,2,1.5
5206,SMASHER IV,Hero,119,8,19,152,0.7828947368421053
5207,SMASHER V,Hero,1,1,1,1,1.0
5208,SMEDLEY,Hero,1,1,1,1,1.0
5209,"SMERDILOVISC, VICTOR",Hero,19,2,5,10,1.9
5210,SMILING TIGER/,Hero,12,6,2,12,1.0
5211,"SMITH, ANDY",Hero,1,1,1,1,1.0
5212,"SMITH, COL. TOLLIVER",Hero,6,6,1,6,1.0
5213,"SMITH, DAPHNE",Hero,1,1,1,1,1.0
5214,"SMITH, DR. ARMSTRONG",Hero,9,4,3,12,0.75
5215,"SMITH, HELEN BACK",Hero,1,1,1,1,1.0
5216,"SMITH, JOE",Hero,48,5,8,40,1.2
5217,"SMITH, KEVIN",Hero,21,1,6,6,3.5
5218,"SMITH, MANDY",Hero,10,1,4,4,2.5
5219,"SMITH, MARTY LOUIS L",Hero,45,5,11,55,0.8181818181818182
5220,"SMITH, SIR DENIS NAY",Hero,140,84,8,672,0.20833333333333334
5221,"SMITH, WANDA JO BIAL",Hero,6,1,3,3,2.0
5222,"SMITHSON, T.B.",Hero,15,1,5,5,3.0
5223,SMOKESCREAM/,Hero,7,3,2,6,1.1666666666666667
5224,SMOKESCREEN/,Hero,56,2,12,24,2.3333333333333335
5225,SMUGGLER II/CONRAD J,Hero,113,7,12,84,1.3452380952380953
5226,"SMYTHE, ALISTAIR ALP",Villain,87,16,12,192,0.453125
5227,"SMYTHE, SPENCER",Hero,70,10,10,100,0.7
5228,SNAGG,Hero,16,4,4,16,1.0
5229,SNAKE,Hero,8,3,3,9,0.8888888888888888
5230,SNAKE-EYES,Hero,11,2,4,8,1.375
5231,SNAKEBITE/,Hero,28,7,4,28,1.0
5232,SNAKESKIN II/,Hero,10,1,4,4,2.5
5233,SNAPDRAGON/SHEOKE SA,Hero,403,4,26,104,3.875
5234,SNARE,Hero,16,2,5,10,1.6
5235,"SNIDER, DET. LOU",Hero,21,3,5,15,1.4
5236,SNIPER/VON BURIAN,Hero,1,1,1,1,1.0
5237,"SNIPES, DET.",Hero,19,2,6,12,1.5833333333333333
5238,SNOW QUEEN/GITTE,Hero,1,1,1,1,1.0
5239,"SNOW, CHARLIE",Hero,27,5,6,30,0.9
5240,"SNOW, TANDY",Hero,54,3,11,33,1.6363636363636365
5241,"SNOW, VICTORIA",Villain,1,1,1,1,1.0
5242,SNOWBIRD | MUTANT X-,Hero,6,1,3,3,2.0
5243,SNOWBIRD/NARYA/ANNE,Hero,382,60,40,2400,0.15916666666666668
5244,SNOWBLIND/,Hero,13,4,3,12,1.0833333333333333
5245,"SOAP, DET.",Hero,34,10,4,40,0.85
5246,SOCRATES SOCK,Hero,13,4,4,16,0.8125
5247,SODIUM,Hero,29,2,8,16,1.8125
5248,"SOFEN, KARL AUGUST",Hero,136,1,16,16,8.5
5249,"SOFEN, MARION",Hero,136,1,16,16,8.5
5250,SOLAR WIND,Hero,6,1,3,3,2.0
5251,SOLARR,Hero,26,8,6,48,0.5416666666666666
5252,"SOLE, MAJOR REMINGTO",Hero,16,3,4,12,1.3333333333333333
5253,"SOLE, RANSOME",Hero,29,2,7,14,2.0714285714285716
5254,SOLO/,Hero,131,13,17,221,0.5927601809954751
5255,SOMBRE,Hero,5,3,2,6,0.8333333333333334
5256,"SOMERS, JOHNATHAN",Hero,1,1,1,1,1.0
5257,"SOMERS, KATHY",Hero,5,2,2,4,1.25
5258,"SOMMERS, APRIL",Hero,39,9,7,63,0.6190476190476191
5259,SOMON,Hero,1,1,1,1,1.0
5260,"SONDHEIM, ERICA",Hero,94,22,15,330,0.28484848484848485
5261,SONIC,Hero,7,4,2,8,0.875
5262,SOPHIE,Hero,41,9,8,72,0.5694444444444444
5263,SORRENTINO/SORRENTIN,Hero,37,9,7,63,0.5873015873015873
5264,SORROW/,Hero,7,3,2,6,1.1666666666666667
5265,SOTEIRA,Hero,2,2,1,2,1.0
5266,"SOTO, BERNARD",Hero,10,1,4,4,2.5
5267,SOUL MAN/FATHER JASO,Hero,14,2,4,8,1.75
5268,SOUL-EATER,Hero,16,2,5,10,1.6
5269,SOULFIRE/JASON MALDO,Hero,4,2,2,4,1.0
5270,SOUNDBYTE/,Hero,5,2,2,4,1.25
5271,"SOUSA, PAUL",Hero,3,1,2,2,1.5
5272,"SOUTHERN, CANDY",Hero,622,48,57,2736,0.2273391812865497
5273,SPACE PHANTOM,Villain,85,13,16,208,0.40865384615384615
5274,SPANKER/FRED HOVEL,Villain,25,3,5,15,1.6666666666666667
5275,"SPAR, DR. KATHERINE",Hero,26,6,6,36,0.7222222222222222
5276,SPARK,Hero,7,3,2,6,1.1666666666666667
5277,SPARROW,Hero,6,4,2,8,0.75
5278,"SPARROW BEAR, MELLIS",Hero,1,1,1,1,1.0
5279,SPARX/AURELLE,Hero,3,1,2,2,1.5
5280,SPAT,Hero,34,4,7,28,1.2142857142857142
5281,"SPAULDING, JILL",Hero,1,1,1,1,1.0
5282,"SPAULDING, PETER",Hero,34,25,5,125,0.272
5283,SPEAR,Hero,6,1,3,3,2.0
5284,SPECTRA/SELENA SLATE,Hero,2,2,1,2,1.0
5285,"SPECTRUM, SINCLAIR",Hero,28,4,7,28,1.0
5286,SPEEDBALL DOPPELGANG,Hero,351,4,28,112,3.1339285714285716
5287,SPEEDBALL II/DARRION,Hero,58,31,10,310,0.1870967741935484
5288,SPEEDBALL/ROBBIE BAL,Hero,1247,120,107,12840,0.09711838006230529
5289,SPEEDFREEK/SHAPPE,Hero,3,3,1,3,1.0
5290,SPELLBINDER/ERICA FO,Hero,6,6,1,6,1.0
5291,"SPENCER, TRACY",Hero,3,1,2,2,1.5
5292,"SPERZEL, ANTON",Hero,6,1,3,3,2.0
5293,"SPETSBURO, GEN. YURI",Hero,14,2,4,8,1.75
5294,SPHINX,Hero,179,31,24,744,0.24059139784946237
5295,SPHINX II,Hero,44,9,9,81,0.5432098765432098
5296,SPHINX III,Hero,10,1,4,4,2.5
5297,SPIDER-MAN CLONE/BEN,Hero,974,167,64,10688,0.09113023952095808
5298,SPIDER-MAN III/MARTH,Hero,63,27,7,189,0.3333333333333333
5299,SPIDER-MAN/PETER PARKER,Hero,8999,1577,352,555104,0.016211376606906094
5300,SPIDER-WOMAN DOPPELG,Hero,117,2,15,30,3.9
5301,SPIDER-WOMAN II/JULI,Hero,1266,101,97,9797,0.12922323160151067
5302,SPIDER-WOMAN IV/CHAR,Hero,23,9,4,36,0.6388888888888888
5303,SPIDER-WOMAN/JESSICA,Hero,542,114,49,5586,0.09702828499820981
5304,SPIDERCIDE,Hero,126,19,15,285,0.4421052631578947
5305,SPIKE,Villain,3,3,1,3,1.0
5306,SPIKEY,Hero,4,4,1,4,1.0
5307,SPINNERET,Hero,6,1,3,3,2.0
5308,SPIRAL,Villain,481,46,39,1794,0.26811594202898553
5309,SPIRAL II/ESTELLE GE,Villain,3,1,2,2,1.5
5310,SPIRIT OF '76/WILLIA,Hero,2,2,1,2,1.0
5311,SPITE/,Hero,6,1,3,3,2.0
5312,SPITFIRE/LADY JACQUE,Hero,106,39,14,546,0.19413919413919414
5313,"SPITZ, BARRY",Hero,10,1,4,4,2.5
5314,SPLICE II/,Hero,1,1,1,1,1.0
5315,SPLICE/CHANDRA KU,Hero,18,8,5,40,0.45
5316,SPOILSPORT/,Hero,5,2,2,4,1.25
5317,SPOOKY,Hero,1,1,1,1,1.0
5318,SPOOR/ANDREW HAMISH,Villain,91,8,12,96,0.9479166666666666
5319,SPORE,Hero,7,2,3,6,1.1666666666666667
5320,SPOT/,Villain,40,2,8,16,2.5
5321,SPRAGG,Villain,28,9,7,63,0.4444444444444444
5322,"SPRINGER, JERRY",Hero,10,1,4,4,2.5
5323,SPRITE,Hero,58,15,14,210,0.2761904761904762
5324,SPROCKET,Hero,16,9,4,36,0.4444444444444444
5325,SPUNJE,Hero,50,5,10,50,1.0
5326,SPYMASTER II,Hero,37,6,8,48,0.7708333333333334
5327,SPYMASTER/JAKE JORDA,Hero,135,13,20,260,0.5192307692307693
5328,SPYNE,Hero,37,8,7,56,0.6607142857142857
5329,SQUID/DONNY CALLAHAN,Hero,11,2,4,8,1.375
5330,SQUIRE/,Hero,1,1,1,1,1.0
5331,SQUIRREL GIRL/,Hero,3,1,2,2,1.5
5332,SSS'LETHCOTT,Hero,1,1,1,1,1.0
5333,SSSESTHUGAR,Hero,23,6,4,24,0.9583333333333334
5334,SSSITH,Hero,10,3,4,12,0.8333333333333334
5335,"ST. CROIX, CARTIER",Hero,3,3,1,3,1.0
5336,"ST. CROIX, CLAUDETTE",Hero,12,8,2,16,0.75
5337,"ST. CROIX, LOUIS",Hero,10,1,4,4,2.5
5338,"ST. CROIX, NICOLE",Hero,12,8,2,16,0.75
5339,"ST. GERMAINE, COMTE",Hero,3,3,1,3,1.0
5340,"ST. HUBBINS, SARI",Hero,4,4,1,4,1.0
5341,"ST. LAWRENCE, COL. C",Hero,69,18,14,252,0.27380952380952384
5342,"ST. THOMAS, JULES",Hero,38,2,9,18,2.111111111111111
5343,"STACY, ARTHUR",Hero,251,32,23,736,0.34103260869565216
5344,"STACY, CAPT. GEORGE",Hero,245,33,20,660,0.3712121212121212
5345,"STACY, GWEN",Hero,542,93,29,2697,0.20096403411197628
5346,"STACY, GWEN (CLONE)",Hero,91,19,13,247,0.3684210526315789
5347,"STACY, GWEN | MUTANT",Hero,28,2,7,14,2.0
5348,"STACY, HELEN",Hero,3,1,2,2,1.5
5349,"STACY, JILL",Hero,391,57,36,2052,0.1905458089668616
5350,"STACY, NANCY",Hero,11,2,4,8,1.375
5351,"STACY, PAUL",Hero,112,21,14,294,0.38095238095238093
5352,"STAHL, VERONICA",Hero,3,1,2,2,1.5
5353,STAINED GLASS SCARLE,Hero,8,8,1,8,1.0
5354,"STALIN, JOSEF",Hero,9,2,3,6,1.5
5355,STALKER,Hero,1,1,1,1,1.0
5356,STALKING FOX,Hero,1,1,1,1,1.0
5357,STALLIOR,Hero,131,13,13,169,0.7751479289940828
5358,"STALYENKO, COL. YURI",Hero,72,12,7,84,0.8571428571428571
5359,"STAMP, J.Q.",Hero,1,1,1,1,1.0
5360,STAMPEDE/,Hero,1,1,1,1,1.0
5361,"STANACHEK, FREDDIE",Hero,9,4,3,12,0.75
5362,"STANCHEK, DR.",Hero,11,2,4,8,1.375
5363,"STANDISH, GEN.",Hero,6,3,2,6,1.0
5364,"STANE, OBADIAH",Villain,48,22,9,198,0.24242424242424243
5365,"STANFORD, DWIGHT ROL",Hero,7,2,3,6,1.1666666666666667
5366,"STANKOWICZ, FABIAN",Hero,589,40,51,2040,0.2887254901960784
5367,"STANLEY, TOM",Hero,1,1,1,1,1.0
5368,"STAPHOS, DR. MONICA",Hero,3,1,2,2,1.5
5369,"STAPLES, EDNA M. GRA",Hero,39,8,8,64,0.609375
5370,STAR,Hero,6,1,3,3,2.0
5371,STAR HAMMER,Hero,3,1,2,2,1.5
5372,STAR THIEF II,Hero,1,1,1,1,1.0
5373,STAR THIEF III/DITMI,Hero,21,4,5,20,1.05
5374,STAR THIEF/,Hero,2,2,1,2,1.0
5375,"STAR, JOAN",Hero,15,1,5,5,3.0
5376,STAR-STALKER,Hero,44,6,10,60,0.7333333333333333
5377,STARBOLT,Hero,109,9,18,162,0.6728395061728395
5378,STARDUST/T'URIN G'AR,Hero,34,3,7,21,1.619047619047619
5379,STARFOX/EROS,Hero,1269,131,94,12314,0.10305343511450382
5380,STARHAWK II/ALETA OG,Hero,9,3,3,9,1.0
5381,STARHAWK/STAKAR,Hero,9,3,3,9,1.0
5382,"STARK, HOWARD",Hero,14,5,5,25,0.56
5383,"STARK, HOWARD | TIME",Hero,15,1,5,5,3.0
5384,"STARK, ISAAC",Hero,3,1,2,2,1.5
5385,"STARK, MARIA CARBONE",Hero,3,1,2,2,1.5
5386,"STARK, MARIA | TIMES",Hero,15,1,5,5,3.0
5387,"STARK, MORGAN",Hero,93,14,14,196,0.4744897959183674
5388,"STARR, AARON",Hero,3,1,2,2,1.5
5389,"STARR, JACQUELINE",Hero,1,1,1,1,1.0
5390,"STARR, TRIXIE TRISH",Hero,70,15,12,180,0.3888888888888889
5391,STARSHINE II/BRANDY,Hero,144,72,19,1368,0.10526315789473684
5392,STARSHINE III/ANARRA,Hero,11,5,2,10,1.1
5393,STARSHINE/LANDRA,Hero,19,8,4,32,0.59375
5394,STATIC,Villain,91,4,14,56,1.625
5395,STECK'EE,Hero,8,3,3,9,0.8888888888888888
5396,"STEED, JOHN",Hero,10,1,4,4,2.5
5397,"STEED, MR.",Hero,45,1,9,9,5.0
5398,STEEL COLLAR,Hero,19,3,5,15,1.2666666666666666
5399,STEEL SERPENT,Villain,9,4,3,12,0.75
5400,STEEL SPIDER/OLLIE O,Hero,2,2,1,2,1.0
5401,STEEL WIND,Villain,385,7,27,189,2.037037037037037
5402,"STEELE, BOBBY",Hero,164,19,18,342,0.47953216374269003
5403,"STEELE, MARCY MASTER",Hero,193,28,21,588,0.3282312925170068
5404,"STEELE, SIMON/WOLFGA",Hero,7,4,2,8,0.875
5405,STEEPLEJACK,Hero,1,1,1,1,1.0
5406,STEEPLEJACK II/MAXWE,Hero,172,2,18,36,4.777777777777778
5407,STEGRON,Villain,27,8,6,48,0.5625
5408,"STEIN, EMIL",Hero,1,1,1,1,1.0
5409,STELLARAX,Hero,5,5,1,5,1.0
5410,STELLARIS/LEAH PRINC,Villain,91,16,13,208,0.4375
5411,STEM,Hero,4,2,2,4,1.0
5412,"STEPHANAPOULUS, COSM",Hero,4,2,2,4,1.0
5413,"STERIXIAN, ALMONNAS",Hero,6,1,3,3,2.0
5414,"STERIXIAN, LOATIA",Hero,6,1,3,3,2.0
5415,STERLING,Hero,1,1,1,1,1.0
5416,"STERLING, SID",Hero,1,1,1,1,1.0
5417,"STERMAN, ANDREA ANDI",Hero,191,16,20,320,0.596875
5418,STERN,Hero,6,3,2,6,1.0
5419,"STERN, ROGER",Hero,14,3,5,15,0.9333333333333333
5420,"STERNBERG, DR. BERTH",Hero,3,1,2,2,1.5
5421,"STEVENS, DR. VINCENT",Hero,2,2,1,2,1.0
5422,"STEVENS, MILO",Hero,17,2,5,10,1.7
5423,"STEWART, MACKINLEY",Hero,24,7,4,28,0.8571428571428571
5424,"STEWART, MADDIE",Hero,6,1,3,3,2.0
5425,"STEWART, MARY",Hero,6,1,3,3,2.0
5426,"STEWART, TINA",Hero,6,1,3,3,2.0
5427,STICK,Hero,35,10,7,70,0.5
5428,"STILES, TATJANA",Hero,2,2,1,2,1.0
5429,STILETTO,Hero,143,11,18,198,0.7222222222222222
5430,STILETTO II/,Hero,3,3,1,3,1.0
5431,STILT-MAN/WILBUR DAY,Hero,400,25,40,1000,0.4
5432,"STILWELL, RON",Hero,1,1,1,1,1.0
5433,STINGER II/,Villain,2,2,1,2,1.0
5434,STINGER III/,Villain,94,4,14,56,1.6785714285714286
5435,STINGER IV,Villain,15,1,5,5,3.0
5436,STINGER/,Villain,1,1,1,1,1.0
5437,STINGRAY | MUTANT X-,Hero,103,3,14,42,2.4523809523809526
5438,STINGRAY/DR. WALTER,Hero,568,52,51,2652,0.21417797888386123
5439,STINKY,Hero,4,4,1,4,1.0
5440,STITCH/,Hero,3,1,2,2,1.5
5441,"STITHY, THEODORE",Hero,5,2,2,4,1.25
5442,"STOCKBRIDGE, CHARLES",Hero,136,1,16,16,8.5
5443,"STOCKBRIDGE, DEANNA",Hero,136,1,16,16,8.5
5444,"STOKER, OLIVIER",Hero,1,1,1,1,1.0
5445,STONE,Hero,6,1,3,3,2.0
5446,STONE II,Hero,13,3,4,12,1.0833333333333333
5447,"STONE, CHANTAL",Hero,7,2,3,6,1.1666666666666667
5448,"STONE, JOHN",Hero,1,1,1,1,1.0
5449,"STONE, LT. MARCUS",Hero,347,31,36,1116,0.3109318996415771
5450,"STONE, MARGARET",Hero,15,1,5,5,3.0
5451,"STONE, MEG",Hero,21,1,6,6,3.5
5452,"STONE, NELSON",Hero,3,3,1,3,1.0
5453,"STONE, TIBERIUS",Hero,23,5,6,30,0.7666666666666667
5454,STONE-FACE,Hero,4,2,2,4,1.0
5455,STONECOLD/,Hero,18,2,5,10,1.8
5456,STONECUTTER/UTAMA TO,Hero,36,5,6,30,1.2
5457,STONEWALL/LOUIS HAMI,Hero,286,12,24,288,0.9930555555555556
5458,STORM 2013,Hero,44,4,9,36,1.2222222222222223
5459,STORM DOPPELGANGER,Villain,28,1,7,7,4.0
5460,STORM DOPPELGANGER I,Villain,172,2,18,36,4.777777777777778
5461,"STORM, CHILI",Hero,18,2,5,10,1.8
5462,"STORM, JOHNNY | MUTA",Hero,33,4,7,28,1.1785714285714286
5463,"STORM, SUE | TIMESLI",Hero,15,1,5,5,3.0
5464,STORM/ORORO MUNROE S,Hero,5097,523,252,131796,0.03867340435218064
5465,STORMER,Hero,1,1,1,1,1.0
5466,STRACU,Hero,3,3,1,3,1.0
5467,"STRANG, COL./LT. GAR",Hero,63,11,9,99,0.6363636363636364
5468,STRANGE,Hero,3,3,1,3,1.0
5469,STRANGER,Hero,312,32,35,1120,0.2785714285714286
5470,STRANGLEHOLD,Hero,2,2,1,2,1.0
5471,STRANGLER,Hero,9,3,3,9,1.0
5472,STRIDER,Hero,207,14,31,434,0.4769585253456221
5473,STRIKER,Hero,2,2,1,2,1.0
5474,"STRIKER, SAM",Hero,11,2,4,8,1.375
5475,"STRINGER, AMY",Hero,1,1,1,1,1.0
5476,STROBE/,Hero,91,7,16,112,0.8125
5477,STRONG GUY DOPPELGAN,Hero,306,2,26,52,5.884615384615385
5478,STRONG GUY | MUTANT,Hero,66,1,11,11,6.0
5479,STRONG GUY/GUIDO CAR,Hero,1088,64,82,5248,0.2073170731707317
5480,"STRONG, MARTIN HENRY",Hero,14,3,5,15,0.9333333333333333
5481,"STRONG, SUSAN",Hero,20,3,5,15,1.3333333333333333
5482,STRONGARM II/ARMSTRO,Hero,2,2,1,2,1.0
5483,STRONGARM/,Hero,38,3,8,24,1.5833333333333333
5484,STRONGHOLD/,Hero,9,2,3,6,1.5
5485,STRONTIUM-90/,Hero,9,5,2,10,0.9
5486,"STROUD, SIMON",Hero,44,14,7,98,0.4489795918367347
5487,"STROUGHTON, WILLIAM",Hero,1,1,1,1,1.0
5488,"STRUCKER, ANDREA",Hero,393,23,45,1035,0.37971014492753624
5489,"STRUCKER, ANDREAS",Hero,414,26,46,1196,0.34615384615384615
5490,"STRUNK, BELLA",Hero,3,1,2,2,1.5
5491,STRYFE,Villain,196,30,25,750,0.2613333333333333
5492,"STRYKER, WILLIS",Villain,21,2,7,14,1.5
5493,"STUART, BRIG. ALYSAN",Hero,196,14,26,364,0.5384615384615384
