,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
3669,MINOTAUR II,Hero,77640,na,1585,1255320.0,0.06184877162795144
3670,MINOTAUR III,Hero,98541,na,2230,2485335.0,0.039648980922088975
3671,MINOTAURUS,Hero,932,na,66,2145.0,0.4344988344988345
3672,MINSTER HOARD,Hero,39562,na,815,331705.0,0.11926862724408736
3673,MINT JULEP,Hero,61303,na,1193,711028.0,0.08621742041101053
3674,MINXI [INHUMAN],Hero,64909,na,1207,727821.0,0.08918264243543399
3675,MIRACLE MAN,Villain,157775,na,5084,12920986.0,0.012210755433060603
3676,MIRAGE,Hero,155094,na,4871,11860885.0,0.013076090021950301
3677,MIRAGE II/DANIELLE M,Hero,167287,na,5829,16985706.0,0.009848692777327006
3678,MIRAGE III/MARGE,Hero,82382,na,1593,1268028.0,0.06496859690795471
3679,MISFIT/,Villain,108976,na,2545,3237240.0,0.03366324399797358
3680,MISS AMERICA/MADELIN,Hero,137726,na,3689,6802516.0,0.020246332386428787
3681,MISSING LINK,Hero,103545,na,2414,2912491.0,0.0355520411908569
3682,MISSING LINK II/RAY,Hero,68818,na,1516,1148370.0,0.059926678683699504
3683,MISS ITCH/BLISS,Hero,106085,na,2385,2842920.0,0.03731550659181405
3684,MISS LOCKE,Hero,139853,na,4039,8154741.0,0.017149900898140114
3685,MISS MASS/,Hero,144929,na,4057,8227596.0,0.017614987415522105
3686,MISS SACCHARINE,Hero,90986,na,1900,1804050.0,0.05043430060142457
3687,MISS THING/MARY,Hero,21,na,7,21.0,1.0
3688,MISTER CLEAN,Villain,90986,na,1900,1804050.0,0.05043430060142457
3689,MISTER HYDE/CALVIN Z,Villain,160576,na,5296,14021160.0,0.011452404793897223
3690,MIST MISTRESS,Hero,66976,na,1338,894453.0,0.0748792837633727
3691,MIST,Hero,63486,na,1313,861328.0,0.07370711273754017
3692,MISTY/VINCENTE,Hero,44474,na,970,469965.0,0.09463257902184205
3693,"MITCHELL, ROBERT",Hero,57211,na,1130,637885.0,0.08968858022997876
3694,M'KAMBA,Hero,66150,na,1278,816003.0,0.08106587843427046
3695,M'KUMBA,Hero,100756,na,2196,2410110.0,0.04180556074204082
3696,MO,Hero,8480,na,242,29161.0,0.2907993553033161
3697,"MOBIUS, DR.",Hero,40262,na,711,252405.0,0.15951348031932808
3698,MOBIUS,Hero,105901,na,2492,3103786.0,0.034119942547585436
3699,MOCKINGBIRD/DR. BARB,Hero,168867,na,6056,18334540.0,0.009210321066140737
3700,MODAM,Villain,136421,na,3629,6583006.0,0.02072320760455026
3701,MODEM/,Hero,47695,na,879,385881.0,0.12360028091561906
3702,"MODINE, REP. BERNARD",Hero,14125,na,488,118828.0,0.11886929006631433
3703,MODOK/GEORGE TARLETO,Villain,160291,na,5254,13799631.0,0.011615600446127871
3704,MODRED THE MYSTIC,Hero,150292,na,4434,9827961.0,0.015292286975904769
3705,MODT,Hero,138113,na,3748,7021878.0,0.01966895465856855
3706,MODULAR MAN/STEPHEN,Hero,106242,na,2438,2970703.0,0.035763251997927764
3707,MOJO II,Villain,99813,na,2246,2521135.0,0.03959050189696307
3708,MOJO,Villain,151731,na,4638,10753203.0,0.014110307412591392
3709,MOK,Hero,8480,na,242,29161.0,0.2907993553033161
3710,MOLECULE MAN/OWEN RE,Villain,163238,na,5504,15144256.0,0.010778872200786885
3711,MOLE MAN/HARVEY RUPE,Villain,166530,na,5810,16875145.0,0.009868359649650417
3712,MOLE MAN | MUTANT X-,Villain,41081,na,785,307720.0,0.13350123488886
3713,MOLE,Hero,93594,na,1970,1939465.0,0.04825763805998046
3714,MOLGOTHA,Hero,62577,na,1221,744810.0,0.08401740041084303
3715,"MOLLE, DR.",Hero,76575,na,1629,1326006.0,0.05774860747236438
3716,MOLTEN MAN/MARK RAXT,Villain,112250,na,2760,3807420.0,0.0294819063827999
3717,MOLTO,Hero,124692,na,3170,5022865.0,0.02482487584277101
3718,MO MONEY,Hero,110456,na,2533,3206778.0,0.03444454215414974
3719,MONDO,Villain,44287,na,963,463203.0,0.09561034794679654
3720,MONDO II,Villain,111911,na,2562,3280641.0,0.034112540811384116
3721,MONGOOSE,Villain,138899,na,3828,7324878.0,0.018962636647327096
3722,"MONGRAIN, ALISON",Hero,86702,na,2085,2172570.0,0.03990757489977308
3723,MONGU,Hero,67056,na,1331,885115.0,0.07575964705151308
3724,MONMOUTH,Hero,116869,na,2766,3823995.0,0.03056201694824392
3725,MONOCLE,Hero,122570,na,3075,4726275.0,0.025933742746666242
3726,MONSTER FROM THE LOS,Hero,90718,na,1870,1747515.0,0.05191257299651219
3727,MONSTROID/BALIOX/7NH,Hero,128227,na,3338,5569453.0,0.023023266378224216
3728,MONTANA,Villain,125233,na,3406,5798715.0,0.02159668133370928
3729,MONTANA II,Villain,23875,na,450,101025.0,0.23632764167285325
3730,MONTENEGRO,Hero,35454,na,702,246051.0,0.14409207847153638
3731,"MONTESI, VICTORIA",Hero,105639,na,2334,2722611.0,0.03880062190301883
3732,MONTGOMERY,Hero,125718,na,3152,4965976.0,0.0253158694282856
3733,"MONTGOMERY, SIR BERN",Hero,101959,na,2196,2410110.0,0.04230470808386339
3734,"MONTOYA, JULIO",Hero,102562,na,2258,2548153.0,0.0402495454550806
3735,"MONTOYA, MARIA",Hero,102562,na,2258,2548153.0,0.0402495454550806
3736,"MOODY, RUNYAN",Hero,79557,na,1778,1579753.0,0.050360404442973045
3737,"MOOMJI, INDRIES",Hero,98131,na,2205,2429910.0,0.04038462329880531
3738,MOONBOY,Hero,125248,na,3250,5279625.0,0.02372289698605488
3739,MOONDANCER,Hero,96332,na,1961,1921780.0,0.05012644527469325
3740,MOONDARK,Hero,87803,na,2026,2051325.0,0.042803066310799116
3741,MOONDRAGON DOPPELGAN,Hero,155475,na,4865,11831680.0,0.013140568372369774
3742,MOONDRAGON/HEATHER D,Hero,169305,na,6074,18443701.0,0.009179556749483198
3743,MOONGLOW/,Hero,13875,na,296,43660.0,0.3177966101694915
3744,MOONHUNTER/ZACK MOON,Hero,146624,na,4144,8584296.0,0.017080492098594923
3745,MOON KNIGHT DOPPELGA,Hero,162736,na,5410,14631345.0,0.011122422443049495
3746,MOON KNIGHT/MARC SPE,Hero,169028,na,6097,18583656.0,0.00909551920246479
3747,MOON KNIGHT | MUTANT,Hero,41081,na,785,307720.0,0.13350123488886
3748,MOONRAKER/SLADE TRUM,Hero,120936,na,2927,4282201.0,0.028241551482520322
3749,MOONSTALKER/KIANA,Hero,108807,na,2559,3272961.0,0.03324420914273039
3750,MOONSTOMP/,Hero,102462,na,2246,2521135.0,0.04064121913344585
3751,MOONSTONE II/KARLA S,Villain,163617,na,5599,15671601.0,0.010440350031882512
3752,MOONSTONE/LLOYD BLOC,Villain,146304,na,4120,8485140.0,0.017242379029691907
3753,MOON WOLF/,Hero,99046,na,2141,2290870.0,0.04323510282119893
3754,"MOORE, CONNIE",Hero,43589,na,942,443211.0,0.09834819081656367
3755,"MOORE, TONI",Hero,13400,na,431,92665.0,0.14460691739060055
3756,MOOT,Hero,41081,na,785,307720.0,0.13350123488886
3757,"MORAN, KEVIN",Hero,62274,na,1307,853471.0,0.07296557235102306
3758,MORBIUS/DR. MICHAEL,Villain,154713,na,4881,11909640.0,0.01299056898445293
3759,"MORDO, ASTRID",Hero,56761,na,1103,607753.0,0.09339484955236749
3760,MORDRED THE EVIL,Hero,155026,na,4942,12209211.0,0.012697462596067837
3761,"MOREAU, DAVID",Hero,131383,na,3508,6151278.0,0.02135865099902817
3762,"MOREAU, PHILLIP",Hero,143713,na,4082,8329321.0,0.017253867392071933
3763,"MORELLE, NOLAN",Hero,86705,na,2001,2001000.0,0.043330834582708644
3764,MORETTI,Hero,82233,na,1893,1790778.0,0.04592026482344545
3765,MORGAN,Hero,144823,na,4192,8784336.0,0.01648650506993357
3766,"MORGAN, DR. VIVIAN",Hero,116577,na,2656,3525840.0,0.033063610373698184
3767,"MORGAN, JERROLD JERR",Hero,143149,na,4107,8431671.0,0.01697753624400193
3768,MORG,Villain,75640,na,1627,1322751.0,0.05718385395286037
3769,"MORLAK, MARIS",Hero,153471,na,4733,11198278.0,0.01370487498167129
3770,MORLEY,Hero,122909,na,3200,5118400.0,0.024013168177555486
3771,MORLUN,Villain,78322,na,1758,1544403.0,0.05071344720257601
3772,MORNING STAR/ZVEZDA,Hero,123097,na,2935,4305645.0,0.028589677040257614
3773,MORPHEUS/ROBERT MARK,Hero,23875,na,450,101025.0,0.23632764167285325
3774,MORPH,Hero,49319,na,1076,578350.0,0.0852753522953229
3775,"MORRELL, SABRINA",Hero,152490,na,4600,10577700.0,0.01441617742987606
3776,"MORRISON, AMANDA PAY",Hero,57303,na,1114,619941.0,0.09243298959094494
3777,"MORRISON, JESSICA",Hero,57303,na,1114,619941.0,0.09243298959094494
3778,MOSES,Hero,82493,na,1653,1365378.0,0.0604177011787212
3779,MOSH/GLENN,Hero,10504,na,391,76245.0,0.13776641091219097
3780,"MOSLEY, WARDEN",Hero,93812,na,1920,1842240.0,0.050922789647385794
3781,MOTHER INFERIOR,Hero,84261,na,1965,1929630.0,0.04366692060135881
3782,MOTHER NIGHT/SUSAN S,Hero,134479,na,3524,6207526.0,0.021663864154576235
3783,MOTHER-OF-PAIN,Hero,57497,na,1134,642411.0,0.08950189209088885
3784,MOTHER OF PEARL/,Hero,94904,na,1953,1906128.0,0.04978889140708284
3785,MOTHER SUPERIOR,Hero,119486,na,2865,4102680.0,0.02912388975011456
3786,MOTH/,Hero,73150,na,1413,997578.0,0.07332759944585787
3787,MOUNTJOY,Hero,106884,na,2440,2975580.0,0.035920391990805156
3788,MOURNING PREY,Hero,229,na,36,630.0,0.3634920634920635
3789,MOUSE,Hero,123444,na,3095,4787965.0,0.02578214335317823
3790,"MOWAT, FARLEY",Hero,159453,na,5242,13736661.0,0.011607842691903077
3791,"MOY, ALYSSA",Hero,155442,na,4884,11924286.0,0.013035749058685778
3792,M-PLATE,Hero,38455,na,848,359128.0,0.10707881312512531
3793,MR. DEATH,Hero,36659,na,732,267546.0,0.13701942843473647
3794,MR. DOLL/NATHAN DOLL,Hero,130064,na,3265,5328480.0,0.024409212383268774
3795,M'REEL,Hero,110885,na,2544,3234696.0,0.034279882869982216
3796,MR. FANTASTIC DOPPEL,Hero,165369,na,5611,15738855.0,0.010507054039191542
3797,MR. FANTASTIC/REED R,Hero,171366,na,6349,20151726.0,0.008503787715255754
3798,MR. FEAR III/PROF. L,Villain,87743,na,1976,1951300.0,0.04496643263465382
3799,MR. FEAR IV/ALAN FAG,Villain,99077,na,2321,2692360.0,0.036799313613335514
3800,MR. FEAR V/,Villain,78460,na,1762,1551441.0,0.050572338877211576
3801,MR. FEAR/ZOLTAN DRAG,Villain,62951,na,1355,917335.0,0.06862378520387863
3802,MR. FX/,Hero,6706,na,231,26565.0,0.252437417654809
3803,MR. IMMORTAL,Hero,143041,na,3972,7886406.0,0.018137666257608345
3804,MR. JIP,Villain,136697,na,3744,7006896.0,0.019508923780230218
3805,MR. JUSTICE/TIMOTHY,Hero,129939,na,3407,5802121.0,0.022395086210715013
3806,MR. LUCK II/PHILIP G,Hero,130695,na,3262,5318691.0,0.024572775519390015
3807,MR. LUCK/RAMON GARCI,Hero,32204,na,612,186966.0,0.17224522105623483
3808,MR. MOBIUS,Hero,90893,na,1905,1813560.0,0.050118551357550896
3809,MR. NACHT,Hero,87522,na,2043,2085903.0,0.041958806329920426
3810,MROTH,Hero,132164,na,3423,5856753.0,0.022566087386645808
3811,MR. PAYBACK/,Villain,14125,na,488,118828.0,0.11886929006631433
3812,MR. SCRATCH II/BLISS,Hero,106085,na,2385,2842920.0,0.03731550659181405
3813,MR. SCRATCH,Hero,16866,na,391,76245.0,0.221207948062168
3814,MR. SINISTER | AOA,Villain,11921,na,320,51040.0,0.23356191222570533
3815,MR. SINISTER | MUTAN,Villain,42185,na,800,319600.0,0.13199311639549438
3816,MR. SINISTER/NATHAN,Villain,158190,na,4988,12437578.0,0.012718714206254625
3817,MR. TERMINEUS/AMODEU,Hero,81525,na,1778,1579753.0,0.051606168812466255
3818,MR. X,Villain,79846,na,1616,1304920.0,0.0611884253440824
3819,MS. FORTUNE/,Hero,103384,na,2474,3059101.0,0.033795549738305466
3820,M'SHULLA,Hero,61518,na,1204,724206.0,0.0849454436997208
3821,MS. MARVEL II/SHARON,Hero,168318,na,5921,17526160.0,0.009603815096975036
3822,MS. NOVA,Hero,97548,na,2124,2254626.0,0.04326571236205029
3823,"MUELLER, AMANDA",Hero,83204,na,1667,1388611.0,0.05991886856722293
3824,"MUGGINS, MAMIE",Hero,142748,na,4012,8046066.0,0.017741340923626527
3825,"MULDOON, SGT. BRIAN",Hero,121610,na,2982,4444671.0,0.02736085528040208
3826,"MULDOON, TEXAS JACK",Hero,117013,na,2874,4128501.0,0.02834273262862235
3827,"MULLANY, MIKE",Hero,81382,na,1828,1669878.0,0.048735296830067824
3828,MULTIPLE MAN DOPPELG,Hero,161672,na,5342,14265811.0,0.011332829237678812
3829,MULTIPLE MAN/JAMES A,Hero,167659,na,5848,17096628.0,0.00980655366660607
3830,"MUMM, MAX",Hero,56841,na,1181,696790.0,0.08157551055554758
3831,"MUNDY, SHANE",Hero,93405,na,1943,1886653.0,0.04950830915912995
3832,MUNIN,Hero,126141,na,3191,5089645.0,0.024783850347126372
3833,MUNIPOOR,Hero,56455,na,1127,634501.0,0.08897543108679104
3834,"MUNOZ, CARLOS",Hero,88415,na,1996,1991010.0,0.0444071099592669
3835,"MUNROE, DAVID",Hero,96317,na,2103,2210253.0,0.043577364220295144
3836,"MUNROE, N'DARE",Hero,96776,na,2127,2261001.0,0.0428022809366294
3837,"MUNSON, CLAUDIA",Hero,92034,na,1783,1588653.0,0.0579320971917719
3838,MUNSON,Hero,19673,na,501,125250.0,0.15706986027944111
3839,MURDER,Hero,77887,na,1643,1348903.0,0.05774099397806959
3840,"MURDOCK, BATTLING JA",Hero,62459,na,1271,807085.0,0.07738837916700224
3841,"MURDOCK, MATT | TIME",Hero,116606,na,2699,3640951.0,0.03202624808738157
3842,"MURDOCK, SISTER MAGG",Hero,132502,na,3617,6539536.0,0.020261682174392802
3843,MURMUR/,Hero,42001,na,935,436645.0,0.09619026898281212
3844,MURMUR II/ARLETTE TR,Hero,110561,na,2647,3501981.0,0.03157098796366971
3845,"MURPHY, JOBOA",Hero,102826,na,2224,2471976.0,0.04159668216843529
3846,"MURPHY, MELISSA",Hero,99046,na,2141,2290870.0,0.04323510282119893
3847,"MURPHY, SEAN",Hero,47951,na,1156,667590.0,0.07182701957788463
3848,"MURRAY, WILLIAM T. B",Hero,72436,na,1383,955653.0,0.07579738670835544
3849,MUSE/SHANNON FITZPAT,Hero,86972,na,2030,2059435.0,0.04223100025006859
3850,MUSTANG/,Hero,99489,na,2208,2436528.0,0.04083228265794606
3851,MUTANT MASTER,Hero,118055,na,2690,3616705.0,0.03264158951310654
3852,MUTAURUS,Hero,150852,na,4588,10522578.0,0.014336030581099042
3853,"MUTO, JUNZO",Hero,148187,na,4220,8902090.0,0.016646315640484424
3854,MYCROFT,Hero,87547,na,1851,1712175.0,0.05113203965716121
3855,"MYLZOB'RYN, CHIEF",Hero,4869,na,184,16836.0,0.2892017106200998
3856,MYSTERIA/,Villain,114321,na,2476,3064050.0,0.03731042248005091
3857,MYSTERIO II/DANIEL B,Villain,95679,na,2317,2683086.0,0.035660057113338896
3858,MYSTERIO/QUENTIN BEC,Villain,156147,na,4970,12347965.0,0.01264556548386718
3859,MYSTERIUM/DR. JOSEPH,Hero,6664,na,208,21528.0,0.3095503530286139
3860,MYSTIQUE | MUTANT X-,Villain,41081,na,785,307720.0,0.13350123488886
3861,MYSTIQUE/RAVEN DARKH,Villain,166496,na,5715,16327755.0,0.010197115280085964
3862,"NACHT, HERR",Hero,126234,na,3090,4772505.0,0.026450260397841385
3863,NAGALA,Hero,89079,na,1970,1939465.0,0.045929676482947615
3864,"NAGAN, DR. ARTHUR",Hero,143149,na,4107,8431671.0,0.01697753624400193
3865,NAGA,Hero,52433,na,1008,507528.0,0.10331055626487602
3866,NAHREES [INHUMAN],Hero,72485,na,1451,1051975.0,0.06890372870077711
3867,NAILS II/JOANIE EATO,Hero,25962,na,616,189420.0,0.13706050047513463
3868,NAILS/,Hero,14125,na,488,118828.0,0.11886929006631433
3869,"NAIP, SYNTHIA",Hero,97557,na,2012,2023066.0,0.04822235161878061
3870,NAKKA,Hero,132749,na,3437,5904766.0,0.022481669891745076
3871,NAKOTA,Hero,94447,na,2317,2683086.0,0.03520088435480637
3872,"NALES, DET. REBECCA",Hero,133825,na,3689,6802516.0,0.019672868097627406
3873,NAMELESS ONE,Hero,53054,na,1056,557040.0,0.09524271147493896
3874,NAMELESS ONE II,Hero,91580,na,1933,1867278.0,0.049044652162131185
3875,NAMORA/AQUARIA NAUTI,Villain,92379,na,1989,1977066.0,0.04672529900367514
3876,NAMORITA DOPPELGANGE,Hero,162736,na,5410,14631345.0,0.011122422443049495
3877,NAMORITA | MUTANT X-,Hero,41081,na,785,307720.0,0.13350123488886
3878,NAMORITA/NITA PRENTI,Hero,169674,na,6099,18595851.0,0.009124293370601862
3879,NANABOZHO,Hero,56720,na,1120,626640.0,0.09051448997829695
3880,NANNY II,Villain,144201,na,3971,7882435.0,0.018293966268037733
3881,NANNY,Villain,105559,na,2416,2917320.0,0.036183552027203046
3882,"NAPIER, RAMONA DR.",Hero,113016,na,2629,3454506.0,0.032715531540544435
3883,NARDI,Hero,83263,na,1956,1911990.0,0.04354782190283422
3884,"NASH, JOHN JOHNNY TH",Hero,70135,na,1359,922761.0,0.07600559624864943
3885,"NASH, SABRINA",Hero,70135,na,1359,922761.0,0.07600559624864943
3886,N'ASTIRH,Villain,158868,na,5027,12632851.0,0.012575783566195787
3887,NAUDA,Hero,1674,na,85,3570.0,0.4689075630252101
3888,NAUTILUS,Hero,83563,na,1913,1828828.0,0.045692104451594134
3889,NAVARRO,Hero,594,na,62,1891.0,0.3141195134849286
3890,NAZE,Hero,109314,na,2617,3423036.0,0.03193480874872481
3891,N'DELE,Hero,150852,na,4588,10522578.0,0.014336030581099042
3892,NEBULA,Villain,156552,na,5024,12617776.0,0.012407257824199764
3893,NEBULO,Hero,117098,na,2860,4088370.0,0.028641732524208915
3894,NEBULON,Villain,146938,na,4378,9581253.0,0.015335989979598702
3895,NECRODAMUS,Hero,141727,na,4140,8567730.0,0.016541954520042066
3896,NECROMANCER/DR. STEP,Hero,117412,na,2725,3711450.0,0.03163507524013526
3897,NECROM,Hero,59262,na,1128,635628.0,0.09323377824765429
3898,NEDDA,Hero,55432,na,1150,660675.0,0.08390206985280206
3899,NEEDLE,Hero,121213,na,3050,4649725.0,0.026068853534348804
3900,NEFFETHESK,Hero,100574,na,2065,2131080.0,0.04719391106856617
3901,NEIFI [INHUMAN],Hero,71831,na,1427,1017451.0,0.07059897724804438
3902,"NEKOBAH, ROMAN",Hero,123044,na,2922,4267581.0,0.028832258837032033
3903,NEKRA/ADRIENNE HATRO,Villain,154431,na,4776,11402700.0,0.01354337130679576
3904,NELIT,Hero,115409,na,2662,3541791.0,0.03258492666563329
3905,"NELSON, CANDACE",Hero,144707,na,4290,9199905.0,0.015729184160053828
3906,"NELSON, DEBBIE HARRI",Hero,150010,na,4515,10190355.0,0.01472078254388586
3907,"NELSON, FRANKLIN FOG",Hero,165808,na,5885,17313670.0,0.009576710194892243
3908,NEMESIS,Villain,108543,na,2518,3168903.0,0.03425254733262583
3909,NEOPHYTE/,Hero,123129,na,3031,4591965.0,0.026814010995292865
3910,NEPHRI,Hero,34664,na,608,184528.0,0.18785225006503078
3911,NEPTUNE [OLYMPIAN],Hero,127455,na,3353,5619628.0,0.02268032688284705
3912,NEPTUNIUM,Hero,114714,na,2908,4226778.0,0.02713982139587175
3913,NEREEL,Hero,122989,na,3119,4862521.0,0.025293258373588517
3914,NESTOR,Hero,108896,na,2297,2636956.0,0.04129610050376267
3915,NETTLES,Hero,19673,na,501,125250.0,0.15706986027944111
3916,NETWORK NINA,Hero,142875,na,3990,7958055.0,0.017953507483926663
3917,NEUROTAP/MICHELLE BA,Hero,37090,na,788,310078.0,0.11961506459664988
3918,NEUT,Hero,117787,na,2772,3840606.0,0.03066885798751551
3919,NEUTRON,Hero,131095,na,3273,5354628.0,0.024482559759520177
3920,"NEVILLE, KATE",Hero,143087,na,3993,7970028.0,0.01795313642561858
3921,"NEWELL, DIANE ARLISS",Hero,134679,na,3557,6324346.0,0.021295324449358083
3922,"NEWMARK, LOTUS",Hero,159201,na,5028,12637878.0,0.012597130625885137
3923,NEW SUN,Villain,80757,na,1570,1231665.0,0.0655673417690687
3924,NEZARR,Hero,155122,na,4852,11768526.0,0.013181089968276402
3925,N'GAMI,Hero,100771,na,2200,2418900.0,0.04165984538426558
3926,N'GAMO,Hero,85671,na,1730,1495585.0,0.057282601791272314
3927,N'GASSI,Hero,66150,na,1278,816003.0,0.08106587843427046
3928,NHU'ABDAR,Hero,100184,na,2162,2336041.0,0.042886233589222104
3929,"NICHOLS, LORNA",Hero,103504,na,2212,2445366.0,0.04232658833074476
3930,"NICHOLS, TOM",Hero,14222,na,489,119316.0,0.11919608434744712
3931,NICKEL,Hero,38374,na,762,289941.0,0.132351064526921
3932,NICODEMUS,Hero,55849,na,1100,604450.0,0.0923963934155017
3933,NICODEMUS II,Hero,87242,na,1849,1708476.0,0.05106422331949644
3934,NIELS,Hero,75580,na,1513,1143828.0,0.06607636812527758
3935,NIGHT,Hero,104890,na,2392,2859636.0,0.036679493473994594
3936,NIGHTCRAWLER 2013,Hero,33155,na,553,152628.0,0.21722750740362187
3937,NIGHTCRAWLER/KURT WA,Hero,170696,na,6256,19565640.0,0.008724273777908619
3938,NIGHTCRAWLER | MUTAN,Hero,48341,na,908,411778.0,0.11739578122192056
3939,NIGHTEYES/ERIC,Hero,1160,na,81,3240.0,0.35802469135802467
3940,NIGHTFIGHTER/,Hero,8591,na,259,33411.0,0.2571308850378618
3941,NIGHT FLYER,Hero,108853,na,2463,3031953.0,0.0359019417517356
3942,NIGHTHAWK III/NEAL,Villain,6664,na,208,21528.0,0.3095503530286139
3943,NIGHTHAWK II/KYLE RI,Villain,165138,na,5679,16122681.0,0.01024258930633187
3944,NIGHTHAWK/KYLE RICHM,Villain,163620,na,5584,15587736.0,0.010496713570206732
3945,NIGHTINGALE/,Hero,121258,na,3087,4763241.0,0.02545703650098746
3946,NIGHTMARE/EDVARD HAB,Villain,159176,na,5304,14063556.0,0.011318332290922722
3947,NIGHT PHANTOM II,Hero,103516,na,2287,2614041.0,0.0395999909718325
3948,NIGHT PHANTOM/TRAVIS,Hero,77217,na,1567,1226961.0,0.06293354067488698
3949,NIGHT RIDER,Hero,136369,na,3590,6442255.0,0.021167898507587792
3950,NIGHT RIDER III/HAMI,Hero,128910,na,3487,6077841.0,0.0212098342158013
3951,NIGHTSHADE/TILDA,Hero,153133,na,4666,10883445.0,0.014070269110561959
3952,NIGHTSIDE,Hero,140512,na,3898,7595253.0,0.018499976235156354
3953,NIGHTSTICK/,Hero,84067,na,1700,1444150.0,0.058212097081328115
3954,NIGHT THRASHER/DUANE,Hero,168061,na,5887,17325441.0,0.009700243705196307
3955,NIGHTWATCH/,Hero,86705,na,2001,2001000.0,0.043330834582708644
3956,NIGHTWIND/,Hero,46317,na,905,409060.0,0.11322788832934044
3957,NIKKI/NICHOLETTE GOL,Hero,123360,na,2937,4311516.0,0.02861174584531288
3958,"NILES, SEN. CATHERIN",Hero,34,na,9,36.0,0.9444444444444444
3959,NIMROD,Villain,5509,na,169,14196.0,0.3880670611439842
3960,NIMROD III,Villain,59315,na,1302,846951.0,0.0700335674673033
3961,NINA,Hero,102097,na,2356,2774190.0,0.03680245404965053
3962,NINGAL,Hero,57199,na,1140,649230.0,0.08810282950572217
3963,NINJA/,Villain,41483,na,850,360825.0,0.11496708930922192
3964,NIRA,Hero,25767,na,480,114960.0,0.22413883089770356
3965,"NITAL, DR.",Hero,118201,na,2843,4039903.0,0.029258375758031814
3966,NITRO/ROBERT L. HUNT,Villain,149031,na,4405,9699810.0,0.015364321569185376
3967,"NIVENA, JOANNA",Hero,94622,na,2039,2077741.0,0.045540806096621284
3968,"NIXON, RICHARD",Hero,147431,na,4367,9533161.0,0.015465069770666834
3969,NOBILUS,Hero,114995,na,2605,3391710.0,0.03390472652437856
3970,NOBLE,Hero,55921,na,1116,622170.0,0.08988057926290242
3971,"NOCENTI, ANN",Hero,138717,na,3825,7313400.0,0.018967511690868816
3972,NOCTURNE II/ANGELA C,Hero,91570,na,2208,2436528.0,0.03758216609864529
3973,NOCTURNE/,Hero,115861,na,2875,4131375.0,0.028044174155093644
3974,NOMAD II/EDWARD FERB,Hero,119373,na,2802,3924201.0,0.030419695627211755
3975,NOMAD III/JACK MONRO,Hero,153851,na,4838,11700703.0,0.013148868063739418
3976,NOM,Hero,64519,na,1177,692076.0,0.09322531051503014
3977,"NORRISS, JACK",Hero,147474,na,4333,9385278.0,0.015713333158591573
3978,"NORRISS, SISTER BARB",Hero,168981,na,6022,18129231.0,0.009320913832473092
3979,"NORTH, DAKOTA",Hero,135272,na,3796,7202910.0,0.01878018745201592
3980,"NORTH, RICKY",Hero,78994,na,1787,1595791.0,0.049501469804003155
3981,NORTHSTAR DOPPELGANG,Hero,161642,na,5338,14244453.0,0.011347715493181802
3982,NORTHSTAR/JEAN-PAUL,Hero,169244,na,6060,18358770.0,0.00921870038134363
3983,NORTHSTAR | MUTANT X,Hero,41081,na,785,307720.0,0.13350123488886
3984,NOSFERATA/PURPLE HAY,Hero,63582,na,1092,595686.0,0.10673744220948621
3985,NOTE,Hero,16534,na,403,81003.0,0.20411589694208856
3986,NOVA 0:0,Hero,80510,na,1673,1398628.0,0.057563555141181215
3987,NOVA DOPPELGANGER II,Villain,156357,na,4925,12125350.0,0.012895050452151897
3988,NOVA DOPPELGANGER,Villain,158091,na,4990,12447555.0,0.012700566496793948
3989,NOVA II/FRANKIE RAYE,Hero,165976,na,5747,16511131.0,0.010052370125341504
3990,NOVA III/FRANKIE RAY,Hero,113392,na,2624,3441376.0,0.03294961085333308
3991,NOVA II | MUTANT X-V,Hero,41081,na,785,307720.0,0.13350123488886
3992,NOVA | MUTANT X-VERS,Hero,41081,na,785,307720.0,0.13350123488886
3993,NOVA OMEGA/GARTHAN S,Hero,63648,na,1230,755835.0,0.08420885510726547
3994,NOVA-PRIME,Hero,124955,na,3148,4953378.0,0.025226219359798505
3995,NOVA/RICHARD RIDER,Hero,170556,na,6209,19272736.0,0.008849599766218973
3996,NOX,Hero,61682,na,1221,744810.0,0.08281575166821069
3997,NOY,Hero,46317,na,905,409060.0,0.11322788832934044
3998,NUADA,Hero,152467,na,4687,10981641.0,0.013883808439922594
3999,"NUGENT, ALICE",Hero,123556,na,3046,4637535.0,0.026642602158258644
4000,NUGENT,Hero,63146,na,1246,775635.0,0.08141200435771981
4001,NUKE,Villain,124592,na,3098,4797253.0,0.025971529956831545
4002,NUKLO/ROBERT FRANK J,Hero,149119,na,4347,9446031.0,0.015786418655623722
4003,NULLITRON,Hero,71929,na,1403,983503.0,0.07313551661764123
4004,NUMBER NINE,Hero,110682,na,2611,3407355.0,0.032483260476234496
4005,NUMBER ONE FAN/PROF.,Villain,86645,na,1668,1390278.0,0.06232206796050862
4006,NUMBERS,Hero,148718,na,4404,9695406.0,0.015339017262402421
4007,NUNTOO,Hero,87195,na,1775,1574425.0,0.05538212363243724
4008,NURIL,Hero,35775,na,688,236328.0,0.15137859246471005
4009,NURO,Hero,157362,na,4990,12447555.0,0.012642000778466132
4010,NUTT,Hero,9333,na,237,27966.0,0.3337266680969749
